Season,Date,Team,Opp,Result,Name,Distance,Good,Block,Playoffs
1960,12/18/1960,WAS,PHI,L 28-38,Bob Khayat,38,0,0,0
1960,12/18/1960,WAS,PHI,L 28-38,Bob Khayat,37,0,0,0
1960,12/18/1960,STL,PIT,W 38-7,Gerry Perry,16,1,0,0
1960,12/18/1960,SF,BAL,W 34-10,Tommy Davis,37,1,0,0
1960,12/18/1960,SF,BAL,W 34-10,Tommy Davis,37,0,0,0
1960,12/18/1960,SF,BAL,W 34-10,Tommy Davis,36,1,0,0
1960,12/18/1960,PHI,WAS,W 38-28,Bobby Walston,23,1,0,0
1960,12/18/1960,NYT,LAC,L 43-50,Bill Shockley,40,0,0,0
1960,12/18/1960,NYG,CLE,L 34-48,Pat Summerall,51,0,0,0
1960,12/18/1960,NYG,CLE,L 34-48,Pat Summerall,39,0,0,0
1960,12/18/1960,NYG,CLE,L 34-48,Pat Summerall,31,1,0,0
1960,12/18/1960,NYG,CLE,L 34-48,Pat Summerall,12,1,0,0
1960,12/18/1960,LAC,NYT,W 50-43,Ben Agajanian,41,1,0,0
1960,12/18/1960,LAC,NYT,W 50-43,Ben Agajanian,37,1,0,0
1960,12/18/1960,LAC,NYT,W 50-43,Ben Agajanian,27,1,0,0
1960,12/18/1960,HOU,BOS,W 37-21,George Blanda,32,1,0,0
1960,12/18/1960,HOU,BOS,W 37-21,George Blanda,26,1,0,0
1960,12/18/1960,HOU,BOS,W 37-21,George Blanda,10,1,0,0
1960,12/18/1960,DTX,BUF,W 24-7,Jack Spikes,46,0,0,0
1960,12/18/1960,DTX,BUF,W 24-7,Jack Spikes,45,0,0,0
1960,12/18/1960,DTX,BUF,W 24-7,Jack Spikes,12,1,0,0
1960,12/18/1960,CLE,NYG,W 48-34,Sam Baker,47,0,0,0
1960,12/18/1960,BUF,DTX,L 7-24,Tommy O'Connell,25,0,1,0
1960,12/18/1960,BUF,DTX,L 7-24,Mack Yoho,44,0,0,0
1960,12/18/1960,BUF,DTX,L 7-24,Mack Yoho,23,0,1,0
1960,12/18/1960,BAL,SF,L 10-34,Steve Myhra,35,1,0,0
1960,12/17/1960,RAM,GB,L 21-35,Danny Villanueva,35,0,0,0
1960,12/17/1960,OAK,DEN,W 48-10,Larry Barnes,52,0,0,0
1960,12/17/1960,OAK,DEN,W 48-10,Larry Barnes,40,0,0,0
1960,12/17/1960,OAK,DEN,W 48-10,Larry Barnes,33,0,0,0
1960,12/17/1960,OAK,DEN,W 48-10,Larry Barnes,28,1,0,0
1960,12/17/1960,OAK,DEN,W 48-10,Larry Barnes,18,1,0,0
1960,12/17/1960,GB,RAM,W 35-21,Paul Hornung,41,0,0,0
1960,12/17/1960,GB,RAM,W 35-21,Paul Hornung,32,0,0,0
1960,12/17/1960,DEN,OAK,L 10-48,Gene Mingo,37,1,0,0
1960,12/11/1960,WAS,NYG,L 3-17,Bob Khayat,15,1,0,0
1960,12/11/1960,RAM,BAL,W 10-3,Lou Michaels,50,0,0,0
1960,12/11/1960,RAM,BAL,W 10-3,Danny Villanueva,32,1,0,0
1960,12/11/1960,RAM,BAL,W 10-3,Danny Villanueva,32,0,0,0
1960,12/11/1960,NYT,OAK,W 31-28,Bill Shockley,46,0,0,0
1960,12/11/1960,NYT,OAK,W 31-28,Bill Shockley,31,0,1,0
1960,12/11/1960,NYT,OAK,W 31-28,Bill Shockley,29,0,0,0
1960,12/11/1960,NYT,OAK,W 31-28,Bill Shockley,27,1,0,0
1960,12/11/1960,NYG,WAS,W 17-3,Pat Summerall,31,0,0,0
1960,12/11/1960,NYG,WAS,W 17-3,Pat Summerall,17,1,0,0
1960,12/11/1960,HOU,BUF,W 31-23,George Blanda,53,1,0,0
1960,12/11/1960,DTX,BOS,W 34-0,Jack Spikes,49,0,0,0
1960,12/11/1960,DTX,BOS,W 34-0,Jack Spikes,46,1,0,0
1960,12/11/1960,DTX,BOS,W 34-0,Jack Spikes,42,0,0,0
1960,12/11/1960,DTX,BOS,W 34-0,Jack Spikes,28,0,0,0
1960,12/11/1960,DTX,BOS,W 34-0,Jack Spikes,24,1,0,0
1960,12/11/1960,DET,DAL,W 23-14,Jim Martin,25,0,0,0
1960,12/11/1960,CLE,CHI,W 42-0,Sam Baker,47,0,0,0
1960,12/11/1960,CHI,CLE,L 0-42,John Aveni,46,0,0,0
1960,12/11/1960,BUF,HOU,L 23-31,Mack Yoho,48,1,0,0
1960,12/11/1960,BOS,DTX,L 0-34,Walt Cudzik,48,0,0,0
1960,12/11/1960,BAL,RAM,L 3-10,Steve Myhra,9,1,0,0
1960,12/11/1960,BAL,RAM,L 3-10,Steve Myhra,9,0,0,0
1960,12/10/1960,LAC,DEN,W 41-33,Ben Agajanian,40,1,0,0
1960,12/10/1960,LAC,DEN,W 41-33,Ben Agajanian,23,1,0,0
1960,12/10/1960,GB,SF,W 13-0,Paul Hornung,38,1,0,0
1960,12/10/1960,GB,SF,W 13-0,Paul Hornung,30,0,0,0
1960,12/10/1960,GB,SF,W 13-0,Paul Hornung,23,1,0,0
1960,12/10/1960,DEN,LAC,L 33-41,Gene Mingo,49,0,0,0
1960,12/10/1960,DEN,LAC,L 33-41,Gene Mingo,41,1,0,0
1960,12/10/1960,DEN,LAC,L 33-41,Gene Mingo,28,1,0,0
1960,12/10/1960,DEN,LAC,L 33-41,Gene Mingo,13,1,0,0
1960,12/10/1960,DEN,LAC,L 33-41,Gene Mingo,12,1,0,0
1960,12/4/1960,WAS,CLE,L 16-27,Bob Khayat,37,1,0,0
1960,12/4/1960,WAS,CLE,L 16-27,Bob Khayat,35,1,0,0
1960,12/4/1960,WAS,CLE,L 16-27,Bob Khayat,31,1,0,0
1960,12/4/1960,STL,PHI,L 6-20,Gerry Perry,47,0,0,0
1960,12/4/1960,SF,RAM,W 23-7,Tommy Davis,9,1,0,0
1960,12/4/1960,SF,RAM,W 23-7,Tommy Davis,7,1,0,0
1960,12/4/1960,SF,RAM,W 23-7,Tommy Davis,47,0,0,0
1960,12/4/1960,SF,RAM,W 23-7,Tommy Davis,42,0,0,0
1960,12/4/1960,SF,RAM,W 23-7,Tommy Davis,27,1,0,0
1960,12/4/1960,RAM,SF,L 7-23,Danny Villanueva,40,0,1,0
1960,12/4/1960,RAM,SF,L 7-23,Danny Villanueva,40,0,0,0
1960,12/4/1960,PHI,STL,W 20-6,Bobby Walston,39,1,0,0
1960,12/4/1960,PHI,STL,W 20-6,Bobby Walston,32,1,0,0
1960,12/4/1960,OAK,LAC,L 17-41,Larry Barnes,36,0,0,0
1960,12/4/1960,OAK,LAC,L 17-41,Larry Barnes,35,0,0,0
1960,12/4/1960,OAK,LAC,L 17-41,Larry Barnes,25,1,0,0
1960,12/4/1960,NYT,DEN,W 30-27,Bill Shockley,15,1,0,0
1960,12/4/1960,NYG,DAL,T 31-31,Pat Summerall,26,1,0,0
1960,12/4/1960,LAC,OAK,W 41-17,Ben Agajanian,46,0,0,0
1960,12/4/1960,HOU,DTX,L 0-24,George Blanda,18,0,0,0
1960,12/4/1960,GB,CHI,W 41-13,Paul Hornung,41,1,0,0
1960,12/4/1960,GB,CHI,W 41-13,Paul Hornung,21,1,0,0
1960,12/4/1960,DTX,HOU,W 24-0,Jack Spikes,37,0,0,0
1960,12/4/1960,DTX,HOU,W 24-0,Jack Spikes,24,0,1,0
1960,12/4/1960,DTX,HOU,W 24-0,Jack Spikes,22,1,0,0
1960,12/4/1960,DET,BAL,W 20-15,Jim Martin,47,1,0,0
1960,12/4/1960,DET,BAL,W 20-15,Jim Martin,47,0,0,0
1960,12/4/1960,DET,BAL,W 20-15,Jim Martin,20,1,0,0
1960,12/4/1960,DAL,NYG,T 31-31,Fred Cone,11,1,0,0
1960,12/4/1960,CLE,WAS,W 27-16,Sam Baker,16,1,0,0
1960,12/4/1960,CLE,WAS,W 27-16,Sam Baker,15,1,0,0
1960,12/4/1960,BUF,BOS,W 38-14,Mack Yoho,45,1,0,0
1960,12/4/1960,BUF,BOS,W 38-14,Billy Atkins,27,0,0,0
1960,12/4/1960,BOS,BUF,L 14-38,Gino Cappelletti,43,0,0,0
1960,12/4/1960,BOS,BUF,L 14-38,Gino Cappelletti,27,0,0,0
1960,12/4/1960,BAL,DET,L 15-20,Steve Myhra,35,0,0,0
1960,11/27/1960,WAS,PIT,L 10-22,Bob Khayat,9,1,0,0
1960,11/27/1960,STL,CLE,T 17-17,Gerry Perry,23,1,0,0
1960,11/27/1960,SF,BAL,W 30-22,Tommy Davis,21,1,0,0
1960,11/27/1960,SF,BAL,W 30-22,Tommy Davis,17,1,0,0
1960,11/27/1960,SF,BAL,W 30-22,Tommy Davis,15,1,0,0
1960,11/27/1960,PIT,WAS,W 22-10,Tom Tracy,37,1,0,0
1960,11/27/1960,PIT,WAS,W 22-10,Tom Tracy,36,1,0,0
1960,11/27/1960,PIT,WAS,W 22-10,Tom Tracy,31,1,0,0
1960,11/27/1960,PIT,WAS,W 22-10,Bobby Layne,21,1,0,0
1960,11/27/1960,PIT,WAS,W 22-10,Bobby Layne,11,1,0,0
1960,11/27/1960,PHI,NYG,W 31-23,Bobby Walston,15,1,0,0
1960,11/27/1960,OAK,LAC,L 28-52,Larry Barnes,37,0,0,0
1960,11/27/1960,NYG,PHI,L 23-31,Pat Summerall,35,1,0,0
1960,11/27/1960,NYG,PHI,L 23-31,Pat Summerall,31,1,0,0
1960,11/27/1960,NYG,PHI,L 23-31,Pat Summerall,15,1,0,0
1960,11/27/1960,LAC,OAK,W 52-28,Ben Agajanian,28,1,0,0
1960,11/27/1960,DEN,BUF,T 38-38,Gene Mingo,20,0,0,0
1960,11/27/1960,DEN,BUF,T 38-38,Gene Mingo,19,1,0,0
1960,11/27/1960,DAL,CHI,L 7-17,Fred Cone,40,0,1,0
1960,11/27/1960,DAL,CHI,L 7-17,Fred Cone,32,0,0,0
1960,11/27/1960,DAL,CHI,L 7-17,Fred Cone,17,0,1,0
1960,11/27/1960,CLE,STL,T 17-17,Sam Baker,44,0,0,0
1960,11/27/1960,CLE,STL,T 17-17,Sam Baker,42,1,0,0
1960,11/27/1960,CLE,STL,T 17-17,Sam Baker,23,0,0,0
1960,11/27/1960,CHI,DAL,W 17-7,John Aveni,22,0,0,0
1960,11/27/1960,CHI,DAL,W 17-7,John Aveni,20,1,0,0
1960,11/27/1960,BUF,DEN,T 38-38,Billy Atkins,30,1,0,0
1960,11/27/1960,BUF,DEN,T 38-38,Billy Atkins,16,1,0,0
1960,11/27/1960,BUF,DEN,T 38-38,Billy Atkins,13,1,0,0
1960,11/25/1960,HOU,BOS,W 24-10,George Blanda,35,0,0,0
1960,11/25/1960,HOU,BOS,W 24-10,George Blanda,32,0,0,0
1960,11/25/1960,HOU,BOS,W 24-10,George Blanda,20,0,0,0
1960,11/25/1960,HOU,BOS,W 24-10,George Blanda,16,1,0,0
1960,11/25/1960,BOS,HOU,L 10-24,Gino Cappelletti,40,0,0,0
1960,11/25/1960,BOS,HOU,L 10-24,Gino Cappelletti,20,1,0,0
1960,11/24/1960,NYT,DTX,W 41-35,Bill Shockley,47,0,0,0
1960,11/24/1960,GB,DET,L 10-23,Paul Hornung,12,1,0,0
1960,11/24/1960,DTX,NYT,L 35-41,Jack Spikes,30,0,0,0
1960,11/24/1960,DTX,NYT,L 35-41,Jack Spikes,14,1,0,0
1960,11/24/1960,DTX,NYT,L 35-41,Jack Spikes,11,1,0,0
1960,11/24/1960,DET,GB,W 23-10,Jim Martin,53,0,0,0
1960,11/20/1960,STL,WAS,W 26-14,Gerry Perry,27,1,0,0
1960,11/20/1960,STL,WAS,W 26-14,Gerry Perry,18,0,0,0
1960,11/20/1960,SF,DAL,W 26-14,Tommy Davis,45,0,0,0
1960,11/20/1960,SF,DAL,W 26-14,Tommy Davis,28,1,0,0
1960,11/20/1960,SF,DAL,W 26-14,Tommy Davis,22,1,0,0
1960,11/20/1960,SF,DAL,W 26-14,Tommy Davis,18,1,0,0
1960,11/20/1960,SF,DAL,W 26-14,Tommy Davis,16,1,0,0
1960,11/20/1960,RAM,GB,W 33-31,Danny Villanueva,9,1,0,0
1960,11/20/1960,RAM,GB,W 33-31,Danny Villanueva,31,1,0,0
1960,11/20/1960,RAM,GB,W 33-31,Danny Villanueva,23,1,0,0
1960,11/20/1960,RAM,GB,W 33-31,Danny Villanueva,17,1,0,0
1960,11/20/1960,PIT,CLE,W 14-10,Tom Tracy,29,0,0,0
1960,11/20/1960,PHI,NYG,W 17-10,Bobby Walston,17,0,1,0
1960,11/20/1960,PHI,NYG,W 17-10,Bobby Walston,12,1,0,0
1960,11/20/1960,NYG,PHI,L 10-17,Pat Summerall,46,0,0,0
1960,11/20/1960,NYG,PHI,L 10-17,Pat Summerall,45,0,0,0
1960,11/20/1960,NYG,PHI,L 10-17,Pat Summerall,36,0,0,0
1960,11/20/1960,NYG,PHI,L 10-17,Pat Summerall,26,1,0,0
1960,11/20/1960,LAC,BUF,L 3-32,Ben Agajanian,31,1,0,0
1960,11/20/1960,HOU,DEN,W 20-10,George Blanda,40,0,0,0
1960,11/20/1960,GB,RAM,L 31-33,Paul Hornung,37,0,1,0
1960,11/20/1960,GB,RAM,L 31-33,Paul Hornung,22,0,0,0
1960,11/20/1960,GB,RAM,L 31-33,Paul Hornung,12,1,0,0
1960,11/20/1960,DET,CHI,L 7-28,Jim Martin,13,0,0,0
1960,11/20/1960,DEN,HOU,L 10-20,Gene Mingo,37,1,0,0
1960,11/20/1960,CLE,PIT,L 10-14,Sam Baker,48,0,0,0
1960,11/20/1960,CLE,PIT,L 10-14,Sam Baker,19,1,0,0
1960,11/20/1960,BUF,LAC,W 32-3,Mack Yoho,47,0,1,0
1960,11/18/1960,DTX,BOS,L 14-42,Jack Spikes,42,0,0,0
1960,11/13/1960,WAS,PHI,L 13-19,Bob Khayat,50,0,0,0
1960,11/13/1960,WAS,PHI,L 13-19,Bob Khayat,38,0,0,0
1960,11/13/1960,WAS,PHI,L 13-19,Bob Khayat,18,1,0,0
1960,11/13/1960,WAS,PHI,L 13-19,Bob Khayat,17,1,0,0
1960,11/13/1960,STL,CLE,L 27-28,Gerry Perry,40,1,0,0
1960,11/13/1960,STL,CLE,L 27-28,Gerry Perry,28,1,0,0
1960,11/13/1960,RAM,DET,L 10-12,Danny Villanueva,24,1,0,0
1960,11/13/1960,PIT,NYG,L 24-27,Tom Tracy,33,0,0,0
1960,11/13/1960,PIT,NYG,L 24-27,Bobby Layne,10,1,0,0
1960,11/13/1960,PHI,WAS,W 19-13,Bobby Walston,22,1,0,0
1960,11/13/1960,PHI,WAS,W 19-13,Bobby Walston,10,1,0,0
1960,11/13/1960,OAK,BUF,W 20-7,Larry Barnes,40,1,0,0
1960,11/13/1960,OAK,BUF,W 20-7,Larry Barnes,29,1,0,0
1960,11/13/1960,NYG,PIT,W 27-24,Pat Summerall,43,1,0,0
1960,11/13/1960,NYG,PIT,W 27-24,Pat Summerall,37,1,0,0
1960,11/13/1960,LAC,HOU,W 24-21,Ben Agajanian,27,0,0,0
1960,11/13/1960,LAC,HOU,W 24-21,Ben Agajanian,22,1,0,0
1960,11/13/1960,HOU,LAC,L 21-24,George Blanda,52,0,0,0
1960,11/13/1960,GB,DAL,W 41-7,Paul Hornung,21,1,0,0
1960,11/13/1960,GB,DAL,W 41-7,Paul Hornung,18,0,0,0
1960,11/13/1960,DTX,DEN,W 34-7,Jack Spikes,31,1,0,0
1960,11/13/1960,DTX,DEN,W 34-7,Jack Spikes,24,1,0,0
1960,11/13/1960,DTX,DEN,W 34-7,Jack Spikes,19,0,0,0
1960,11/13/1960,DET,RAM,W 12-10,Jim Martin,32,1,0,0
1960,11/13/1960,DET,RAM,W 12-10,Jim Martin,13,1,0,0
1960,11/13/1960,CLE,STL,W 28-27,Sam Baker,47,0,0,0
1960,11/13/1960,CHI,BAL,L 20-24,John Aveni,46,1,0,0
1960,11/13/1960,CHI,BAL,L 20-24,John Aveni,37,1,0,0
1960,11/13/1960,CHI,BAL,L 20-24,John Aveni,37,0,0,0
1960,11/13/1960,BUF,OAK,L 7-20,Billy Atkins,31,0,0,0
1960,11/13/1960,BAL,CHI,W 24-20,Steve Myhra,35,1,0,0
1960,11/13/1960,BAL,CHI,W 24-20,Steve Myhra,35,0,0,0
1960,11/11/1960,NYT,BOS,L 21-38,Bill Shockley,44,0,0,0
1960,11/11/1960,BOS,NYT,W 38-21,Gino Cappelletti,45,0,1,0
1960,11/11/1960,BOS,NYT,W 38-21,Gino Cappelletti,43,0,0,0
1960,11/11/1960,BOS,NYT,W 38-21,Gino Cappelletti,39,0,0,0
1960,11/11/1960,BOS,NYT,W 38-21,Gino Cappelletti,30,1,0,0
1960,11/6/1960,STL,WAS,W 44-7,Gerry Perry,23,1,0,0
1960,11/6/1960,STL,WAS,W 44-7,Gerry Perry,23,0,0,0
1960,11/6/1960,STL,WAS,W 44-7,Gerry Perry,21,1,0,0
1960,11/6/1960,STL,WAS,W 44-7,Gerry Perry,18,1,0,0
1960,11/6/1960,RAM,DAL,W 38-13,Danny Villanueva,9,1,0,0
1960,11/6/1960,PIT,PHI,L 7-34,Tom Tracy,42,0,0,0
1960,11/6/1960,PHI,PIT,W 34-7,Bobby Walston,32,0,0,0
1960,11/6/1960,PHI,PIT,W 34-7,Bobby Walston,21,1,0,0
1960,11/6/1960,PHI,PIT,W 34-7,Bobby Walston,11,1,0,0
1960,11/6/1960,NYG,CLE,W 17-13,Pat Summerall,47,0,0,0
1960,11/6/1960,NYG,CLE,W 17-13,Pat Summerall,28,0,0,0
1960,11/6/1960,NYG,CLE,W 17-13,Pat Summerall,15,1,0,0
1960,11/6/1960,HOU,DEN,W 45-25,George Blanda,55,0,0,0
1960,11/6/1960,HOU,DEN,W 45-25,George Blanda,45,1,0,0
1960,11/6/1960,HOU,DEN,W 45-25,George Blanda,44,0,0,0
1960,11/6/1960,HOU,DEN,W 45-25,George Blanda,40,0,0,0
1960,11/6/1960,GB,BAL,L 24-38,Paul Hornung,32,0,1,0
1960,11/6/1960,GB,BAL,L 24-38,Paul Hornung,21,1,0,0
1960,11/6/1960,DTX,BUF,W 45-28,Jack Spikes,52,0,0,0
1960,11/6/1960,DTX,BUF,W 45-28,Jack Spikes,42,0,0,0
1960,11/6/1960,DTX,BUF,W 45-28,Jack Spikes,40,1,0,0
1960,11/6/1960,DTX,BUF,W 45-28,Jack Spikes,35,0,0,0
1960,11/6/1960,DTX,BUF,W 45-28,Jack Spikes,25,0,0,0
1960,11/6/1960,DET,SF,W 24-0,Jim Martin,50,0,0,0
1960,11/6/1960,DET,SF,W 24-0,Jim Martin,49,0,0,0
1960,11/6/1960,DET,SF,W 24-0,Jim Martin,21,1,0,0
1960,11/6/1960,DEN,HOU,L 25-45,Gene Mingo,54,0,0,0
1960,11/6/1960,DEN,HOU,L 25-45,Gene Mingo,51,1,0,0
1960,11/6/1960,DEN,HOU,L 25-45,Gene Mingo,34,1,0,0
1960,11/6/1960,DEN,HOU,L 25-45,Gene Mingo,13,0,0,0
1960,11/6/1960,DAL,RAM,L 13-38,Fred Cone,41,1,0,0
1960,11/6/1960,DAL,RAM,L 13-38,Fred Cone,32,1,0,0
1960,11/6/1960,CLE,NYG,L 13-17,Sam Baker,22,1,0,0
1960,11/6/1960,CLE,NYG,L 13-17,Sam Baker,21,1,0,0
1960,11/6/1960,BUF,DTX,L 28-45,Billy Atkins,44,0,1,0
1960,11/6/1960,BAL,GB,W 38-24,Steve Myhra,31,1,0,0
1960,11/4/1960,OAK,BOS,L 28-34,Larry Barnes,47,0,0,0
1960,11/4/1960,OAK,BOS,L 28-34,Larry Barnes,38,0,0,0
1960,11/4/1960,NYT,LAC,L 7-21,Bill Shockley,41,0,0,0
1960,11/4/1960,LAC,NYT,W 21-7,Ben Agajanian,43,0,0,0
1960,11/4/1960,LAC,NYT,W 21-7,Ben Agajanian,33,0,0,0
1960,11/4/1960,BOS,OAK,W 34-28,Gino Cappelletti,42,0,0,0
1960,11/4/1960,BOS,OAK,W 34-28,Gino Cappelletti,37,0,0,0
1960,11/4/1960,BOS,OAK,W 34-28,Gino Cappelletti,27,1,0,0
1960,10/30/1960,WAS,CLE,L 10-31,Bob Khayat,12,1,0,0
1960,10/30/1960,STL,NYG,W 20-13,Gerry Perry,44,1,0,0
1960,10/30/1960,STL,NYG,W 20-13,Gerry Perry,37,1,0,0
1960,10/30/1960,STL,NYG,W 20-13,Gerry Perry,10,0,1,0
1960,10/30/1960,SF,CHI,W 25-7,Tommy Davis,40,1,0,0
1960,10/30/1960,SF,CHI,W 25-7,Tommy Davis,21,1,0,0
1960,10/30/1960,SF,CHI,W 25-7,Tommy Davis,20,1,0,0
1960,10/30/1960,RAM,DET,W 48-35,Danny Villanueva,32,1,0,0
1960,10/30/1960,RAM,DET,W 48-35,Danny Villanueva,13,1,0,0
1960,10/30/1960,NYG,STL,L 13-20,Pat Summerall,21,0,0,0
1960,10/30/1960,HOU,BUF,L 24-25,George Blanda,50,1,0,0
1960,10/30/1960,GB,PIT,W 19-13,Paul Hornung,50,0,0,0
1960,10/30/1960,GB,PIT,W 19-13,Paul Hornung,45,1,0,0
1960,10/30/1960,GB,PIT,W 19-13,Paul Hornung,40,0,0,0
1960,10/30/1960,GB,PIT,W 19-13,Paul Hornung,35,1,0,0
1960,10/30/1960,GB,PIT,W 19-13,Paul Hornung,17,1,0,0
1960,10/30/1960,DTX,DEN,W 17-14,Jack Spikes,11,1,0,0
1960,10/30/1960,DEN,DTX,L 14-17,Gene Mingo,29,0,0,0
1960,10/30/1960,DEN,DTX,L 14-17,Gene Mingo,26,0,0,0
1960,10/30/1960,DAL,BAL,L 7-45,Fred Cone,51,0,0,0
1960,10/30/1960,CLE,WAS,W 31-10,Sam Baker,21,1,0,0
1960,10/30/1960,CHI,SF,L 7-25,John Aveni,22,0,0,0
1960,10/30/1960,BUF,HOU,W 25-24,Joe Hergert,36,1,0,0
1960,10/30/1960,BUF,HOU,W 25-24,Joe Hergert,33,0,0,0
1960,10/30/1960,BUF,HOU,W 25-24,Billy Atkins,45,1,0,0
1960,10/30/1960,BUF,HOU,W 25-24,Billy Atkins,37,0,1,0
1960,10/30/1960,BUF,HOU,W 25-24,Billy Atkins,37,0,0,0
1960,10/30/1960,BUF,HOU,W 25-24,Billy Atkins,22,1,0,0
1960,10/30/1960,BUF,HOU,W 25-24,Billy Atkins,15,1,0,0
1960,10/30/1960,BAL,DAL,W 45-7,Steve Myhra,39,0,1,0
1960,10/30/1960,BAL,DAL,W 45-7,Steve Myhra,26,1,0,0
1960,10/28/1960,OAK,NYT,W 28-27,Larry Barnes,50,0,0,0
1960,10/28/1960,NYT,OAK,L 27-28,Bill Shockley,33,0,0,0
1960,10/28/1960,NYT,OAK,L 27-28,Bill Shockley,24,1,0,0
1960,10/28/1960,NYT,OAK,L 27-28,Bill Shockley,18,1,0,0
1960,10/28/1960,LAC,BOS,W 45-16,Ben Agajanian,41,0,0,0
1960,10/28/1960,LAC,BOS,W 45-16,Ben Agajanian,35,0,0,0
1960,10/28/1960,LAC,BOS,W 45-16,Ben Agajanian,18,1,0,0
1960,10/28/1960,BOS,LAC,L 16-45,Gino Cappelletti,48,0,1,0
1960,10/28/1960,BOS,LAC,L 16-45,Gino Cappelletti,38,0,0,0
1960,10/23/1960,WAS,PIT,T 27-27,Bob Khayat,43,1,0,0
1960,10/23/1960,WAS,PIT,T 27-27,Bob Khayat,33,0,0,0
1960,10/23/1960,WAS,PIT,T 27-27,Bob Khayat,15,1,0,0
1960,10/23/1960,STL,DAL,W 12-10,Gerry Perry,18,1,0,0
1960,10/23/1960,STL,DAL,W 12-10,Gerry Perry,18,0,0,0
1960,10/23/1960,SF,GB,L 14-41,Tommy Davis,33,0,0,0
1960,10/23/1960,RAM,CHI,T 24-24,Danny Villanueva,17,0,1,0
1960,10/23/1960,RAM,CHI,T 24-24,Danny Villanueva,12,1,0,0
1960,10/23/1960,PIT,WAS,T 27-27,Bobby Layne,17,1,0,0
1960,10/23/1960,PIT,WAS,T 27-27,Bobby Layne,15,1,0,0
1960,10/23/1960,PIT,WAS,T 27-27,Bert Rechichar,44,0,0,0
1960,10/23/1960,PHI,CLE,W 31-29,Bobby Walston,45,0,0,0
1960,10/23/1960,PHI,CLE,W 31-29,Bobby Walston,38,1,0,0
1960,10/23/1960,OAK,BUF,L 9-38,Larry Barnes,35,0,0,0
1960,10/23/1960,HOU,NYT,W 42-28,George Blanda,43,0,0,0
1960,10/23/1960,GB,SF,W 41-14,Paul Hornung,47,1,0,0
1960,10/23/1960,GB,SF,W 41-14,Paul Hornung,37,0,0,0
1960,10/23/1960,GB,SF,W 41-14,Paul Hornung,32,1,0,0
1960,10/23/1960,DET,BAL,W 30-17,Jim Martin,52,1,0,0
1960,10/23/1960,DET,BAL,W 30-17,Jim Martin,51,1,0,0
1960,10/23/1960,DET,BAL,W 30-17,Jim Martin,40,1,0,0
1960,10/23/1960,DET,BAL,W 30-17,Jim Martin,40,0,0,0
1960,10/23/1960,DEN,BOS,W 31-24,Gene Mingo,9,1,0,0
1960,10/23/1960,DEN,BOS,W 31-24,Gene Mingo,47,0,0,0
1960,10/23/1960,DAL,STL,L 10-12,Fred Cone,44,0,0,0
1960,10/23/1960,DAL,STL,L 10-12,Fred Cone,25,1,0,0
1960,10/23/1960,CLE,PHI,L 29-31,Sam Baker,47,0,0,0
1960,10/23/1960,CLE,PHI,L 29-31,Sam Baker,44,1,0,0
1960,10/23/1960,CLE,PHI,L 29-31,Sam Baker,23,1,0,0
1960,10/23/1960,CLE,PHI,L 29-31,Sam Baker,12,1,0,0
1960,10/23/1960,CHI,RAM,T 24-24,John Aveni,47,0,0,0
1960,10/23/1960,CHI,RAM,T 24-24,John Aveni,32,1,0,0
1960,10/23/1960,BUF,OAK,W 38-9,Joe Hergert,44,0,0,0
1960,10/23/1960,BUF,OAK,W 38-9,Joe Hergert,26,1,0,0
1960,10/23/1960,BOS,DEN,L 24-31,Gino Cappelletti,52,0,0,0
1960,10/23/1960,BOS,DEN,L 24-31,Gino Cappelletti,42,0,0,0
1960,10/23/1960,BOS,DEN,L 24-31,Gino Cappelletti,12,1,0,0
1960,10/23/1960,BAL,DET,L 17-30,Steve Myhra,51,0,0,0
1960,10/23/1960,BAL,DET,L 17-30,Steve Myhra,48,1,0,0
1960,10/16/1960,WAS,NYG,T 24-24,Bob Khayat,51,0,0,0
1960,10/16/1960,WAS,NYG,T 24-24,Bob Khayat,50,1,0,0
1960,10/16/1960,STL,PIT,L 14-27,Gerry Perry,46,0,0,0
1960,10/16/1960,STL,PIT,L 14-27,Gerry Perry,44,0,0,0
1960,10/16/1960,SF,CHI,L 10-27,Tommy Davis,8,1,0,0
1960,10/16/1960,RAM,BAL,L 17-31,Lou Michaels,51,1,0,0
1960,10/16/1960,RAM,BAL,L 17-31,Danny Villanueva,38,0,0,0
1960,10/16/1960,RAM,BAL,L 17-31,Danny Villanueva,35,0,0,0
1960,10/16/1960,PIT,STL,W 27-14,Bert Rechichar,42,1,0,0
1960,10/16/1960,PIT,STL,W 27-14,Bert Rechichar,31,1,0,0
1960,10/16/1960,PIT,STL,W 27-14,Bert Rechichar,21,0,0,0
1960,10/16/1960,OAK,BOS,W 27-14,Larry Barnes,40,0,0,0
1960,10/16/1960,NYT,BUF,W 17-13,Bill Shockley,43,1,0,0
1960,10/16/1960,NYG,WAS,T 24-24,Pat Summerall,48,1,0,0
1960,10/16/1960,NYG,WAS,T 24-24,Pat Summerall,44,0,0,0
1960,10/16/1960,NYG,WAS,T 24-24,Pat Summerall,42,0,0,0
1960,10/16/1960,LAC,DEN,W 23-19,Ben Agajanian,47,1,0,0
1960,10/16/1960,LAC,DEN,W 23-19,Ben Agajanian,26,1,0,0
