Season,Date,Team,Opp,Result,Name,Distance,Good,Block,Playoffs
2001,11/25/2001,ARI,SD,W 20-17,Bill Gramatica,42,1,0,0
2001,11/25/2001,ARI,SD,W 20-17,Bill Gramatica,18,1,0,0
2001,11/22/2001,GB,DET,W 29-27,Ryan Longwell,46,1,0,0
2001,11/22/2001,GB,DET,W 29-27,Ryan Longwell,39,1,0,0
2001,11/22/2001,DET,GB,L 27-29,Jason Hanson,54,1,0,0
2001,11/22/2001,DET,GB,L 27-29,Jason Hanson,33,1,0,0
2001,11/22/2001,DEN,DAL,W 26-24,Jason Elam,50,1,0,0
2001,11/22/2001,DEN,DAL,W 26-24,Jason Elam,46,1,0,0
2001,11/22/2001,DEN,DAL,W 26-24,Jason Elam,28,1,0,0
2001,11/22/2001,DEN,DAL,W 26-24,Jason Elam,24,1,0,0
2001,11/22/2001,DAL,DEN,L 24-26,Jon Hilbert,43,1,0,0
2001,11/19/2001,NYG,MIN,L 16-28,Morten Andersen,52,0,0,0
2001,11/19/2001,NYG,MIN,L 16-28,Morten Andersen,51,1,0,0
2001,11/19/2001,NYG,MIN,L 16-28,Morten Andersen,43,1,0,0
2001,11/19/2001,NYG,MIN,L 16-28,Morten Andersen,36,1,0,0
2001,11/18/2001,WAS,DEN,W 17-10,Brett Conway,48,1,0,0
2001,11/18/2001,TEN,CIN,W 20-7,Joe Nedney,41,1,0,0
2001,11/18/2001,TEN,CIN,W 20-7,Joe Nedney,37,1,0,0
2001,11/18/2001,TB,CHI,L 24-27,Martin Gramatica,48,0,0,0
2001,11/18/2001,TB,CHI,L 24-27,Martin Gramatica,38,1,0,0
2001,11/18/2001,TB,CHI,L 24-27,Martin Gramatica,26,1,0,0
2001,11/18/2001,TB,CHI,L 24-27,Martin Gramatica,25,1,0,0
2001,11/18/2001,STL,NE,W 24-17,Jeff Wilkins,42,0,0,0
2001,11/18/2001,STL,NE,W 24-17,Jeff Wilkins,35,1,0,0
2001,11/18/2001,SF,CAR,W 25-22,Jose Cortez,26,1,0,0
2001,11/18/2001,SEA,BUF,W 23-20,Rian Lindell,51,1,0,0
2001,11/18/2001,SEA,BUF,W 23-20,Rian Lindell,40,1,0,0
2001,11/18/2001,SEA,BUF,W 23-20,Rian Lindell,38,1,0,0
2001,11/18/2001,SD,OAK,L 24-34,Wade Richey,26,1,0,0
2001,11/18/2001,PIT,JAX,W 20-7,Kris Brown,48,1,0,0
2001,11/18/2001,PIT,JAX,W 20-7,Kris Brown,28,1,0,0
2001,11/18/2001,PHI,DAL,W 36-3,David Akers,46,1,0,0
2001,11/18/2001,PHI,DAL,W 36-3,David Akers,30,1,0,0
2001,11/18/2001,PHI,DAL,W 36-3,David Akers,28,1,0,0
2001,11/18/2001,PHI,DAL,W 36-3,David Akers,26,1,0,0
2001,11/18/2001,PHI,DAL,W 36-3,David Akers,24,1,0,0
2001,11/18/2001,OAK,SD,W 34-24,Sebastian Janikowski,25,1,0,0
2001,11/18/2001,OAK,SD,W 34-24,Sebastian Janikowski,24,1,0,0
2001,11/18/2001,NYJ,MIA,W 24-0,John Hall,43,1,0,0
2001,11/18/2001,NE,STL,L 17-24,Adam Vinatieri,33,1,0,0
2001,11/18/2001,NO,IND,W 34-20,John Carney,48,1,0,0
2001,11/18/2001,NO,IND,W 34-20,John Carney,46,1,0,0
2001,11/18/2001,MIA,NYJ,L 0-24,Olindo Mare,42,0,0,0
2001,11/18/2001,JAX,PIT,L 7-20,Mike Hollis,47,0,0,0
2001,11/18/2001,IND,NO,L 20-34,Mike Vanderjagt,52,1,0,0
2001,11/18/2001,IND,NO,L 20-34,Mike Vanderjagt,41,1,0,0
2001,11/18/2001,GB,ATL,L 20-23,Ryan Longwell,45,1,0,0
2001,11/18/2001,GB,ATL,L 20-23,Ryan Longwell,39,1,0,0
2001,11/18/2001,DET,ARI,L 38-45,Jason Hanson,49,1,0,0
2001,11/18/2001,DEN,WAS,L 10-17,Jason Elam,33,1,0,0
2001,11/18/2001,DAL,PHI,L 3-36,Jon Hilbert,47,0,1,0
2001,11/18/2001,DAL,PHI,L 3-36,Jon Hilbert,41,0,0,0
2001,11/18/2001,DAL,PHI,L 3-36,Jon Hilbert,30,1,0,0
2001,11/18/2001,CLE,BAL,W 27-17,Phil Dawson,42,1,0,0
2001,11/18/2001,CLE,BAL,W 27-17,Phil Dawson,29,1,0,0
2001,11/18/2001,CHI,TB,W 27-24,Paul Edinger,40,1,0,0
2001,11/18/2001,CHI,TB,W 27-24,Paul Edinger,26,1,0,0
2001,11/18/2001,CAR,SF,L 22-25,John Kasay,41,1,0,0
2001,11/18/2001,CAR,SF,L 22-25,John Kasay,28,1,0,0
2001,11/18/2001,CAR,SF,L 22-25,John Kasay,25,1,0,0
2001,11/18/2001,BUF,SEA,L 20-23,Jake Arians,45,0,0,0
2001,11/18/2001,BUF,SEA,L 20-23,Jake Arians,26,1,0,0
2001,11/18/2001,BUF,SEA,L 20-23,Jake Arians,25,1,0,0
2001,11/18/2001,BAL,CLE,L 17-27,Matt Stover,42,1,0,0
2001,11/18/2001,ATL,GB,W 23-20,Jay Feely,39,1,0,0
2001,11/18/2001,ATL,GB,W 23-20,Jay Feely,32,1,0,0
2001,11/18/2001,ATL,GB,W 23-20,Jay Feely,26,1,0,0
2001,11/18/2001,ARI,DET,W 45-38,Bill Gramatica,50,1,0,0
2001,11/12/2001,TEN,BAL,L 10-16,Joe Nedney,48,0,0,0
2001,11/12/2001,TEN,BAL,L 10-16,Joe Nedney,27,1,0,0
2001,11/12/2001,BAL,TEN,W 16-10,Matt Stover,33,1,0,0
2001,11/12/2001,BAL,TEN,W 16-10,Matt Stover,31,1,0,0
2001,11/12/2001,BAL,TEN,W 16-10,Matt Stover,30,1,0,0
2001,11/11/2001,TB,DET,W 20-17,Martin Gramatica,37,1,0,0
2001,11/11/2001,TB,DET,W 20-17,Martin Gramatica,35,1,0,0
2001,11/11/2001,STL,CAR,W 48-14,Jeff Wilkins,35,1,0,0
2001,11/11/2001,STL,CAR,W 48-14,Jeff Wilkins,25,1,0,0
2001,11/11/2001,SEA,OAK,W 34-27,Rian Lindell,33,1,0,0
2001,11/11/2001,SEA,OAK,W 34-27,Rian Lindell,20,1,0,0
2001,11/11/2001,SD,DEN,L 16-26,Wade Richey,29,1,0,0
2001,11/11/2001,PIT,CLE,W 15-12,Kris Brown,45,0,0,0
2001,11/11/2001,PIT,CLE,W 15-12,Kris Brown,37,1,0,0
2001,11/11/2001,PIT,CLE,W 15-12,Kris Brown,32,1,0,0
2001,11/11/2001,PIT,CLE,W 15-12,Kris Brown,31,1,0,0
2001,11/11/2001,PIT,CLE,W 15-12,Kris Brown,27,1,0,0
2001,11/11/2001,PHI,MIN,W 48-17,David Akers,36,1,0,0
2001,11/11/2001,PHI,MIN,W 48-17,David Akers,21,1,0,0
2001,11/11/2001,OAK,SEA,L 27-34,Sebastian Janikowski,52,1,0,0
2001,11/11/2001,OAK,SEA,L 27-34,Sebastian Janikowski,37,1,0,0
2001,11/11/2001,NYJ,KC,W 27-7,John Hall,51,1,0,0
2001,11/11/2001,NYJ,KC,W 27-7,John Hall,31,1,0,0
2001,11/11/2001,NYG,ARI,W 17-10,Morten Andersen,38,0,0,0
2001,11/11/2001,NYG,ARI,W 17-10,Morten Andersen,25,1,0,0
2001,11/11/2001,NE,BUF,W 21-11,Adam Vinatieri,45,0,0,0
2001,11/11/2001,NE,BUF,W 21-11,Adam Vinatieri,43,0,0,0
2001,11/11/2001,NO,SF,L 27-28,John Carney,43,1,0,0
2001,11/11/2001,NO,SF,L 27-28,John Carney,42,1,0,0
2001,11/11/2001,NO,SF,L 27-28,John Carney,36,1,0,0
2001,11/11/2001,NO,SF,L 27-28,John Carney,35,1,0,0
2001,11/11/2001,MIN,PHI,L 17-48,Gary Anderson,43,1,0,0
2001,11/11/2001,MIA,IND,W 27-24,Olindo Mare,31,1,0,0
2001,11/11/2001,IND,MIA,L 24-27,Mike Vanderjagt,25,1,0,0
2001,11/11/2001,GB,CHI,W 20-12,Ryan Longwell,40,1,0,0
2001,11/11/2001,GB,CHI,W 20-12,Ryan Longwell,31,1,0,0
2001,11/11/2001,DET,TB,L 17-20,Jason Hanson,38,1,0,0
2001,11/11/2001,DEN,SD,W 26-16,Jason Elam,33,1,0,0
2001,11/11/2001,DEN,SD,W 26-16,Jason Elam,29,1,0,0
2001,11/11/2001,DEN,SD,W 26-16,Jason Elam,26,1,0,0
2001,11/11/2001,DEN,SD,W 26-16,Jason Elam,25,1,0,0
2001,11/11/2001,DAL,ATL,L 13-20,Tim Seder,39,1,0,0
2001,11/11/2001,DAL,ATL,L 13-20,Tim Seder,28,1,0,0
2001,11/11/2001,CLE,PIT,L 12-15,Phil Dawson,40,1,0,0
2001,11/11/2001,CIN,JAX,L 13-30,Neil Rackers,52,1,0,0
2001,11/11/2001,CIN,JAX,L 13-30,Neil Rackers,26,1,0,0
2001,11/11/2001,CHI,GB,L 12-20,Paul Edinger,47,1,0,0
2001,11/11/2001,CHI,GB,L 12-20,Paul Edinger,41,1,0,0
2001,11/11/2001,CHI,GB,L 12-20,Paul Edinger,38,1,0,0
2001,11/11/2001,CHI,GB,L 12-20,Paul Edinger,37,1,0,0
2001,11/11/2001,CAR,STL,L 14-48,John Kasay,53,0,0,0
2001,11/11/2001,BUF,NE,L 11-21,Jake Arians,49,0,0,0
2001,11/11/2001,BUF,NE,L 11-21,Jake Arians,24,1,0,0
2001,11/11/2001,ATL,DAL,W 20-13,Jay Feely,36,0,0,0
2001,11/11/2001,ATL,DAL,W 20-13,Jay Feely,31,1,0,0
2001,11/11/2001,ATL,DAL,W 20-13,Jay Feely,19,1,0,0
2001,11/11/2001,ARI,NYG,L 10-17,Bill Gramatica,32,1,0,0
2001,11/5/2001,OAK,DEN,W 38-28,Sebastian Janikowski,31,1,0,0
2001,11/5/2001,DEN,OAK,L 28-38,Jason Elam,48,0,1,0
2001,11/5/2001,DEN,OAK,L 28-38,Jason Elam,39,1,0,0
2001,11/5/2001,DEN,OAK,L 28-38,Jason Elam,21,1,0,0
2001,11/4/2001,WAS,SEA,W 27-14,Brett Conway,43,1,0,0
2001,11/4/2001,WAS,SEA,W 27-14,Brett Conway,23,1,0,0
2001,11/4/2001,TEN,JAX,W 28-24,Joe Nedney,51,0,0,0
2001,11/4/2001,TEN,JAX,W 28-24,Joe Nedney,46,0,0,0
2001,11/4/2001,TB,GB,L 20-21,Martin Gramatica,49,1,0,0
2001,11/4/2001,TB,GB,L 20-21,Martin Gramatica,33,1,0,0
2001,11/4/2001,SF,DET,W 21-13,Jose Cortez,49,0,0,0
2001,11/4/2001,SF,DET,W 21-13,Jose Cortez,19,0,0,0
2001,11/4/2001,SD,KC,L 20-25,Wade Richey,48,1,0,0
2001,11/4/2001,SD,KC,L 20-25,Wade Richey,43,0,0,0
2001,11/4/2001,SD,KC,L 20-25,Wade Richey,35,1,0,0
2001,11/4/2001,PIT,BAL,L 10-13,Kris Brown,48,0,0,0
2001,11/4/2001,PIT,BAL,L 10-13,Kris Brown,41,0,0,0
2001,11/4/2001,PIT,BAL,L 10-13,Kris Brown,38,1,0,0
2001,11/4/2001,PIT,BAL,L 10-13,Kris Brown,35,0,0,0
2001,11/4/2001,PIT,BAL,L 10-13,Kris Brown,33,0,0,0
2001,11/4/2001,NYJ,NO,W 16-9,John Hall,47,1,0,0
2001,11/4/2001,NYJ,NO,W 16-9,John Hall,39,1,0,0
2001,11/4/2001,NYJ,NO,W 16-9,John Hall,35,0,0,0
2001,11/4/2001,NYJ,NO,W 16-9,John Hall,23,1,0,0
2001,11/4/2001,NYG,DAL,W 27-24,Morten Andersen,59,0,0,0
2001,11/4/2001,NYG,DAL,W 27-24,Morten Andersen,42,1,0,0
2001,11/4/2001,NYG,DAL,W 27-24,Morten Andersen,40,1,0,0
2001,11/4/2001,NE,ATL,W 24-10,Adam Vinatieri,48,1,0,0
2001,11/4/2001,MIA,CAR,W 23-6,Olindo Mare,45,1,0,0
2001,11/4/2001,MIA,CAR,W 23-6,Olindo Mare,36,1,0,0
2001,11/4/2001,MIA,CAR,W 23-6,Olindo Mare,29,1,0,0
2001,11/4/2001,KC,SD,W 25-20,Todd Peterson,37,1,0,0
2001,11/4/2001,KC,SD,W 25-20,Todd Peterson,28,1,0,0
2001,11/4/2001,JAX,TEN,L 24-28,Mike Hollis,38,1,0,0
2001,11/4/2001,IND,BUF,W 30-14,Mike Vanderjagt,47,1,0,0
2001,11/4/2001,IND,BUF,W 30-14,Mike Vanderjagt,41,1,0,0
2001,11/4/2001,IND,BUF,W 30-14,Mike Vanderjagt,34,1,0,0
2001,11/4/2001,GB,TB,W 21-20,Ryan Longwell,41,0,0,0
2001,11/4/2001,DET,SF,L 13-21,Jason Hanson,45,1,0,0
2001,11/4/2001,DET,SF,L 13-21,Jason Hanson,43,0,0,0
2001,11/4/2001,DET,SF,L 13-21,Jason Hanson,39,1,0,0
2001,11/4/2001,DAL,NYG,L 24-27,Tim Seder,47,0,0,0
2001,11/4/2001,DAL,NYG,L 24-27,Tim Seder,34,0,0,0
2001,11/4/2001,DAL,NYG,L 24-27,Tim Seder,22,1,0,0
2001,11/4/2001,CAR,MIA,L 6-23,John Kasay,51,0,0,0
2001,11/4/2001,CAR,MIA,L 6-23,John Kasay,27,1,0,0
2001,11/4/2001,CAR,MIA,L 6-23,John Kasay,20,1,0,0
2001,11/4/2001,BUF,IND,L 14-30,Jake Arians,48,0,0,0
2001,11/4/2001,BAL,PIT,W 13-10,Matt Stover,39,1,0,0
2001,11/4/2001,BAL,PIT,W 13-10,Matt Stover,25,1,0,0
2001,11/4/2001,ATL,NE,L 10-24,Jay Feely,58,0,0,0
2001,11/4/2001,ATL,NE,L 10-24,Jay Feely,49,0,0,0
2001,11/4/2001,ATL,NE,L 10-24,Jay Feely,20,1,0,0
2001,10/29/2001,TEN,PIT,L 7-34,Joe Nedney,48,0,0,0
2001,10/29/2001,PIT,TEN,W 34-7,Kris Brown,48,0,0,0
2001,10/29/2001,PIT,TEN,W 34-7,Kris Brown,42,1,0,0
2001,10/29/2001,PIT,TEN,W 34-7,Kris Brown,27,1,0,0
2001,10/28/2001,WAS,NYG,W 35-21,Brett Conway,43,1,0,0
2001,10/28/2001,WAS,NYG,W 35-21,Brett Conway,20,1,0,0
2001,10/28/2001,TB,MIN,W 41-14,Martin Gramatica,48,1,0,0
2001,10/28/2001,TB,MIN,W 41-14,Martin Gramatica,44,1,0,0
2001,10/28/2001,STL,NO,L 31-34,Jeff Wilkins,54,1,0,0
2001,10/28/2001,STL,NO,L 31-34,Jeff Wilkins,40,0,0,0
2001,10/28/2001,SF,CHI,L 31-37,Jose Cortez,44,0,1,0
2001,10/28/2001,SF,CHI,L 31-37,Jose Cortez,40,1,0,0
2001,10/28/2001,SEA,MIA,L 20-24,Rian Lindell,42,1,0,0
2001,10/28/2001,SEA,MIA,L 20-24,Rian Lindell,36,1,0,0
2001,10/28/2001,SEA,MIA,L 20-24,Rian Lindell,35,0,0,0
2001,10/28/2001,SEA,MIA,L 20-24,Rian Lindell,28,0,0,0
2001,10/28/2001,SD,BUF,W 27-24,Wade Richey,41,0,0,0
2001,10/28/2001,SD,BUF,W 27-24,Wade Richey,37,1,0,0
2001,10/28/2001,SD,BUF,W 27-24,Wade Richey,36,0,0,0
2001,10/28/2001,SD,BUF,W 27-24,Wade Richey,25,1,0,0
2001,10/28/2001,PHI,OAK,L 10-20,David Akers,34,1,0,0
2001,10/28/2001,OAK,PHI,W 20-10,Sebastian Janikowski,42,1,0,0
2001,10/28/2001,OAK,PHI,W 20-10,Sebastian Janikowski,32,1,0,0
2001,10/28/2001,NYJ,CAR,W 13-12,John Hall,43,1,0,0
2001,10/28/2001,NYJ,CAR,W 13-12,John Hall,34,1,0,0
2001,10/28/2001,NE,DEN,L 20-31,Adam Vinatieri,44,1,0,0
2001,10/28/2001,NE,DEN,L 20-31,Adam Vinatieri,24,1,0,0
2001,10/28/2001,NO,STL,W 34-31,John Carney,44,1,0,0
2001,10/28/2001,NO,STL,W 34-31,John Carney,33,1,0,0
2001,10/28/2001,NO,STL,W 34-31,John Carney,27,1,0,0
2001,10/28/2001,NO,STL,W 34-31,John Carney,23,1,0,0
2001,10/28/2001,MIA,SEA,W 24-20,Olindo Mare,46,1,0,0
2001,10/28/2001,JAX,BAL,L 17-18,Mike Hollis,40,1,0,0
2001,10/28/2001,DET,CIN,L 27-31,Jason Hanson,51,1,0,0
2001,10/28/2001,DET,CIN,L 27-31,Jason Hanson,24,1,0,0
2001,10/28/2001,DEN,NE,W 31-20,Jason Elam,50,1,0,0
2001,10/28/2001,DAL,ARI,W 17-3,Tim Seder,31,1,0,0
2001,10/28/2001,CIN,DET,W 31-27,Neil Rackers,47,0,0,0
2001,10/28/2001,CIN,DET,W 31-27,Neil Rackers,39,1,0,0
2001,10/28/2001,CAR,NYJ,L 12-13,John Kasay,45,1,0,0
2001,10/28/2001,BUF,SD,L 24-27,Jake Arians,45,0,0,0
2001,10/28/2001,BUF,SD,L 24-27,Jake Arians,44,0,1,0
2001,10/28/2001,BUF,SD,L 24-27,Jake Arians,41,1,0,0
2001,10/28/2001,BAL,JAX,W 18-17,Matt Stover,49,1,0,0
2001,10/28/2001,BAL,JAX,W 18-17,Matt Stover,28,1,0,0
2001,10/28/2001,ARI,DAL,L 3-17,Bill Gramatica,27,1,0,0
2001,10/25/2001,KC,IND,L 28-35,Todd Peterson,48,1,0,0
2001,10/25/2001,KC,IND,L 28-35,Todd Peterson,22,1,0,0
2001,10/25/2001,IND,KC,W 35-28,Mike Vanderjagt,50,1,0,0
2001,10/25/2001,IND,KC,W 35-28,Mike Vanderjagt,49,0,0,0
2001,10/25/2001,IND,KC,W 35-28,Mike Vanderjagt,42,1,0,0
2001,10/22/2001,PHI,NYG,W 10-9,David Akers,44,0,0,0
2001,10/22/2001,PHI,NYG,W 10-9,David Akers,25,1,0,0
2001,10/22/2001,NYG,PHI,L 9-10,Morten Andersen,49,0,0,0
2001,10/22/2001,NYG,PHI,L 9-10,Morten Andersen,24,1,0,0
2001,10/22/2001,NYG,PHI,L 9-10,Morten Andersen,21,1,0,0
2001,10/21/2001,WAS,CAR,W 17-14,Brett Conway,32,0,0,0
2001,10/21/2001,WAS,CAR,W 17-14,Brett Conway,23,1,0,0
2001,10/21/2001,TEN,DET,W 27-24,Joe Nedney,46,1,0,0
2001,10/21/2001,TEN,DET,W 27-24,Joe Nedney,38,1,0,0
2001,10/21/2001,TEN,DET,W 27-24,Joe Nedney,30,1,0,0
2001,10/21/2001,TB,PIT,L 10-17,Martin Gramatica,31,1,0,0
2001,10/21/2001,STL,NYJ,W 34-14,Jeff Wilkins,47,1,0,0
2001,10/21/2001,STL,NYJ,W 34-14,Jeff Wilkins,24,1,0,0
2001,10/21/2001,SD,DEN,W 27-10,Wade Richey,51,1,0,0
2001,10/21/2001,SD,DEN,W 27-10,Wade Richey,21,1,0,0
2001,10/21/2001,PIT,TB,W 17-10,Kris Brown,35,1,0,0
2001,10/21/2001,NE,IND,W 38-17,Adam Vinatieri,43,1,0,0
2001,10/21/2001,NO,ATL,L 13-20,John Carney,48,0,1,0
2001,10/21/2001,NO,ATL,L 13-20,John Carney,31,1,0,0
2001,10/21/2001,NO,ATL,L 13-20,John Carney,23,1,0,0
2001,10/21/2001,MIN,GB,W 35-13,Gary Anderson,42,1,0,0
2001,10/21/2001,MIN,GB,W 35-13,Gary Anderson,36,1,0,0
2001,10/21/2001,KC,ARI,L 16-24,Todd Peterson,49,1,0,0
2001,10/21/2001,KC,ARI,L 16-24,Todd Peterson,33,1,0,0
2001,10/21/2001,KC,ARI,L 16-24,Todd Peterson,29,1,0,0
2001,10/21/2001,IND,NE,L 17-38,Mike Vanderjagt,46,0,1,0
2001,10/21/2001,IND,NE,L 17-38,Mike Vanderjagt,42,1,0,0
2001,10/21/2001,IND,NE,L 17-38,Mike Vanderjagt,25,0,1,0
2001,10/21/2001,IND,NE,L 17-38,Mike Vanderjagt,24,1,0,0
2001,10/21/2001,GB,MIN,L 13-35,Ryan Longwell,51,0,0,0
2001,10/21/2001,GB,MIN,L 13-35,Ryan Longwell,42,0,0,0
2001,10/21/2001,DET,TEN,L 24-27,Jason Hanson,40,0,1,0
2001,10/21/2001,DET,TEN,L 24-27,Jason Hanson,23,1,0,0
2001,10/21/2001,DEN,SD,L 10-27,Jason Elam,45,1,0,0
2001,10/21/2001,DEN,SD,L 10-27,Jason Elam,42,0,0,0
2001,10/21/2001,CLE,BAL,W 24-14,Phil Dawson,33,1,0,0
2001,10/21/2001,CIN,CHI,L 0-24,Neil Rackers,39,0,0,0
2001,10/21/2001,CHI,CIN,W 24-0,Paul Edinger,48,1,0,0
2001,10/21/2001,CHI,CIN,W 24-0,Paul Edinger,43,0,0,0
2001,10/21/2001,BAL,CLE,L 14-24,Matt Stover,38,1,0,0
2001,10/21/2001,BAL,CLE,L 14-24,Matt Stover,21,1,0,0
2001,10/21/2001,ATL,NO,W 20-13,Jay Feely,38,1,0,0
2001,10/21/2001,ATL,NO,W 20-13,Jay Feely,31,1,0,0
2001,10/21/2001,ARI,KC,W 24-16,Bill Gramatica,29,1,0,0
2001,10/18/2001,JAX,BUF,L 10-13,Mike Hollis,41,1,0,0
2001,10/18/2001,BUF,JAX,W 13-10,Jake Arians,46,1,0,0
2001,10/18/2001,BUF,JAX,W 13-10,Jake Arians,41,0,0,0
2001,10/18/2001,BUF,JAX,W 13-10,Jake Arians,39,0,0,0
2001,10/18/2001,BUF,JAX,W 13-10,Jake Arians,30,1,0,0
2001,10/15/2001,WAS,DAL,L 7-9,Brett Conway,44,0,0,0
2001,10/15/2001,DAL,WAS,W 9-7,Tim Seder,52,0,0,0
2001,10/15/2001,DAL,WAS,W 9-7,Tim Seder,41,0,0,0
2001,10/15/2001,DAL,WAS,W 9-7,Tim Seder,39,1,0,0
2001,10/15/2001,DAL,WAS,W 9-7,Tim Seder,28,1,0,0
2001,10/15/2001,DAL,WAS,W 9-7,Tim Seder,26,1,0,0
2001,10/14/2001,TEN,TB,W 31-28,Joe Nedney,49,1,0,0
2001,10/14/2001,TEN,TB,W 31-28,Joe Nedney,47,0,0,0
2001,10/14/2001,TEN,TB,W 31-28,Joe Nedney,45,1,0,0
2001,10/14/2001,TEN,TB,W 31-28,Joe Nedney,44,1,0,0
2001,10/14/2001,STL,NYG,W 15-14,Jeff Wilkins,33,1,0,0
2001,10/14/2001,STL,NYG,W 15-14,Jeff Wilkins,28,1,0,0
2001,10/14/2001,STL,NYG,W 15-14,Jeff Wilkins,25,1,0,0
2001,10/14/2001,SF,ATL,W 37-31,Jose Cortez,27,1,0,0
2001,10/14/2001,SEA,DEN,W 34-21,Rian Lindell,44,1,0,0
2001,10/14/2001,SEA,DEN,W 34-21,Rian Lindell,23,1,0,0
2001,10/14/2001,SD,NE,L 26-29,Wade Richey,59,0,0,0
2001,10/14/2001,SD,NE,L 26-29,Wade Richey,36,0,0,0
2001,10/14/2001,SD,NE,L 26-29,Wade Richey,27,1,0,0
2001,10/14/2001,SD,NE,L 26-29,Wade Richey,21,1,0,0
2001,10/14/2001,PIT,KC,W 20-17,Kris Brown,55,1,0,0
2001,10/14/2001,PIT,KC,W 20-17,Kris Brown,42,1,0,0
2001,10/14/2001,OAK,IND,W 23-18,Sebastian Janikowski,59,0,0,0
2001,10/14/2001,OAK,IND,W 23-18,Sebastian Janikowski,42,1,0,0
2001,10/14/2001,OAK,IND,W 23-18,Sebastian Janikowski,39,1,0,0
2001,10/14/2001,OAK,IND,W 23-18,Sebastian Janikowski,37,1,0,0
2001,10/14/2001,NYJ,MIA,W 21-17,John Hall,43,0,0,0
2001,10/14/2001,NYG,STL,L 14-15,Morten Andersen,51,0,0,0
2001,10/14/2001,NE,SD,W 29-26,Adam Vinatieri,44,1,0,0
2001,10/14/2001,NE,SD,W 29-26,Adam Vinatieri,44,0,0,0
2001,10/14/2001,NE,SD,W 29-26,Adam Vinatieri,26,1,0,0
2001,10/14/2001,NE,SD,W 29-26,Adam Vinatieri,23,1,0,0
2001,10/14/2001,NO,CAR,W 27-25,John Carney,39,1,0,0
2001,10/14/2001,NO,CAR,W 27-25,John Carney,30,1,0,0
2001,10/14/2001,MIN,DET,W 31-26,Gary Anderson,41,1,0,0
2001,10/14/2001,MIA,NYJ,L 17-21,Olindo Mare,26,1,0,0
2001,10/14/2001,IND,OAK,L 18-23,Mike Vanderjagt,47,1,0,0
2001,10/14/2001,IND,OAK,L 18-23,Mike Vanderjagt,34,1,0,0
2001,10/14/2001,GB,BAL,W 31-23,Ryan Longwell,47,0,0,0
2001,10/14/2001,GB,BAL,W 31-23,Ryan Longwell,33,1,0,0
2001,10/14/2001,DET,MIN,L 26-31,Jason Hanson,65,0,0,0
2001,10/14/2001,DET,MIN,L 26-31,Jason Hanson,51,1,0,0
2001,10/14/2001,DET,MIN,L 26-31,Jason Hanson,19,1,0,0
2001,10/14/2001,CIN,CLE,W 24-14,Neil Rackers,42,1,0,0
2001,10/14/2001,CIN,CLE,W 24-14,Neil Rackers,27,1,0,0
2001,10/14/2001,CIN,CLE,W 24-14,Neil Rackers,22,0,0,0
2001,10/14/2001,CIN,CLE,W 24-14,Neil Rackers,21,1,0,0
2001,10/14/2001,CHI,ARI,W 20-13,Paul Edinger,46,1,0,0
2001,10/14/2001,CHI,ARI,W 20-13,Paul Edinger,43,1,0,0
2001,10/14/2001,CAR,NO,L 25-27,John Kasay,52,1,0,0
2001,10/14/2001,CAR,NO,L 25-27,John Kasay,46,1,0,0
2001,10/14/2001,BAL,GB,L 23-31,Matt Stover,28,1,0,0
2001,10/14/2001,ATL,SF,L 31-37,Jay Feely,39,1,0,0
2001,10/14/2001,ATL,SF,L 31-37,Jay Feely,36,1,0,0
2001,10/14/2001,ATL,SF,L 31-37,Jay Feely,24,1,0,0
2001,10/14/2001,ARI,CHI,L 13-20,Bill Gramatica,47,1,0,0
2001,10/14/2001,ARI,CHI,L 13-20,Bill Gramatica,40,1,0,0
2001,10/7/2001,WAS,NYG,L 9-23,Brett Conway,55,1,0,0
2001,10/7/2001,WAS,NYG,L 9-23,Brett Conway,41,1,0,0
2001,10/7/2001,WAS,NYG,L 9-23,Brett Conway,35,1,0,0
2001,10/7/2001,TEN,BAL,L 7-26,Joe Nedney,46,0,0,0
2001,10/7/2001,TB,GB,W 14-10,Martin Gramatica,53,0,0,0
2001,10/7/2001,SF,CAR,W 24-14,Jose Cortez,40,1,0,0
2001,10/7/2001,SEA,JAX,W 24-15,Rian Lindell,40,0,0,0
2001,10/7/2001,SEA,JAX,W 24-15,Rian Lindell,25,1,0,0
2001,10/7/2001,SD,CLE,L 16-20,Wade Richey,38,1,0,0
2001,10/7/2001,SD,CLE,L 16-20,Wade Richey,22,1,0,0
2001,10/7/2001,SD,CLE,L 16-20,Wade Richey,21,1,0,0
2001,10/7/2001,PIT,CIN,W 16-7,Kris Brown,48,1,0,0
2001,10/7/2001,PIT,CIN,W 16-7,Kris Brown,42,1,0,0
2001,10/7/2001,PIT,CIN,W 16-7,Kris Brown,26,1,0,0
2001,10/7/2001,PHI,ARI,L 20-21,David Akers,42,1,0,0
2001,10/7/2001,PHI,ARI,L 20-21,David Akers,28,1,0,0
2001,10/7/2001,NYG,WAS,W 23-9,Morten Andersen,50,1,0,0
2001,10/7/2001,NYG,WAS,W 23-9,Morten Andersen,26,1,0,0
2001,10/7/2001,NYG,WAS,W 23-9,Morten Andersen,22,1,0,0
2001,10/7/2001,NE,MIA,L 10-30,Adam Vinatieri,37,1,0,0
2001,10/7/2001,NO,MIN,W 28-15,John Carney,50,1,0,0
2001,10/7/2001,NO,MIN,W 28-15,John Carney,45,1,0,0
