pid,psr,ints,iry
61455,JF-1400,DM-0100,3
61494,PM-0200,ZT-0100,17
61713,JK-1500,AB-1000,0
61746,TB-2300,AW-1800,0
61769,RJ-1200,OS-0800,1
61865,AV-0200,TL-0500,22
61874,TG-1600,SB-2000,0
61928,TG-1600,VG-0200,13
61967,TG-1600,MC-2100,5
61999,VT-0200,EW-0300,0
62092,DC-4400,TV-0200,0
62366,KW-0500,MM-3400,2
62386,ML-2600,KH-1700,15
62390,KW-0500,DE-1200,0
62432,ML-2600,AW-1300,16
62441,KW-0500,DG-2400,31
62725,EG-0600,KB-2400,21
62739,CH-2900,DS-4000,0
62887,JP-3200,TL-1300,13
62983,CB-0900,FW-0200,20
62989,CB-0900,KL-0500,0
63017,CB-0900,KL-0500,12
63069,EG-0600,AH-2700,0
63079,EG-0600,DB-6000,43
63107,EG-0600,AH-2700,0
63124,EG-0600,AH-2700,0
63127,TC-2600,RW-4100,10
63139,TC-2600,MM-2300,1
63150,TC-2600,AP-2000,-3
63479,JG-0600,DE-1200,0
63513,JG-0600,BB-3600,28
63577,SM-2400,AH-2000,3
63624,JK-1500,SR-1100,0
63668,JK-1500,KB-2400,0
63759,DM-2200,DW-4600,5
63791,RL-0300,JT-3400,50
63852,RL-0300,WH-0100,33
64031,BF-0100,AA-1200,0
64087,BF-0100,RB-4600,7
64128,CC-1400,NW-0200,2
64150,CC-1400,BH-0500,4
64192,BF-0100,AA-1200,0
64217,JF-1400,AG-0800,60
64282,JF-1400,VG-0200,63
64301,JF-1400,DR-2100,28
64485,PM-0200,SK-0500,40
64585,RG-0200,RM-3300,3
64653,DF-1300,TJ-0800,23
64819,JM-4500,RB-0700,0
64874,BJ-1400,RM-3400,4
64980,BJ-1400,TP-0400,10
64998,TB-2300,DM-1000,0
65018,KW-0500,TB-3700,52
65022,KW-0500,TB-3400,4
65092,TB-2300,LF-0300,18
65225,DC-4400,WA-0200,17
65254,DC-4400,WA-0200,10
65296,KC-2000,EM-0800,0
65303,KC-2000,RG-2000,14
65378,BG-1900,DH-2100,22
65558,CB-0900,NW-0200,35
65693,AV-0200,BM-0200,23
65839,CW-1300,AA-1200,6
65974,CW-1300,JC-1500,0
65979,JK-1500,BB-2500,4
66047,TC-2600,CC-0800,10
66056,JK-1500,RJ-0300,52
66083,SM-2700,CF-1500,32
66088,TC-2600,MR-1600,0
66117,SM-2700,DM-1500,14
66126,SM-2700,DM-1500,16
66213,PM-0200,AP-1700,2
66221,JG-0600,JB-7900,13
66250,PM-0200,ZB-0300,48
66258,PM-0200,RH-2700,19
66283,PM-0200,AP-1700,7
66366,EG-0600,AB-0900,26
66717,AB-2900,AP-1600,0
66792,AB-2900,LM-1300,0
67121,JP-3200,GD-0300,6
67191,JP-3200,JP-2100,0
67401,SM-2400,CS-1100,45
67415,SM-2400,ML-2300,2
67435,DC-4400,RC-1900,8
67724,BJ-1400,BY-0300,25
67729,KW-0500,DA-0100,6
67735,KW-0500,JL-3400,15
67765,DM-2200,GW-0600,14
67881,TG-1600,AH-1000,8
67898,CC-1400,DB-2800,56
68103,EG-0600,JB-7900,30
68220,PM-0200,RW-4100,47
68308,JM-4500,BW-1100,0
68513,JK-1500,DA-0100,15
68686,TC-2600,MB-2900,0
68855,BG-1900,KM-2400,56
69024,AB-2900,JH-4400,35
69055,ML-2600,FT-0200,0
69138,VT-0200,MV-0400,12
69197,VT-0200,TB-3700,0
69232,RG-0200,KL-0500,0
69319,RG-0200,TK-0700,43
69419,KS-2300,RG-2000,11
69499,DC-4400,BA-0300,13
69512,TB-1900,BA-0300,22
69562,DF-1300,WW-0700,0
69664,DF-1300,MR-1300,5
69798,QC-0100,FS-0400,0
69841,TB-0200,IR-0300,42
69907,AV-0200,AP-1700,12
69972,AV-0200,LS-0300,0
69985,AV-0200,AP-1700,24
70011,AV-0200,JW-5500,11
70107,MB-4500,KT-0200,9
70156,MB-4500,TW-2900,14
70272,JP-3200,LA-0600,43
70430,CC-1400,JB-2900,21
70567,AV-0200,RH-3100,16
70625,CW-1300,BS-3300,44
70729,JK-1500,AB-1000,0
70747,MB-4500,KK-0100,29
70972,KC-2000,DW-4600,6
71052,BF-0100,BU-0200,41
71096,JM-4500,DS-1600,14
71269,TB-1900,AD-1700,0
71301,TC-2600,TJ-2500,-4
71329,TB-2300,CF-1500,49
71369,TC-2600,TB-3700,24
71383,TB-2300,EL-0400,9
71432,TC-2600,AP-1600,0
71583,RG-0200,JW-6300,0
71606,TG-1600,TS-2400,9
71661,DF-1300,BT-0500,5
71750,DM-2200,RH-1100,22
71770,DF-1300,TV-0200,0
71962,JG-0600,AW-1300,11
72051,KW-0500,ZB-0300,20
72086,JG-0600,AW-1300,0
72163,BJ-1400,TF-0100,3
72224,BJ-1400,KS-0300,19
72346,MH-1600,CM-1800,0
72370,BG-1900,MR-1300,25
72388,MH-1600,JS-5300,0
72488,PM-0200,BM-0200,37
72501,PM-0200,JT-0900,4
72566,PM-0200,BM-0200,41
72847,DF-1300,DR-3600,0
72861,DF-1300,WT-0100,2
72881,RG-0200,RH-1100,16
72891,DF-1300,WT-0100,11
72952,TB-2300,CW-0900,23
73016,AV-0200,LM-1300,21
73125,BJ-1400,TP-0400,0
73142,JM-4500,DA-0100,18
73244,BJ-1400,RM-3400,0
73275,TC-2600,JC-5500,4
73328,MB-4500,AH-2700,0
73354,MB-4500,AH-2700,97
73430,TB-1900,TL-1300,59
73464,TB-1900,CC-1800,5
73696,PM-0200,AA-1200,27
73902,TG-1600,JS-5300,18
73996,JK-1500,JH-3300,5
74059,JK-1500,DR-2100,30
74069,JK-1500,JF-0500,37
74078,JF-1400,ZB-0300,0
74195,JF-1400,JW-1600,16
74210,JF-1400,ZB-0300,0
74354,QC-0100,IC-0100,38
74443,BF-0100,ER-0300,0
74548,DM-2200,DW-2800,0
74601,DM-2200,LA-0600,10
74657,TB-0200,BD-0700,15
74677,DM-2200,DG-2500,0
74688,TB-0200,BD-0700,0
74762,EG-0600,CS-1100,10
74946,AB-2900,GW-1700,0
75008,AB-2900,DB-2800,0
75230,SM-2400,TJ-0800,16
75233,RG-0200,ER-0300,13
75311,SM-2400,EA-0400,19
75478,DM-2200,DS-2900,0
75552,QC-0100,RM-3000,24
75590,QC-0100,KL-0500,8
75724,CC-1400,BS-3300,7
75745,CC-1400,NC-0200,0
75890,JK-1500,DS-4000,0
75911,JK-1500,RL-0600,30
75988,JK-1500,RL-0600,64
76013,KW-0500,JH-4400,30
76099,KW-0500,DM-3500,10
76198,TC-2600,BJ-2500,35
76258,TC-2600,TW-2900,69
76295,TC-2600,TW-2900,6
76365,TG-1600,RB-1700,8
76459,TG-1600,RM-3300,0
76638,SW-2400,MM-2400,10
76805,MH-1600,DT-0700,3
76852,MM-2800,DW-1400,15
76972,AB-2900,RB-0700,15
77039,AB-2900,DJ-0300,29
77046,AB-2900,RB-0700,5
77122,AB-2900,RB-0700,36
77357,VT-0200,NH-0300,3
77405,VT-0200,NH-0300,14
77474,EG-0600,RB-0700,6
77542,EG-0600,DB-4200,53
77695,CW-1300,DB-0900,23
77927,JK-1500,JG-1300,0
77930,KS-2300,KK-0100,12
77956,KS-2300,AH-2000,1
77964,KS-2300,JS-4600,7
77990,KS-2300,KK-0100,0
78298,RG-0200,DO-0200,15
78331,RG-0200,KK-0400,6
78450,LW-0400,MB-4100,0
78463,TD-1100,WH-0800,0
78489,TD-1100,WH-0200,39
78577,SW-2400,DS-1600,15
78616,SW-2400,BH-0500,8
78643,SW-2400,MM-2700,38
78739,TG-1600,JC-5500,0
78798,TG-1600,HN-0400,2
78801,MB-4500,JW-6300,23
78844,JF-1400,RB-4600,29
78869,CC-1400,BM-0200,26
78931,MV-0300,PS-1000,4
78964,MV-0300,PS-1000,41
79037,VT-0200,NC-0200,0
79135,VT-0200,PH-0100,17
79222,DM-2200,WA-0200,0
79406,DF-1300,IC-0100,5
79445,DF-1300,KL-1500,0
79592,KW-0500,DM-0100,11
79620,PM-0200,DB-2800,0
79687,MG-1600,EL-0400,15
79756,TC-2600,AD-1700,36
79819,TB-0200,KM-0500,11
79865,AB-2900,CB-0100,12
79875,AB-2900,FS-0400,0
79888,AB-2900,DW-2800,0
79967,CW-1300,TL-0500,46
79970,CW-1300,OS-0800,9
80025,TB-2300,DG-2400,14
80062,TB-2300,DG-2400,43
80097,CW-1300,OS-0800,76
80186,MB-4500,JA-3100,14
80205,MB-4500,KT-0800,67
80230,MB-4500,RC-1900,14
80416,QC-0100,MC-0600,0
80432,BG-1900,JB-7900,26
80440,BG-1900,RW-0700,0
80477,PM-0200,DO-0200,0
80498,BG-1900,RP-1000,18
80585,BG-1900,DM-0100,1
80596,AV-0200,AF-1400,0
80707,TB-3200,SG-0200,0
80744,TB-3200,BM-0200,100
80786,AB-2900,ZB-0300,0
80805,AB-2900,ZB-0300,0
80828,AB-2900,LS-0300,0
80864,AB-2900,JW-5500,29
80903,KC-2000,DS-1600,9
81018,KC-2000,BJ-2500,0
81138,VT-0200,TJ-0800,33
81178,VT-0200,MP-1600,22
81251,KS-2300,RJ-0300,0
81280,KS-2300,DB-6000,19
81321,TM-0200,AH-2700,0
81346,TC-2600,DT-1900,7
81356,TC-2600,DT-1900,0
81415,TD-1400,MP-0600,5
81436,TG-1600,IK-0100,22
81510,TD-1400,EW-0300,10
81546,KW-0500,AA-1200,0
81549,MV-0300,DM-1000,43
81585,KW-0500,RB-4600,16
81668,KW-0500,CW-2100,1
81739,JK-1500,SR-1100,3
81839,CD-1500,GF-0200,0
81875,TB-0200,AW-1500,61
81991,JP-3200,AP-1200,0
82040,KD-0600,JL-3400,2
82058,SK-0400,RC-2000,18
82127,AF-0300,DA-0100,0
82231,SW-2400,CM-1200,0
82295,SW-2400,CH-1800,0
82478,DM-2200,DJ-0300,9
82556,BJ-1400,DM-2900,0
82579,BJ-1400,TV-0200,0
82613,BJ-1400,BD-0700,0
82620,BJ-1400,DM-2900,59
82658,BF-0100,AP-1700,4
82753,JG-0600,TW-2900,0
82891,JF-1400,DS-4000,26
82949,JM-4500,DM-2900,18
82992,DM-2200,JA-3100,39
83051,SM-0900,RC-2000,15
83064,SM-0900,CE-0500,0
83113,TB-2300,JH-2000,5
83254,EG-0600,CS-1100,19
83282,KS-2300,CM-1200,18
83285,EG-0600,BA-0300,0
83401,EG-0600,BA-0300,32
83428,BF-0100,AW-1300,29
83439,KW-0500,DS-1600,0
83457,BF-0100,KH-1700,45
83514,BF-0100,TP-1700,34
83545,BF-0100,TP-1700,1
83550,BF-0100,AW-1300,32
83562,BF-0100,DM-1000,20
83662,KS-2300,TB-3700,0
83740,KS-2300,TJ-2500,19
83746,KS-2300,LM-1300,11
83903,DM-2200,AW-1300,0
83960,KW-0500,TL-0500,47
84015,KW-0500,OS-0800,30
84075,KC-2000,TP-0400,6
84116,KC-2000,JP-2500,2
84117,JG-0600,WA-0200,0
84191,KC-2000,ZB-0300,20
84251,DB-2600,AB-1000,24
84273,DB-2600,DA-0100,13
84542,CR-0600,DM-3500,22
84630,JM-4500,WO-0100,6
84653,DC-4400,RA-1400,0
84691,DC-4400,MB-4100,16
84731,GF-0400,AM-2400,0
84856,TG-1600,DM-1500,24
85075,KW-0500,KW-0600,-2
85095,BG-1900,AW-1300,3
85109,BG-1900,DD-0500,29
85405,MB-4500,MW-0800,40
85591,MM-2800,BM-0200,28
85797,RG-0200,WW-0700,2
85939,AB-2900,DB-4200,23
86021,TT-1700,JA-0700,0
86113,DM-2200,LS-0300,8
86135,SM-2400,SB-0200,1
86136,DM-2200,AD-1700,2
86215,SM-0900,BT-0100,17
86350,JP-3200,CB-0100,2
86404,QC-0100,AG-0800,0
86493,DC-0700,LG-0300,7
86523,KS-2300,TB-3700,6
86528,KS-2300,MV-0400,0
86630,KS-2300,TB-3700,-2
86723,JM-4500,FW-0500,14
86993,CR-0600,DB-4200,97
87057,JH-1700,MF-0400,7
87109,MM-2800,MM-3400,40
87250,GF-0400,KL-0100,71
87297,GF-0400,BB-2500,1
87338,GF-0400,RG-2000,0
87433,SM-2400,DC-2400,52
87517,PM-0200,DR-2700,21
87532,PM-0200,JF-2100,0
87566,PM-0200,PS-1000,0
87579,JF-1400,DM-0100,30
87713,TG-1600,MM-2400,1
87761,TG-1600,MM-2400,29
88049,BF-0100,DS-2600,17
88089,AB-2900,MM-2700,0
88105,AB-2900,DS-1600,44
88201,TB-2300,JD-0200,0
88294,VT-0200,VG-0200,90
88374,DC-0700,JS-1500,25
88458,DB-3800,AG-0800,34
88496,DC-0700,VF-0100,25
88633,JG-0600,DO-0200,0
88767,JP-3200,IK-0100,27
88881,KW-0500,JS-1700,31
88948,KC-2000,AA-1500,2
88991,KW-0500,WP-0200,0
89041,RG-0200,JP-3600,30
89118,RG-0200,JP-3600,84
89172,KS-2300,CW-3700,3
89216,SM-0900,TV-0200,1
89299,DW-5000,BD-0700,0
89365,JP-3200,MW-1500,40
89449,JP-3200,DE-0400,20
89468,DB-3800,JL-3100,7
89506,AB-2900,RA-1400,0
89657,JM-4500,SK-0500,5
89853,JH-1700,MA-0900,78
89884,BF-0100,CC-1800,43
89918,JH-1700,DS-1600,0
89947,JH-1700,MM-2700,0
90012,JH-1700,TM-1100,0
90049,DC-0700,IB-0100,0
90195,VT-0200,SW-2100,0
90203,VT-0200,DR-2700,7
90320,CP-0900,BM-0200,62
90335,DC-4400,MM-3400,0
90347,DC-4400,DG-2400,6
90350,RP-0500,CC-1500,33
90360,RP-0500,TC-1100,13
90413,DC-4400,DG-2400,0
90473,DC-4400,DG-2400,10
90509,TB-2300,MM-1100,25
90534,TG-1600,OS-0800,-1
90594,TG-1600,TL-0500,0
90807,TD-1400,WP-0200,1
90969,QC-0100,SB-1700,29
91089,JG-0600,CB-0100,0
91125,DW-5000,ZB-0300,0
91210,TC-2600,AD-1700,16
91332,GF-0400,KM-0500,8
91409,JK-1500,AA-1200,0
91534,KW-0500,SR-0600,30
91549,KW-0500,DJ-0300,20
91594,KW-0500,BK-0600,31
91623,KW-0500,DB-4200,39
91657,KC-2000,DB-0900,22
91706,KC-2000,JL-3100,38
91979,BJ-1400,BS-2000,51
92028,AS-1400,SQ-0100,25
92065,BJ-1400,OG-0400,6
92213,AB-2900,CH-1800,49
92256,AB-2900,CC-1800,0
92390,BF-0100,DM-3500,4
92492,MT-2300,DD-0100,3
92525,CP-0900,JC-5500,0
92641,JF-1400,EW-0300,5
92737,JF-1400,GW-0600,42
92744,JF-1400,GW-0600,16
92755,JF-1400,GW-0600,13
92773,SM-2400,RW-4100,18
92866,SM-2400,RW-4100,82
92925,SM-2400,PB-0800,0
92937,SM-2400,RW-4100,0
92961,DM-2200,EB-1700,7
93014,DC-0700,BD-0700,27
93056,DC-0700,BT-0500,0
93180,TC-2600,JP-3600,27
93193,TC-2600,CS-1100,0
93244,KS-2300,RG-2000,0
93272,TM-0200,AD-0300,0
93380,TB-2300,RM-3300,16
93395,TB-2300,DE-0400,46
93456,KW-0500,GE-0200,0
93485,JM-1100,DW-4600,1
93553,QC-0100,DB-2800,0
93684,DC-4400,RT-1200,46
93790,DC-4400,RT-1200,23
93866,BG-1900,RL-0600,4
93929,BG-1900,ER-0100,21
93939,BG-1900,GB-0300,0
94040,BJ-1400,KC-0300,0
94093,CM-2600,DS-3100,0
94105,DJ-1800,WS-0100,0
94116,DJ-1800,DS-3100,35
94130,DJ-1800,DB-4200,0
94244,DB-2600,TJ-0800,8
94289,DB-2600,PB-0800,81
94313,DB-2600,TJ-0800,27
94326,JP-3200,RH-3100,13
94456,RP-0500,CR-0800,0
94485,RP-0500,KL-0500,7
94530,KC-2000,DR-3300,0
94672,BG-1900,RH-1100,2
94686,DB-3800,DO-0200,20
94788,DB-3800,DO-0200,28
94894,JK-1500,WH-0200,0
94930,JK-1500,WH-0200,0
94935,PM-0200,AH-2000,0
94969,JK-1500,IB-0100,4
95181,TB-2300,PS-1000,1
95255,TB-2300,SM-0200,0
95442,TM-0200,SK-0500,1
95471,TG-1600,DR-2100,0
95518,CP-0900,GW-0600,0
95682,JM-1100,TP-0400,50
95696,JM-1100,JW-1600,37
95881,SM-2400,FS-0400,0
95916,SM-2400,CB-0100,0
95934,SM-2400,FS-0400,0
95991,TC-2600,RL-0600,0
96030,TC-2600,CM-1200,0
96083,KH-2100,PB-0600,6
96114,KH-2100,ER-0100,59
96220,JM-4500,KG-0400,72
96231,JM-4500,DS-1600,1
96284,JM-4500,NW-0200,25
96315,TM-0200,KK-0100,17
96317,JK-1500,LF-0400,6
96331,JK-1500,LF-0400,25
96401,TM-0200,JB-7900,5
96427,JK-1500,DT-1900,0
96480,QC-0100,JP-2000,21
96874,CR-0600,MP-1000,12
96937,PM-0200,AM-2100,32
96972,DC-4400,CC-1800,20
97120,JH-1700,CC-1500,0
97129,TB-2300,BW-1100,0
97197,TB-2300,MB-3200,0
97247,TB-2300,MA-0900,22
97397,KC-2000,JB-4100,-1
97492,DB-3800,EW-0300,5
97514,DB-3800,JB-3000,45
97528,TG-1600,KL-1700,26
97592,TG-1600,DE-0400,0
97716,RG-0200,GW-1700,2
97739,RG-0200,TF-0500,0
97781,TC-2600,RB-0700,9
97786,BJ-1400,EL-0400,7
97968,DG-0600,AD-1700,9
98063,DG-0600,LS-0300,10
98085,PR-0100,JB-2900,16
98092,PR-0100,SK-0500,17
98109,PR-0100,JB-2900,9
98149,AB-2900,IO-0100,78
98193,PR-0100,MH-2000,0
98313,JF-1400,MR-0400,31
98362,BG-1900,SM-0200,15
98375,BG-1900,PS-1000,40
98431,TD-1400,ZB-0300,8
98550,TD-1400,AP-1700,0
98592,QC-0100,AW-1500,0
98613,QC-0100,RH-2200,3
98681,QC-0100,AW-1500,0
98698,QC-0100,AW-1500,0
98866,RF-0100,RB-4600,0
98946,MB-4500,AT-0400,32
99000,MB-4500,BH-0500,0
99079,MB-4500,WD-0500,18
99305,CC-1400,ED-0100,16
99813,RL-1400,NC-0200,10
99839,RL-1400,NC-0200,29
99862,RL-1400,NC-0200,0
99936,RL-1400,ER-0300,21
100083,JG-0600,KI-0100,0
100116,DC-4400,DA-0100,0
100142,DC-4400,ML-1800,14
100213,DC-4400,DR-2100,12
100281,RG-0200,DE-0400,13
100445,DM-2200,BK-0600,14
100544,BJ-1400,AH-1000,0
100666,MB-4800,DE-1200,0
100704,TD-1400,KH-1700,0
100716,TD-1400,DB-2800,0
100820,TM-0200,MP-1000,31
100827,PM-0200,BA-0300,8
100851,PM-0200,ML-2300,46
100890,PM-0200,BA-0300,25
100988,TM-0200,JT-3200,11
101016,JB-3800,DW-1400,28
101061,JB-3800,DT-1900,1
101067,JB-3800,JP-3600,12
101156,JH-1700,CW-0900,0
101310,RF-0100,JL-3400,0
101367,RF-0100,BK-0600,0
101371,RJ-1200,RH-3100,6
101400,RF-0100,JL-3400,0
101591,TD-1400,DR-3300,7
101639,MH-1600,DH-2100,15
101959,TG-1600,BR-1300,0
101965,TG-1600,TS-1300,3
102011,RG-0200,MP-0600,25
102091,CC-1400,GB-0500,6
102186,HB-0400,BR-1500,18
102217,BG-1900,TL-0500,0
102419,AB-2900,CD-2000,9
102433,AB-2900,KC-0300,5
102570,CP-0900,EL-0400,3
102707,JP-3200,RH-1400,17
102756,JP-3200,RH-1400,0
102827,JP-3200,RH-1400,30
102945,PM-0200,FS-0400,12
102977,PM-0200,IO-0100,4
103198,JP-3200,KH-1700,36
103217,MB-4800,DS-4000,3
103290,MB-4800,DB-0900,3
103354,JB-3800,GM-0400,19
103356,MV-0300,BH-0500,11
103611,DB-2600,TL-0500,29
103713,DM-2200,MB-4100,0
103886,TM-0200,LS-0100,25
103890,TC-2600,BA-0300,5
103927,TC-2600,DW-1400,23
104023,JH-1700,DR-3300,0
104082,JH-1700,DR-3300,0
104168,DC-0700,AH-2000,102
104265,DC-0700,LT-0300,4
104317,PM-0200,PS-0400,31
104691,DB-3800,JD-0200,38
104775,DB-3800,DA-0100,13
104846,SM-0900,AC-1800,9
105046,DC-4400,WS-0100,0
105057,DC-4400,AS-1200,0
105262,BF-0100,PS-1000,0
105346,RL-1400,NW-0200,4
105362,RL-1400,DS-1600,89
105471,JP-3200,CF-1600,3
105500,JP-3200,SS-2600,0
105592,JK-1500,ER-0100,0
105608,JK-1500,AT-0400,25
105706,JK-1500,ER-0100,21
105798,RP-0500,DS-2600,4
106019,TB-2300,BU-0200,0
106036,JM-4500,OS-0800,22
106176,JH-1700,MA-0900,14
106236,JH-1700,NW-0200,3
106312,SM-0900,JC-5500,0
106366,PR-0100,MM-2400,0
106449,SM-0900,DC-1700,7
106483,KC-2000,KM-2400,6
106999,TM-0200,KM-0500,13
107079,JG-0600,EW-0300,1
107239,DB-3800,KH-1700,2
107311,DB-3800,DM-1000,0
107319,SM-2400,AG-0800,12
107342,DC-0700,SR-1100,0
107418,SM-2400,MC-2100,0
107461,DC-0700,LS-0300,10
107631,BG-1900,RW-4100,98
107841,MV-0300,KI-0100,10
107899,AB-2900,JB-4100,4
107991,TC-2600,KK-0100,0
108095,JH-1700,MJ-2200,0
108137,CP-0900,TL-1300,0
108258,DC-0700,MM-2400,35
108300,MB-4500,EB-1700,0
108407,PM-0200,RW-3100,0
108690,DB-2600,EW-0300,19
108803,JB-3800,PS-1000,16
108915,BF-0100,GB-0500,0
108926,BF-0100,JB-5300,23
108927,DC-4400,MA-0900,0
108942,DC-4400,DS-1600,14
108980,BF-0100,GB-0500,20
109103,KC-2000,IO-0100,27
109137,KC-2000,DT-0400,19
109174,SM-0900,JS-1700,0
109276,DM-2200,AW-1500,35
109363,JP-3200,BT-0500,3
109504,DB-3800,QS-0200,0
109544,JG-0600,RH-1100,0
109583,MH-1600,DW-0600,8
109593,BG-1900,SS-2600,0
109727,MH-1600,DO-0200,22
109801,RP-0500,BK-0600,-7
109848,RP-0500,DS-3100,2
109870,RP-0500,JL-3400,0
109905,TM-0200,PS-0400,25
109928,TM-0200,LS-0300,0
110000,TM-0200,DM-2600,-2
110181,RG-0200,TB-3400,48
110290,MB-4800,MB-4100,0
110425,JP-3200,EB-0400,2
110549,RG-0200,KL-0500,0
110571,JP-3200,TJ-0800,0
110590,SM-2400,BS-1300,0
110674,SM-2400,JT-3200,7
110678,JB-3800,LS-0300,28
110690,SM-2400,CW-2400,0
110764,RP-0500,KC-0300,41
110811,RP-0500,AA-1200,24
110847,CW-1300,KB-2100,22
110859,CW-1300,JC-1500,37
110928,JH-1700,RM-3400,33
111142,CH-4900,FB-0800,26
111191,MB-4500,RW-3100,0
111195,CH-4900,AB-0900,6
111403,KC-2000,MS-4700,0
111414,KC-2000,JP-3800,0
111424,DB-3800,ZT-0100,7
111758,TC-2600,DC-0900,25
111833,AB-2900,AH-2700,0
111871,AB-2900,EL-0400,0
111877,TC-2600,FT-0200,31
111899,AB-2900,AH-2700,4
111937,DB-2600,SG-0300,0
111957,DB-2600,AB-1000,5
112289,TG-1600,OH-0500,0
112393,RJ-1200,ND-0400,29
112470,BF-0100,BK-0600,31
112485,BF-0100,RB-0700,0
112502,BF-0100,DJ-0300,58
112518,BF-0100,BK-0600,0
112600,KW-0500,JT-3400,2
112713,SB-0700,DG-0900,0
112788,SB-0700,MP-1000,53
112817,PM-0200,DO-0200,0
113063,DW-5000,ME-0400,29
113071,DW-5000,DR-3300,-2
113142,DW-5000,RW-3100,5
113213,PR-0100,ME-0400,0
113227,JH-1700,TB-3400,27
113257,TB-2300,CC-1100,11
113273,JH-1700,WM-0500,2
113283,JH-1700,BH-0400,0
113509,JF-1400,NC-0200,1
113616,JK-1500,CW-2400,98
113730,TC-2600,MM-3400,23
113778,TC-2600,EM-0900,13
113799,DB-4600,CF-1500,0
113805,RP-0500,EL-0400,7
113842,TC-2600,EM-0900,0
113927,BF-0100,DM-2900,35
113963,JM-4500,TW-2900,0
114233,KS-2300,MM-2400,53
114408,JP-3200,RC-2600,0
114416,JP-3200,GW-0600,50
114439,JP-3200,MM-1100,1
114452,JM-2900,RC-2600,0
114546,DC-4400,RB-4600,9
114561,DC-4400,JB-4100,0
114582,DC-4400,KC-0300,36
114635,MV-0300,RB-2700,20
114900,KW-0500,BT-0500,23
114965,KW-0500,TV-0200,0
115150,SB-0700,AM-2400,8
115159,SB-0700,DE-0400,16
115235,JG-0600,RT-1200,16
115247,JG-0600,KL-1500,0
115313,MH-1600,TP-0400,19
115400,MH-1600,RH-2700,1
115533,BJ-1400,JB-2900,14
115724,CP-0900,RW-4100,0
115794,JP-3200,TL-1300,31
116008,JB-3800,FT-0200,0
116065,JB-3800,FT-0200,6
116181,RP-0500,CH-0500,2
116305,CH-4900,TP-0400,6
116369,CH-4900,TP-0400,35
116473,TC-2600,MM-2400,11
116599,TC-2600,AA-2000,22
116737,JM-1100,MP-0600,4
116750,JM-1100,GW-0600,49
116785,DB-2600,RS-0900,6
116804,DB-2600,TJ-2500,0
116883,DB-2600,TL-0500,4
116890,DB-2600,TB-3700,39
117063,BG-1900,JM-3200,0
117099,TM-0200,AG-0800,70
117230,TM-0200,AG-0800,65
117280,DB-3800,TS-1300,-5
117321,DB-3800,RW-4100,10
117356,DB-3800,TJ-0800,0
117454,MH-1600,BT-0500,0
117467,MH-1600,BT-0500,18
117493,AF-0300,AS-1000,4
117516,MH-1600,SB-1700,12
117647,MV-0300,DJ-0300,21
117759,PM-0200,KB-2400,5
117816,PM-0200,LS-0300,0
117840,PM-0200,TW-2200,0
117969,DW-5000,RB-3400,19
118114,BF-0100,GB-0500,0
118231,DC-4400,DS-1600,66
118243,JM-4500,BM-0200,0
118318,JF-1400,BH-1700,9
118366,CC-1400,JF-2100,30
118380,CC-1400,JH-0200,0
118405,MV-0300,KL-1500,27
118453,MV-0300,KL-1500,40
119032,JK-1500,JC-5500,0
119091,PM-0200,DH-1000,6
119355,BG-1900,MM-1100,2
119527,MM-2800,SQ-0100,4
119589,DC-0700,ER-0100,20
119730,DC-0700,CW-2400,0
119885,RG-0200,PS-1000,22
120143,CH-4900,JH-2000,11
120163,CH-4900,SW-1500,-2
120235,AF-0300,FS-0400,0
120433,TM-0200,MM-3400,62
120467,CW-1300,BA-0300,-1
120661,JG-0600,VH-0400,3
120775,MB-4800,DS-4000,0
120823,MB-4800,DB-0900,15
120886,JP-3200,TF-0500,-4
120938,SM-2400,TB-3700,7
120978,TB-2300,RC-1400,24
121073,JP-3200,TP-0400,28
121175,JG-0600,RH-2200,1
121281,AF-0300,RW-3100,0
121314,AF-0300,PH-0900,16
121317,CH-4900,SB-0200,80
121361,DC-4400,SM-0200,0
121387,JF-1400,JB-5300,1
121412,DC-4400,BM-0200,0
121518,MV-0300,JG-2200,3
121562,MM-2800,AA-1200,1
121586,MM-2800,JB-4100,22
121643,MM-2800,KM-0500,0
121740,TC-2600,AM-2100,0
121805,JB-3800,MJ-0300,0
122059,JK-1500,FT-0200,0
122106,JK-1500,FT-0200,43
122162,BF-0100,KT-0250,31
122167,DB-2600,DS-1600,19
122234,DB-2600,ND-0400,0
122271,BF-0100,NC-0200,0
122346,PM-0200,DJ-2600,1
122483,PM-0200,BS-1800,32
122597,MB-4500,PS-0400,32
122787,TG-1600,KL-1700,0
122838,BG-1900,TA-0900,0
122860,BG-1900,RW-4100,16
122970,SB-0700,EB-0400,3
123080,JM-1100,RT-1200,30
123084,JM-1100,AS-1000,15
123134,JM-1100,RT-1200,3
123220,DC-0700,DT-0400,22
123479,TB-2300,DA-0100,23
123516,SK-0400,CS-1100,30
123674,KC-2000,ML-1600,0
123810,AF-0300,SW-1500,0
123869,TG-1600,RW-4100,1
124109,JK-1500,NC-0200,42
124116,JK-1500,AB-3000,13
124139,TC-2600,KB-2100,2
124145,MV-0300,RG-2000,0
124204,KH-2100,GM-0400,17
124224,KH-2100,CD-2000,3
124430,JM-2900,KH-1600,0
