pid,kicker,kgro,knet,ktb,kr,kry
465104,PD-0200,63,50,0,BS-1400,13
465114,CS-4000,35,30,0,MB-1700,5
465134,PD-0200,14,14,0,,0
465141,GG-0100,62,24,0,BM-0900,38
465150,DB-5500,69,57,0,BB-0600,12
465170,DB-5500,79,59,1,,0
465186,DB-5500,68,48,0,BB-0600,20
465196,GG-0100,67,53,0,BM-0900,14
465209,DB-5500,70,48,0,BB-0600,22
465226,DB-5500,77,57,1,,0
465236,DB-5500,61,41,0,BB-0600,20
465242,GG-0100,68,52,0,BM-0900,16
465253,DB-5500,72,48,0,BB-0600,24
465271,GG-0100,78,58,1,,0
465286,GG-0100,68,47,0,BM-0900,21
465307,DB-5500,77,57,1,,0
465314,NR-0100,68,45,0,MM-0900,23
465326,RB-2200,64,14,0,SS-1600,50
465338,RB-2200,70,50,1,,0
465350,RB-2200,60,49,0,SS-1600,11
465378,NR-0100,66,33,0,MM-0900,33
465401,RB-2200,58,41,0,SS-1600,17
465413,NR-0100,68,34,0,MM-0900,34
465434,RB-2200,62,52,0,SS-1600,10
465464,NR-0100,8,6,0,JG-0200,2
465488,JS-1100,66,52,0,DR-1300,14
465498,PM-0300,71,50,0,DK-0300,21
465523,JS-1100,71,47,0,DR-1300,24
465537,PM-0300,71,45,0,DK-0300,26
465554,JS-1100,71,53,0,DR-1300,18
465568,PM-0300,73,40,0,DK-0300,33
465577,PM-0300,72,42,0,DK-0300,30
465591,PM-0300,68,47,0,DK-0300,21
465601,JS-1100,73,53,1,,0
465619,PM-0300,47,32,0,ZP-0300,15
465642,JS-1100,6,-35,0,TH-0100,41
465644,PM-0300,71,41,0,JH-4000,30
465654,RS-3400,72,42,0,DA-0900,30
465671,JB-7100,66,56,0,DM-1200,10
465680,JB-7100,65,40,0,DM-1200,25
465714,RS-3400,72,42,0,DA-0900,30
465732,RS-3400,72,42,0,DA-0900,30
465744,JB-7100,63,53,0,DM-1200,10
465757,RS-3400,72,53,0,DA-0900,19
465793,RS-3400,68,46,0,DA-0900,22
465820,JB-7100,69,52,0,DM-1200,17
465824,RS-3400,69,51,0,DA-0900,18
465838,RL-0900,65,37,0,NC-0100,28
465882,RL-0900,55,35,1,,0
465892,RL-0900,64,34,0,NC-0100,30
465902,DC-0500,79,59,1,,0
465915,DC-0500,73,53,1,,0
465936,RL-0900,61,52,0,NC-0100,9
465966,DC-0500,63,49,0,CS-3400,14
465991,DR-0600,60,43,0,MS-3900,17
466020,DR-0600,53,30,0,MS-3900,23
466033,CB-0700,46,42,0,AF-0700,4
466050,CB-0700,71,54,0,SL-0900,17
466062,DR-0600,55,44,0,MS-3900,11
466070,CB-0700,36,28,0,TM-1300,8
466081,DR-0600,66,41,0,SS-3000,25
466119,CB-0700,65,50,0,SL-0900,15
466139,CB-0700,67,38,0,SL-0900,29
466150,CB-0700,67,49,0,SL-0900,18
466160,RL-1000,71,37,0,LS-1700,34
466171,RL-1000,70,46,0,LS-1700,24
466194,RL-1000,72,42,0,LS-1700,30
466214,RL-1000,62,48,0,LS-1700,14
466235,JF-0900,63,43,0,MG-1000,20
466237,JF-0900,7,7,0,,0
466244,RL-1000,66,19,0,AR-1100,47
466270,RL-1000,75,50,0,AR-1100,25
466293,JF-0900,65,50,0,MG-1000,15
466309,JF-0900,9,9,0,,0
466312,BC-3000,68,47,0,PT-0400,21
466330,TM-3300,64,46,0,DR-0800,18
466341,BC-3000,63,42,0,PT-0400,21
466356,BC-3000,64,38,0,PT-0400,26
466368,BC-3000,56,35,0,PT-0400,21
466396,TM-3300,60,22,0,JP-0800,38
466399,TM-3300,68,49,0,JP-0800,19
466419,TM-3300,66,44,0,JP-0800,22
466430,BC-3000,78,58,1,,0
466444,TM-3300,65,45,1,,0
466450,BC-3000,73,41,0,PT-0400,32
466478,BC-3000,70,38,0,RB-4900,32
466479,DA-0300,60,40,0,DW-1000,20
466509,LT-1100,60,50,0,JC-0300,10
466523,DA-0300,64,43,0,DW-1000,21
466533,LT-1100,64,44,0,JC-0300,20
466553,LT-1100,65,53,0,JC-0300,12
466558,LT-1100,44,32,0,BC-0700,12
466560,LT-1100,65,43,0,JC-0300,22
466587,DA-0300,62,36,0,DW-1000,26
466616,LT-1100,62,45,0,JC-0300,17
466620,DA-0300,13,13,0,,0
466628,DA-0300,60,35,0,DW-1000,25
466647,DA-0300,55,34,0,DW-1000,21
466653,MK-1200,70,50,1,,0
466668,OM-0100,67,21,0,EW-0500,46
466685,MK-1200,67,50,0,LW-0500,17
466705,MK-1200,65,42,0,LW-0500,23
466717,OM-0100,70,50,1,,0
466733,MK-1200,70,50,1,,0
466735,OM-0100,70,50,1,,0
466746,MK-1200,70,50,1,,0
466764,MK-1200,67,52,0,LW-0500,15
466773,MK-1200,64,43,0,LW-0500,21
466795,OM-0100,70,50,1,,0
466821,SS-3100,67,-30,0,BS-2400,97
466823,NF-0300,58,34,0,AB-3500,24
466871,SS-3100,51,33,0,BS-2400,18
466881,NF-0300,64,47,0,AB-3500,17
466894,SS-3100,44,33,0,RT-2000,11
466898,NF-0300,47,44,0,AB-3500,3
466909,SS-3100,61,36,0,BS-2400,25
466919,NF-0300,58,45,0,AB-3500,13
466941,NF-0300,57,42,0,MM-4800,15
466960,JK-0100,41,47,0,AC-2400,-6
466980,SJ-0300,63,44,0,ED-0200,19
466987,SJ-0300,59,33,0,ED-0200,26
467000,SH-0400,64,46,0,JF-2600,18
467008,SH-0400,56,39,0,JF-2600,17
467018,SJ-0300,64,40,0,ED-0200,24
467028,SH-0400,70,51,0,JF-2600,19
467062,SJ-0300,66,41,0,ED-0200,25
467066,SH-0400,65,43,0,JF-2600,22
467085,SJ-0300,55,34,0,ED-0200,21
467093,SH-0400,62,36,0,JF-2600,26
467100,SJ-0300,52,34,0,LB-0100,18
467109,SJ-0300,64,46,0,ED-0200,18
467119,SH-0400,44,35,0,RC-0800,9
467127,BC-2000,69,42,0,NM-0600,27
467138,SJ-0300,60,40,0,ED-0200,20
467149,MC-3000,17,17,0,,0
467161,MC-3000,63,43,0,BT-0300,20
467170,SG-1100,55,39,0,SS-1300,16
467189,MC-3000,44,40,0,AC-2700,4
467222,MC-3000,45,-26,0,DC-3400,71
467227,SG-1100,68,47,0,SS-1300,21
467230,SG-1100,60,45,0,SS-1300,15
467237,SG-1100,60,39,0,SS-1300,21
467252,MC-3000,70,50,1,,0
467268,MC-3000,45,43,0,AC-2700,2
467276,SG-1100,64,49,0,SS-1300,15
467288,SG-1100,70,25,0,SS-1300,45
467310,RG-1500,62,30,0,LB-0700,32
467318,RL-1300,55,36,0,DM-0200,19
467334,RG-1500,65,39,0,LB-0700,26
467344,RG-1500,70,50,1,,0
467368,RG-1500,48,41,0,LB-0700,7
467390,RL-1300,55,-24,0,DH-2700,79
467395,RG-1500,48,37,0,LB-0700,11
467401,RG-1500,51,38,0,LB-0700,13
467408,RL-1300,53,23,0,DM-0200,30
467417,RG-1500,57,57,0,LB-0700,0
467430,RG-1500,53,4,0,LB-0700,49
467451,RG-1500,63,44,0,LB-0700,19
467472,SS-3100,65,44,0,MG-1000,21
467495,SS-3100,63,27,0,MG-1000,36
467515,SS-3100,57,43,0,MG-1000,14
467539,SS-3100,59,46,0,MG-1000,13
467551,SS-3100,68,42,0,MG-1000,26
467557,RL-1000,61,43,0,AB-3500,18
467580,SS-3100,60,38,0,MG-1000,22
467608,RL-1000,64,37,0,AB-3500,27
467625,DB-5500,75,53,0,AR-1100,22
467633,JF-0900,66,46,0,BM-0900,20
467643,JF-0900,70,50,1,,0
467669,DB-5500,70,50,1,,0
467673,JF-0900,66,51,0,BM-0900,15
467690,DB-5500,69,47,0,AR-1100,22
467703,JF-0900,69,44,0,BM-0900,25
467728,DB-5500,74,57,0,AR-1100,17
467741,DB-5500,76,44,0,AR-1100,32
467767,JF-0900,70,50,1,,0
467778,DB-5500,62,46,0,AR-1100,16
467789,JF-0900,85,76,0,TN-0400,9
467791,SG-1100,55,42,0,CS-3400,13
467802,RL-0900,63,47,0,BT-0300,16
467822,SG-1100,59,39,0,CS-3400,20
467838,SG-1100,61,45,0,NR-0500,16
467859,SG-1100,67,45,0,CS-3400,22
467873,SG-1100,49,34,0,NR-0500,15
467877,RL-0900,58,35,0,SM-3400,23
467889,SG-1100,55,37,0,CS-3400,18
467929,SG-1100,63,52,0,CS-3400,11
467952,NF-0300,52,36,0,RD-0200,16
467964,RG-1500,63,43,0,BS-2400,20
467975,RG-1500,70,50,1,,0
467986,NF-0300,61,24,0,DM-0200,37
467991,NF-0300,44,30,0,RD-0200,14
468013,NF-0300,36,34,0,KD-0400,2
468023,RG-1500,51,37,0,JM-3600,14
468033,NF-0300,36,31,0,DM-0200,5
468035,RG-1500,65,37,0,JM-3600,28
468042,RG-1500,61,43,0,JM-3600,18
468051,RG-1500,64,36,0,BS-2400,28
468057,NF-0300,59,19,0,DH-2700,40
468064,RG-1500,55,37,0,BS-2400,18
468077,NF-0300,47,36,0,JK-1800,11
468117,BC-3000,72,35,0,JC-5600,37
468135,PD-0200,69,54,0,JP-0800,15
468152,BC-3000,69,44,0,JC-5600,25
468158,BC-3000,59,38,0,JC-5600,21
468174,BC-3000,52,33,0,JC-5600,19
468185,PD-0200,50,50,0,,0
468187,PD-0200,8,8,0,,0
468192,BC-3000,61,37,0,JC-5600,24
468254,RB-2200,59,39,0,DM-1200,20
468263,RS-3400,53,38,0,AH-0300,15
468285,RS-3400,60,46,0,MM-0900,14
468299,RS-3400,55,43,0,MM-0900,12
468313,RS-3400,56,40,0,MM-0900,16
468326,RB-2200,67,41,0,DM-1200,26
468341,RS-3400,45,39,0,AH-0300,6
468345,RS-3400,69,31,0,MM-0900,38
468371,RS-3400,57,39,0,MM-0900,18
468381,RB-2200,54,50,0,DM-1200,4
468430,JR-1100,66,41,0,DA-0900,25
468440,JB-7100,63,46,0,TG-0900,17
468461,AL-0500,65,45,0,DA-0900,20
468484,JR-1100,63,31,0,DA-0900,32
468493,JB-7100,68,50,0,TG-0900,18
468501,JR-1100,63,47,0,DA-0900,16
468512,JB-7100,68,50,0,TG-0900,18
468527,JB-7100,65,45,0,TG-0900,20
468562,JB-7100,66,51,0,TG-0900,15
468570,JR-1100,66,-18,0,DA-0900,84
468575,JB-7100,59,47,0,TG-0900,12
468596,DC-0500,70,50,1,,0
468607,DR-0600,47,35,0,NC-0100,12
468632,DC-0500,70,50,1,,0
468640,DR-0600,75,55,1,,0
468654,DC-0500,60,47,0,SL-0900,13
468676,DC-0500,48,48,0,,0
468678,DR-0600,59,41,0,NC-0100,18
468700,DR-0600,49,34,0,PC-0600,15
468713,DC-0500,75,55,1,,0
468728,DC-0500,46,41,0,SL-0900,5
468745,DR-0600,70,41,0,PC-0600,29
468753,DR-0600,74,54,1,,0
468758,DR-0600,62,54,0,PC-0600,8
468771,OM-0100,67,47,0,MS-3900,20
468798,OM-0100,66,-13,0,MS-3900,79
468803,CB-0700,62,41,0,LW-0500,21
468815,CB-0700,61,47,0,LW-0500,14
468830,CB-0700,53,28,0,LW-0500,25
468848,CB-0700,50,32,0,LW-0500,18
468864,CB-0700,54,54,0,LW-0500,0
468876,CB-0700,56,24,0,LW-0500,32
468889,OM-0100,42,42,0,,0
468895,CB-0700,62,44,0,LW-0500,18
468912,JS-1100,61,29,0,BB-0600,32
468918,GG-0100,65,45,0,DK-0300,20
468931,GG-0100,44,39,0,BB-2300,5
468965,JS-1100,68,68,0,,0
468993,GG-0100,61,42,0,DK-0300,19
469019,JS-1100,60,38,0,BB-0600,22
469035,GG-0100,73,52,0,DK-0300,21
469064,JS-1100,60,47,0,BB-0600,13
469075,GG-0100,66,59,0,DK-0300,7
469082,PM-0300,69,-30,0,JF-2600,99
469084,SJ-0300,73,53,1,,0
469110,PM-0300,70,53,0,JF-2600,17
469126,PM-0300,64,45,0,JF-2600,19
469136,SJ-0300,71,44,0,DR-1300,27
469153,SJ-0300,72,46,0,DR-1300,26
469165,PM-0300,66,43,0,JF-2600,23
469171,SJ-0300,72,48,0,DR-1300,24
469190,SJ-0300,64,44,0,DR-1300,20
469208,PM-0300,71,51,1,,0
469223,SJ-0300,64,38,0,DR-1300,26
469234,PM-0300,71,41,0,JF-2600,30
469258,SJ-0300,9,9,0,,0
469264,SH-0400,72,50,0,SS-1600,22
469291,NR-0100,73,48,0,ED-0200,25
469305,NR-0100,70,50,1,,0
469331,NR-0100,70,50,1,,0
469333,NR-0100,70,50,1,,0
469339,SH-0400,70,50,1,,0
469347,NR-0100,70,50,1,,0
469355,SH-0400,71,50,0,SS-1600,21
469365,NR-0100,66,44,0,PC-0800,22
469380,SH-0400,70,50,1,,0
469404,SH-0400,75,53,0,SS-1600,22
469415,LT-1100,62,43,0,SS-1300,19
469434,MC-3000,64,40,0,DW-1000,24
469449,MC-3000,55,37,0,DW-1000,18
469466,LT-1100,54,50,0,SS-1300,4
469481,LT-1100,63,49,0,SS-1300,14
469489,MC-3000,63,50,0,DW-1000,13
469498,MC-3000,56,35,0,DW-1000,21
469511,MC-3000,61,36,0,DW-1000,25
469518,LT-1100,63,40,0,SS-1300,23
469524,MC-3000,62,39,0,HN-0500,23
469525,MC-3000,62,39,0,HN-0500,23
469555,MC-3000,66,63,0,DW-1000,3
469565,MC-3000,63,32,0,DW-1000,31
469580,CS-4000,67,50,0,DS-3300,17
469591,CS-4000,72,55,0,DS-3300,17
469619,CS-4000,55,41,0,DS-3300,14
469645,NK-0200,70,52,0,QC-0400,18
469651,NK-0200,67,44,0,BS-1400,23
469672,NK-0200,59,35,0,BS-1400,24
469690,CS-4000,72,27,0,DS-3300,45
469703,NK-0200,59,32,0,BS-1400,27
469708,CS-4000,68,47,0,DS-3300,21
469717,CS-4000,55,42,0,JH-3600,13
469728,MS-0600,12,12,0,,0
469734,MK-1200,70,50,1,,0
469770,TM-3300,70,50,1,,0
469782,TM-3300,66,48,0,EW-0500,18
469794,MK-1200,66,52,0,PT-0400,14
469816,TM-3300,70,50,1,,0
469856,MK-1200,67,38,0,PT-0400,29
469882,TM-3300,59,51,0,EW-0500,8
469895,RL-1300,55,39,0,CH-0400,16
469915,DA-0300,70,50,1,,0
469972,RL-1300,69,47,0,JM-0200,22
469979,DA-0300,71,44,0,LB-0700,27
469987,RL-1300,50,50,0,,0
470001,RL-1300,57,44,0,CH-0400,13
470030,DA-0300,58,58,0,,0
470041,RL-1300,64,49,0,CH-0400,15
470062,RL-1000,67,47,0,EW-0500,20
470076,MK-1200,70,56,0,MG-1000,14
470093,MK-1200,72,57,0,MG-1000,15
470145,MK-1200,68,50,0,TS-3600,18
470147,MK-1200,70,50,1,,0
470155,RL-1000,15,15,0,,0
470162,MK-1200,70,50,1,,0
470179,MK-1200,70,50,1,,0
470224,RL-1000,11,11,0,,0
470226,SS-3100,53,36,0,RV-0100,17
470231,SS-3100,53,42,0,RV-0100,11
470250,SS-3100,64,52,0,JC-5600,12
470267,PD-0200,71,44,0,AB-3500,27
470281,SS-3100,51,48,0,MB-1500,3
470289,SS-3100,48,36,0,RV-0100,12
470301,SS-3100,40,33,0,RV-0100,7
470309,PD-0200,56,47,0,AB-3500,9
470325,SS-3100,46,42,0,JC-5600,4
470348,SS-3100,65,58,0,JC-5600,7
470364,PD-0200,70,50,1,,0
470383,DR-0600,70,49,0,LB-0700,21
470436,DR-0600,70,21,0,LB-0700,49
470458,DR-0600,64,54,0,LB-0700,10
470460,RL-1300,63,35,0,SL-0900,28
470472,DR-0600,72,52,0,LB-0700,20
470482,RL-1300,58,49,0,SL-0900,9
470500,RL-1300,67,47,0,SL-0900,20
470510,DR-0600,67,45,0,LB-0700,22
470534,RL-1300,9,9,0,NB-0800,0
470541,RG-1500,63,42,0,PL-0100,21
470595,RG-1500,56,30,0,PL-0100,26
470614,MC-3000,50,47,0,DM-0200,3
470644,MC-3000,48,20,0,DM-0200,28
470656,MC-3000,70,50,1,,0
470693,PM-0300,70,49,0,MM-0900,21
470710,PM-0300,71,24,0,MM-0900,47
470723,RB-2200,70,55,0,DR-1300,15
470736,PM-0300,75,55,1,,0
470749,RB-2200,69,48,0,DR-1300,21
470762,PM-0300,70,49,0,MM-0900,21
470773,RB-2200,70,48,0,DR-1300,22
470784,RB-2200,66,46,0,DR-1300,20
470793,PM-0300,70,40,0,MM-0900,30
470804,RB-2200,67,30,0,,0
470863,SJ-0300,58,43,0,DM-1200,15
470876,RS-3400,65,47,0,JF-2600,18
470920,SJ-0300,46,41,0,JO-0100,5
470951,SJ-0300,38,38,0,JB-1700,0
470953,RS-3400,67,49,0,JF-2600,18
470971,RS-3400,59,45,0,RC-0800,14
470983,SJ-0300,42,42,0,,0
471004,SJ-0300,67,40,0,DM-1200,27
471012,SJ-0300,59,23,0,DM-1200,36
471040,SG-1100,65,42,0,PC-0600,23
471053,SG-1100,69,49,0,PC-0600,20
471072,SG-1100,64,44,0,PC-0600,20
471116,SG-1100,57,45,0,PC-0600,12
471123,SG-1100,61,44,0,MM-4500,17
471126,DC-0500,71,48,0,BT-0300,23
471136,SG-1100,62,28,0,MM-4500,34
471152,SG-1100,47,36,0,PC-0600,11
471200,DC-0500,50,30,0,,0
471205,GG-0100,65,41,0,DW-1000,24
471227,LT-1100,44,32,0,MS-0800,12
471265,LT-1100,71,50,0,BB-0600,21
471274,GG-0100,41,29,0,JP-2900,12
471278,LT-1100,75,47,0,BB-0600,28
471288,LT-1100,75,54,0,BB-0600,21
471345,GG-0100,70,50,1,,0
471363,BC-3000,76,56,1,,0
471375,BC-3000,68,45,0,BS-1400,23
471421,BC-3000,67,39,0,BS-1400,28
471441,CS-4000,67,30,0,,0
471465,BC-3000,78,58,1,,0
471483,CS-4000,68,38,0,JP-0800,30
471520,JS-1100,69,50,0,SS-1600,19
471528,NR-0100,57,47,0,DK-0300,10
471545,NR-0100,67,37,0,DK-0300,30
471556,JS-1100,66,45,0,SS-1600,21
471563,NR-0100,67,40,0,DK-0300,27
471575,JS-1100,63,37,0,SS-1600,26
471590,JS-1100,61,42,0,SS-1600,19
471600,NR-0100,66,37,0,DK-0300,29
471625,NR-0100,72,45,0,DK-0300,27
471645,NR-0100,75,55,1,,0
471674,TM-3300,69,47,0,MS-3900,22
471684,CB-0700,72,48,0,DH-2400,24
471701,TM-3300,69,52,0,MS-3900,17
471730,CB-0700,66,48,0,DH-2400,18
471755,CB-0700,66,40,0,DH-2400,26
471766,TM-3300,72,3,0,MS-3900,69
471772,CB-0700,64,41,0,DH-2400,23
471785,CB-0700,67,43,0,DH-2400,24
471799,TM-3300,73,53,1,,0
471815,CB-0700,67,40,0,DH-2400,27
471824,NF-0300,60,43,0,JC-1900,17
471844,NF-0300,55,44,0,JC-1900,11
471869,NF-0300,65,51,0,LM-1100,14
471900,NF-0300,45,38,0,CS-3400,7
471902,RL-0900,43,36,0,JC-4100,7
471908,RL-0900,40,32,0,MM-5700,8
471924,NF-0300,68,41,0,CS-3400,27
471952,NF-0300,65,44,0,CS-3400,21
471960,NF-0300,67,41,0,CS-3400,26
471972,DA-0300,69,51,0,BM-0900,18
472010,DA-0300,70,53,0,BM-0900,17
472020,DB-5500,61,41,0,GL-0100,20
472053,DB-5500,64,36,0,GL-0100,28
472092,DA-0300,69,48,0,BM-0900,21
472109,DA-0300,54,38,0,MR-2200,16
472131,DB-5500,65,45,1,,0
472137,JR-1100,67,48,0,AR-1100,19
472164,JR-1100,66,46,0,AR-1100,20
472177,JR-1100,34,34,0,RM-1700,0
472195,JF-0900,70,51,0,TG-0900,19
472219,JF-0900,69,45,0,TG-0900,24
472226,JR-1100,62,35,0,AR-1100,27
472240,JR-1100,62,43,0,AR-1100,19
472248,JR-1100,59,40,0,AR-1100,19
472301,JR-1100,56,42,0,SW-1600,14
472317,SH-0400,62,33,0,CB-3000,29
472348,SH-0400,72,46,0,DS-3300,26
472358,NK-0200,55,35,1,,0
472371,NK-0200,70,40,0,ED-0200,30
472386,NK-0200,70,50,1,,0
472403,NK-0200,68,44,0,ED-0200,24
472405,NK-0200,70,47,0,ED-0200,23
472415,NK-0200,68,43,0,ED-0200,25
472424,NK-0200,71,43,0,CV-0200,28
472437,SH-0400,73,47,0,DS-3300,26
472459,NK-0200,67,-30,0,CV-0200,97
472461,SH-0400,69,28,0,DS-3300,41
472492,SH-0400,10,10,0,,0
472496,JB-7100,66,47,0,LW-0500,19
472505,OM-0100,56,45,0,DA-0900,11
472548,JB-7100,57,33,0,LW-0500,24
472574,OM-0100,68,51,0,DA-0900,17
472590,JB-7100,64,45,0,LW-0500,19
472604,OM-0100,70,54,0,DA-0900,16
472626,OM-0100,65,46,0,DA-0900,19
472652,OM-0100,45,29,0,CA-0200,16
472660,OM-0100,60,60,0,,0
472669,TM-3300,33,33,0,,0
472684,TM-3300,45,27,0,MR-1500,18
472693,OM-0100,72,53,0,DH-2400,19
472707,TM-3300,62,40,0,LW-0500,22
472715,OM-0100,63,51,0,DH-2400,12
472730,OM-0100,67,47,0,DH-2400,20
472745,OM-0100,59,50,0,DH-2400,9
472757,TM-3300,62,49,0,LW-0500,13
472766,OM-0100,73,52,0,RM-3500,21
472783,OM-0100,69,47,0,RM-3500,22
472806,TM-3300,66,46,0,LW-0500,20
472819,GH-0600,65,41,0,LW-0500,24
472836,OM-0100,67,40,0,RM-3500,27
472847,GH-0600,17,17,0,,0
472851,NF-0300,75,55,1,,0
472908,PM-0300,75,49,0,KW-2100,26
472925,PM-0300,74,33,0,AC-2400,41
472937,NF-0300,69,44,0,DR-1300,25
472948,PM-0300,75,57,0,BS-2400,18
472967,NF-0300,70,51,0,DR-1300,19
472981,PM-0300,70,50,1,,0
472998,PM-0300,71,24,0,AC-2400,47
473004,RS-3400,69,40,0,JP-0800,29
473019,BC-3000,56,45,0,DM-1200,11
473037,RS-3400,74,54,1,,0
473073,BC-3000,66,54,0,DM-1200,12
473075,BC-3000,70,50,1,,0
473094,BC-3000,71,47,0,DM-1200,24
473103,BC-3000,78,58,1,,0
473113,BC-3000,60,24,0,DM-1200,36
473136,BC-3000,58,30,0,,0
473147,MC-3000,73,56,0,GL-0100,17
473182,MC-3000,70,50,1,,0
473203,MC-3000,58,44,0,GL-0100,14
473213,DA-0300,70,50,1,,0
473220,DA-0300,62,53,0,SS-1300,9
473227,DA-0300,70,50,0,JS-6200,20
473241,MC-3000,65,41,0,GL-0100,24
473287,DA-0300,63,48,0,CW-3700,15
473300,SS-3100,73,35,0,LW-0700,38
473320,SS-3100,48,38,0,LM-0700,10
473335,BC-3000,65,45,0,AB-3500,20
473339,BC-3000,68,41,0,AB-3500,27
473362,BC-3000,67,44,0,AB-3500,23
473376,BC-3000,65,45,0,AB-3500,20
473389,SS-3100,62,43,0,JP-0800,19
473409,SS-3100,64,47,0,JP-0800,17
473420,SS-3100,72,51,0,LW-0700,21
473440,BC-3000,51,35,0,DJ-1300,16
473453,SS-3100,45,33,0,LM-0700,12
473460,MC-3000,71,48,0,EW-0500,23
473482,MK-1200,71,51,0,JS-6200,20
473498,MC-3000,72,-30,0,EW-0500,102
473500,MK-1200,62,62,0,JS-6200,0
473514,MC-3000,57,35,0,JS-4800,22
473534,MC-3000,50,35,0,BF-0400,15
473542,MK-1200,70,50,1,,0
473556,MC-3000,60,43,0,EW-0500,17
473570,MC-3000,59,43,0,EW-0500,16
473580,MK-1200,9,9,0,,0
473598,MC-3000,67,49,0,EW-0500,18
473610,MC-3000,62,43,0,EW-0500,19
473616,RG-1500,60,46,0,LW-0500,14
473625,RG-1500,67,46,0,LW-0500,21
473651,RG-1500,65,42,0,LW-0500,23
473668,RG-1500,70,50,1,,0
473703,OM-0100,52,52,0,RD-0200,0
473727,RG-1500,62,0,0,LW-0500,62
473736,OM-0100,70,41,0,DM-0200,29
473755,OM-0100,44,44,0,,0
473773,RG-1500,67,44,0,LW-0500,23
473782,OM-0100,7,7,0,,0
473790,OM-0100,17,17,0,,0
473794,SG-1100,65,38,0,AC-2400,27
473824,SG-1100,67,30,0,AC-2400,37
473843,NF-0300,58,43,0,BT-0300,15
473871,NF-0300,58,25,0,BT-0300,33
473875,NF-0300,63,45,0,BT-0300,18
473911,SG-1100,61,45,0,AC-2400,16
473918,NF-0300,71,52,0,BT-0300,19
473945,SG-1100,18,-5,0,AC-2400,23
473949,NF-0300,67,44,0,BT-0300,23
473958,SG-1100,13,13,0,,0
473960,RG-1500,66,54,0,JS-6200,12
473969,MC-3000,41,33,0,KD-0400,8
474005,MC-3000,51,36,0,DM-0200,15
474036,MC-3000,54,30,0,DH-2700,24
474082,RG-1500,64,46,0,JS-6200,18
474103,MC-3000,46,30,0,RD-0200,16
474109,RG-1500,59,45,0,CW-3700,14
474127,NF-0300,59,36,0,AB-3500,23
474146,SS-3100,55,43,0,JC-5400,12
474180,SS-3100,59,59,0,,0
474193,SS-3100,60,37,0,BS-2400,23
474198,SS-3100,45,39,0,RT-2000,6
474207,NF-0300,39,37,0,MS-3400,2
474209,SS-3100,59,60,0,BS-2400,-1
474216,NF-0300,60,42,0,AB-3500,18
474258,JK-0100,49,38,0,JC-5400,11
474270,NF-0300,56,29,0,AB-3500,27
474279,MC-3000,72,34,0,AB-3500,38
474307,MC-3000,71,56,0,AB-3500,15
474310,MC-3000,60,49,0,MM-4800,11
474324,SS-3100,73,45,0,PL-0100,28
474342,MC-3000,64,47,0,AB-3500,17
474351,SS-3100,77,57,1,,0
474353,SS-3100,75,55,1,,0
474366,SS-3100,71,52,0,JN-0900,19
474405,MC-3000,54,36,0,AB-3500,18
474415,SS-3100,61,45,0,PL-0100,16
474427,MC-3000,56,44,0,IR-0100,12
474435,TM-3300,68,41,0,RC-1500,27
474446,MC-3000,73,53,1,,0
474457,MC-3000,72,52,1,,0
474466,TM-3300,79,59,1,,0
474475,MC-3000,67,48,0,DS-3300,19
474491,TM-3300,74,54,1,,0
474497,TM-3300,74,54,1,,0
474514,MC-3000,65,45,1,,0
474525,MC-3000,74,54,1,,0
474541,TM-3300,73,-35,0,RC-1500,108
474543,MC-3000,68,11,0,DS-3300,57
474548,TM-3300,72,52,1,,0
474572,MC-3000,46,39,0,JC-3700,7
474598,JK-0200,8,8,0,,0
474612,MB-3000,70,47,0,DH-2700,23
474623,RG-1500,65,45,1,,0
474635,MB-3000,64,37,0,DH-2700,27
474647,RG-1500,65,45,1,,0
474665,RG-1500,70,50,0,EW-0500,20
474687,RG-1500,65,45,1,,0
474694,RG-1500,66,53,0,EW-0500,13
474706,MB-3000,63,41,0,DH-2700,22
474715,RG-1500,65,45,1,,0
474720,RG-1500,65,45,1,,0
474749,MB-3000,65,45,1,,0
474783,PM-0300,71,25,0,DM-0200,46
474805,BH-0900,70,46,0,JL-1100,24
474811,BH-0900,74,54,1,,0
474817,BH-0900,71,51,1,,0
474837,BH-0900,65,45,1,,0
474853,BH-0900,65,45,1,,0
474860,BH-0900,65,45,1,,0
474863,BH-0900,65,45,1,,0
474914,PM-0300,65,45,1,,0
474933,RL-0900,66,40,0,DM-1200,26
474941,RL-0900,69,44,0,DM-1200,25
474972,RL-0900,73,53,1,,0
474992,RL-0900,60,47,0,JA-2000,13
474998,RL-0900,66,46,0,JA-2000,20
475011,RS-3400,71,50,0,BS-2400,21
475017,RS-3400,65,45,1,,0
475040,RL-0900,65,43,0,JA-2000,22
475052,RL-0900,70,35,0,DM-1200,35
475063,RL-0900,63,49,0,DM-1200,14
475093,JS-1100,65,45,1,,0
475110,JS-1100,65,45,1,,0
475145,JS-1100,74,54,1,,0
475168,RB-2200,73,53,1,,0
475194,JS-1100,74,54,1,,0
475197,RB-2200,72,46,0,DK-0300,26
475209,JS-1100,65,45,1,,0
475235,RB-2200,65,45,1,,0
475250,MN-0800,65,45,1,,0
475268,MN-0800,65,45,1,,0
475284,MN-0800,65,45,1,,0
475298,MN-0800,73,22,0,JC-5600,51
