pid,fum,frcv,fry,forc
210469,AF-0300,CT-1100,0,GW-0300
210473,LS-2100,SK-0500,0,SK-0500
210490,LS-2100,,0,SK-0500
210504,RA-0900,RH-3100,0,RH-3100
210517,AF-1400,MF-1500,0,
210531,LM-0800,LS-2100,0,
210708,KC-2700,MW-0700,9,KA-0200
210711,JB-3800,PT-0600,10,BF-0500
210719,TH-2300,TH-2300,0,ML-1600
210734,IB-0200,TH-2300,0,RH-2900
210824,DD-2000,MP-1300,-1,JJ-5200
210860,SM-0300,DD-2000,-4,
210888,MP-1300,DS-4000,0,RD-0600
210907,ES-1000,,0,DJ-0300
210964,SR-1200,DL-0600,0,AT-0400
210992,KB-1300,JL-1400,0,
211053,JL-1400,KB-1300,0,DB-3300
211085,SR-1200,JS-5500,0,AT-0400
211092,NC-0200,LF-0500,0,CI-0500
211094,HW-0100,,0,NC-0200
211106,AR-0200,AS-0400,0,NC-0200
211223,DB-2600,JH-2100,18,RC-1600
211228,DB-2600,SW-1400,0,
211320,JD-1400,WS-0800,-1,CG-1800
211363,AB-2900,DM-0700,0,JP-2000
211381,NG-0300,TJ-2500,0,TJ-2500
211398,JD-1400,DH-4100,0,WS-0800
211581,CH-4900,SE-0100,0,KG-0400
211614,JP-3200,JP-3200,0,
211667,DR-1300,KH-1600,0,KH-1600
211685,JP-3200,JP-3200,0,
211722,JS-5100,JS-5100,0,
211851,JM-6500,EW-0600,0,DC-1300
211914,CD-1500,RH-1400,0,JE-0600
211971,TB-2300,JE-0600,0,JE-0600
211999,BJ-1300,BJ-1300,0,
212009,MH-2500,TB-0300,0,
212046,MH-2500,EM-1700,0,TB-3400
212127,JS-4400,TK-0200,0,DC-1700
212142,KC-2000,BB-0200,0,DC-3700
212149,KC-2000,JH-3400,0,
212219,KC-2000,KC-2000,0,
212285,KD-0600,JS-4600,0,JS-4600
212337,RH-2900,MW-1900,0,MW-1900
212384,KW-0800,KW-0800,0,IR-0200
212390,MB-0800,MB-0800,0,LJ-0800
212436,MS-0600,MS-0600,0,
212458,AP-1400,MG-0900,0,GW-0600
212467,MT-2400,MB-1200,9,BS-0700
212520,PR-0300,PR-0300,0,
212596,MV-0300,RG-0500,0,CB-3300
212736,SM-3600,SM-3600,0,
212809,IB-0200,DA-0100,-2,JF-1200
212850,SM-1400,,0,JM-3200
212928,JH-1700,KB-2400,39,KB-2400
213191,PR-0100,KU-0100,-2,KW-1400
213353,JR-1300,JR-1300,0,
213354,VT-0200,RT-1400,0,OU-0100
213385,MR-1000,MR-1000,0,RF-1100
213473,JC-2500,TD-2500,0,
213531,DB-3800,DB-3800,0,JF-1200
213627,KR-1100,KR-1100,0,BF-0500
213674,KR-1100,,0,TF-0500
213770,BF-0100,AG-1600,0,
213789,ND-0100,BF-1100,0,KN-0200
213843,NB-0800,TS-1300,0,
213860,ND-0100,MT-0200,0,WO-0100
213884,NB-0800,NB-0800,0,
213906,CA-0100,,0,JS-4900
214118,MV-0300,TP-1700,0,
214170,MB-4800,TH-0300,3,KB-2100
214287,IT-0100,IT-0100,0,
214319,JB-3400,EC-0300,1,SE-0400
214423,PM-0200,JS-0600,0,MV-0400
214442,DR-1300,TB-3400,0,TB-3400
214511,RW-1100,TB-3400,0,RH-1100
214586,LS-1000,FM-0500,0,AW-1800
214605,JP-1200,,0,
214644,FM-0500,,0,BR-1500
214650,DC-4400,DC-4400,0,BD-0700
214724,MV-0300,DW-2500,0,BD-0700
214777,DM-2200,BW-1000,0,
214799,DM-2200,DM-2200,0,BS-2500
214862,JB-3400,MV-0400,1,RC-1900
214914,BR-1100,,0,JG-3400
214966,DG-1200,DG-1200,0,DT-1900
215035,LS-1000,EW-1400,0,RG-0600
215058,TB-2300,DW-0400,0,
215097,BW-1000,,0,
215243,CC-0700,,0,
215272,KC-2000,VW-0200,0,JG-3400
215385,DD-0400,LF-0300,0,CK-0300
215472,DC-0700,LM-1300,0,TS-2900
215540,ML-1700,,0,
215565,JD-1400,DH-4100,-2,WS-0800
215575,AB-2900,RM-0500,0,
215589,NG-0300,CD-2000,0,
215651,KM-0300,FT-0200,0,
215652,JC-5600,MU-0200,0,MW-1900
215692,TD-1400,KR-0300,0,JT-2700
215739,CP-1100,,0,LB-0600
215778,CP-0500,OR-0300,6,CT-1100
215796,RD-1800,RD-1800,0,
215813,ED-0900,ED-0900,0,
215853,BS-0400,BS-0400,0,FB-0800
215861,JH-1700,KB-2800,0,
215894,BF-0100,KE-0200,10,
215927,TF-0400,,0,DB-2800
215949,KK-0400,TH-2200,0,
215959,BF-0100,WW-0400,0,JH-0300
215974,JS-1200,RM-1300,0,AP-0400
216083,BL-0600,KB-1700,0,MT-1900
216120,MH-1600,MP-1000,0,AA-2000
216134,MH-1600,PS-0800,0,RH-1300
216146,CP-0900,CP-0900,0,SK-0500
216168,CP-0900,PS-1000,2,JA-0900
216181,CP-0900,CP-0900,0,
216195,CP-0900,CM-0600,0,DJ-1600
216204,CP-0900,CP-0900,0,
216231,CP-0900,KM-2100,0,
216286,JF-1400,JF-1400,0,
216305,CC-1300,IG-0200,0,CB-0100
216380,GF-0400,RB-3900,0,
216393,TB-1000,JP-3200,0,
216434,WW-0200,TD-1200,0,DW-2900
216474,JP-3200,JT-0900,85,JT-0900
216497,DC-4400,DW-2400,18,
216517,DC-4400,CH-4300,0,SR-0600
216544,MC-1500,,0,DS-1600
216616,MW-2900,NB-0800,0,SQ-0100
216620,JK-1600,MW-2900,0,SQ-0100
216840,TH-1400,IT-0100,8,JF-0500
216873,CR-1200,CR-1200,0,
216884,SM-2400,SM-2400,0,
216922,SM-2400,BO-0300,0,AF-1200
216923,SM-2400,CH-3800,6,JP-3600
216948,DB-2600,BL-0500,0,
216976,PC-0900,PC-0900,0,TK-0300
217068,DB-2600,LP-0600,0,SD-0200
217118,TR-0100,AH-0800,0,LL-1000
217219,KB-0300,TF-0500,0,LL-1000
217297,PR-0100,JJ-0900,0,AO-0300
217299,BB-1900,CH-1600,0,OS-1000
217317,PR-0100,TH-0600,0,LB-0900
217337,KO-0700,KO-0700,0,
217354,AB-3550,JO-0200,0,BA-1500
217371,CP-2100,CP-2100,0,CT-1500
217415,KO-0700,CG-2900,0,CG-2900
217457,KB-1300,KB-1300,0,
217583,AW-2100,RB-3000,15,RM-1400
217659,MV-0300,DW-0400,18,DW-0400
217669,MV-0300,,0,ML-1600
217696,DM-2200,KB-2100,0,
217712,DM-2200,JB-0200,0,PK-0200
217722,MV-0300,ML-1600,0,BD-0700
217738,DW-5200,DW-5200,0,
217800,KW-0500,LL-1000,0,
217802,KW-0500,KW-0500,0,JK-0800
217815,KW-0500,KW-0500,0,
217867,MB-4800,MB-4800,0,
218037,TB-2300,JP-2000,10,MR-2300
218081,BW-0700,DM-3500,0,CG-0200
218247,TW-3200,TW-3200,0,
218252,MB-2000,KK-0100,0,OT-0200
218272,CH-2800,,0,RD-0500
218306,MB-2000,JS-4600,0,JT-2700
218430,MA-1000,JW-3700,0,RG-1200
218479,JP-3200,CC-0600,0,
218499,DW-3300,CS-0300,0,KO-0800
218506,DB-3800,CB-4300,0,IG-0200
218572,AG-1600,MF-0600,0,
218587,RD-1800,RD-1800,0,GJ-0100
218666,TD-1400,RD-1800,0,
218694,BF-0100,BF-0100,0,
218753,DC-0700,JP-3600,0,CH-0100
218907,MJ-2300,MJ-2300,0,
218919,CO-1100,DC-3700,0,
218945,CO-1100,CO-1100,0,
219014,BL-0600,FT-0100,0,RB-3000
219029,BL-0600,MW-2400,0,RM-1400
219091,JS-5200,JS-5200,0,ZT-0100
219098,CM-0600,JS-5200,0,
219137,LC-0800,,0,RH-3100
219175,GF-0400,RB-3900,0,JA-0100
219187,WW-0200,WW-0200,0,
219200,GF-0400,SM-1500,0,SE-0400
219248,DW-5200,DW-5200,0,MA-0200
219275,DM-2200,MD-0900,0,MD-0900
219358,MV-0300,WD-0700,0,
219488,BE-0600,CM-3200,14,JW-1600
219497,MM-5300,JS-1200,0,
219669,JL-1400,KV-0100,0,AW-2000
219708,CB-3600,WD-0500,22,SR-1100
219833,CC-0700,GS-1300,0,
219849,LJ-1500,RS-3200,0,
219851,KC-2000,DJ-1600,0,BS-0700
219972,SP-0300,SS-0700,0,CW-3700
220058,LB-0400,KD-0300,5,RW-3100
220076,DB-2600,DB-2600,0,
220109,DB-2600,DB-2600,0,
220156,AJ-0700,DB-2600,0,
220160,FM-0100,CB-1600,0,NG-0500
220235,JB-8400,FT-0200,0,
220257,AB-2900,WJ-0600,5,
220313,JH-5200,,0,
220316,EM-0200,,0,
220423,RB-4500,RB-4500,0,
220468,DH-0700,RD-0900,0,AC-2500
220481,JL-2800,PK-0200,0,RC-1700
220490,BS-2000,OT-0200,0,JG-0200
220501,BW-0100,BA-1500,0,TP-1000
220505,KO-0700,KO-0700,0,
220552,CP-1100,LB-0900,0,BU-0200
220593,BW-0100,BW-0100,0,
220623,BW-0100,DO-0200,26,KR-0300
220655,WH-0600,RB-0700,4,SQ-0100
220759,BG-1900,BG-1900,0,
220872,TD-1400,LS-2100,0,DF-1900
220926,RW-1100,RW-1100,0,DM-1500
220979,SS-2100,TT-1400,0,
220999,SD-0400,BH-1500,0,ZT-0100
221065,JD-1400,VH-0400,12,LS-0300
221111,AS-3400,AW-1800,0,RO-0700
221288,FM-0100,RO-0700,0,EJ-0300
221368,CP-0900,JS-5200,0,PS-0800
221369,CP-0900,CP-0900,0,RH-1300
221372,BL-0600,JR-1000,33,JA-0100
221392,AP-0400,TC-2700,0,
221396,JM-4800,GS-0900,0,
221428,RW-2400,DB-0900,30,DB-0900
221493,KC-2000,RM-5000,0,MP-0500
221582,CA-1000,,0,JT-3400
221607,LS-1000,DG-1000,0,SS-0700
221695,KF-0200,LF-0500,27,CH-0100
221697,AR-0200,EW-1400,0,
221745,KF-0200,TK-0600,0,CH-0100
221775,TD-2500,TD-2500,0,
221847,JJ-4800,MD-0900,0,MR-2400
221898,TR-0100,TR-0100,0,
221928,PC-0900,PC-0900,0,
221936,AB-0800,DN-0800,0,SF-0800
222020,JJ-0200,JJ-0200,0,
222041,MS-1400,MS-1400,0,JS-1900
222093,JM-2900,RB-2000,4,MB-3100
222214,TC-0100,MH-2000,0,CJ-1600
222270,MF-0300,KB-2400,0,LT-0300
222280,MB-4800,AO-0200,25,KV-0100
222302,MB-4800,PS-0400,41,
222319,MB-4800,AB-0700,0,KB-2400
222404,LT-0600,OU-0100,0,NG-0500
222436,EM-0200,DT-2000,0,
222486,DT-2000,CH-1900,0,DE-0400
222520,CA-0100,,0,DJ-1600
222538,LJ-0900,CB-4300,0,IG-0200
222633,CA-0100,DF-1600,0,
222696,WD-0700,WD-0700,0,
222718,KR-1100,,0,
222731,DC-4400,,0,BS-2500
222767,DC-4400,PK-0200,0,RC-1700
222898,JL-1400,VH-0300,43,DB-0900
222994,CP-0500,CP-1100,0,DR-2600
223110,DC-0700,JT-2700,0,JS-4600
223148,BL-0600,EE-0200,0,AW-1600
223228,RW-2400,,0,LW-0200
223274,MJ-2300,MJ-2300,0,NF-0200
223276,AP-0400,DF-1600,9,AW-1600
223310,RH-2900,KG-1100,0,DW-1400
223321,DM-2200,DM-2200,0,JA-0900
223326,DW-5200,DW-5200,0,
223350,LJ-0900,SR-0300,0,JK-0300
223410,DH-0600,RM-0200,0,ML-0100
223506,BJ-1300,BJ-1300,0,SP-1100
223700,JL-2800,JL-2800,0,DH-4100
223725,KH-2100,KH-2100,0,
223755,KH-2100,TB-3500,5,CG-1800
223814,KC-2700,NG-0500,0,GW-1500
223876,SJ-0200,FR-0100,0,
223937,MF-0300,MF-0300,0,
224070,CW-3700,CC-0700,0,TT-1300
224149,BG-1900,JD-1775,0,KE-0200
224185,MP-1500,EW-1800,0,BK-0600
224262,RC-0700,DR-1000,0,RH-2300
224328,AJ-1200,TF-0600,0,KO-0500
224472,SA-0600,,0,CR-1300
224573,JM-2900,BM-3400,9,BY-0400
224595,MS-1400,DJ-1500,78,TH-0300
224604,KB-0300,EH-0300,0,RK-0700
224655,BL-1200,EG-0800,0,EG-0800
224704,TR-0100,CP-0100,0,BB-2000
224719,FG-0200,QH-0100,0,RT-0200
224746,BF-0100,KM-2800,0,MR-2300
224812,ND-0100,TM-3400,0,
224872,JD-1400,CJ-0900,-2,KG-0400
224918,DF-1400,RK-0700,0,KD-0100
225031,AB-2000,KL-1500,24,TD-0700
225337,JS-4500,JS-4500,0,
225354,TM-1900,TM-1900,0,BG-0700
225358,KH-2100,SW-1400,0,JT-0900
225359,WW-0200,WW-0200,0,
225368,CC-1300,,0,TV-0200
225382,KH-2100,JZ-0200,0,
225392,KH-2100,,0,
225403,RB-3900,TV-0200,0,NC-0200
225429,MB-3400,RM-4000,13,GB-0300
225518,CB-1400,CT-1100,0,CC-5000
225540,KO-0700,OK-0200,0,
225556,KO-0700,CC-5000,0,CC-5000
225591,PC-0900,BP-0700,0,MW-0700
225661,DW-5200,DW-5200,0,
225692,KJ-0700,SB-1700,80,LS-0800
225740,MB-4500,AW-1600,0,
225882,DC-0800,DC-0800,0,
225933,JH-1700,KJ-1100,0,
225942,OM-0400,CR-0500,0,EH-0900
226057,DM-0500,DB-2800,0,DB-2800
226081,ND-0100,ND-0100,0,
226159,EC-0400,KP-0400,8,NC-0700
226194,TB-1900,KG-0400,0,KP-0400
226260,CB-3600,,0,MC-2100
226264,JM-1400,,0,BK-0100
226351,DC-0700,DC-0700,0,AO-0200
226415,TC-2800,TC-2800,0,
226419,JC-5400,BR-1600,0,
226441,JC-5400,JC-5400,0,
226466,MJ-2100,MJ-2100,0,
226499,CB-0300,KP-0300,0,
226537,MP-1300,MP-1300,0,JV-0500
226610,EJ-0200,MA-0200,0,JU-0100
226639,AS-1600,AS-1600,0,DF-1900
226712,AS-1600,LT-0900,0,RM-1400
226788,CJ-1600,CJ-1600,0,IK-0100
226893,SM-1400,JD-0100,0,JB-0300
227002,DW-4100,HN-0200,0,HN-0200
227003,JJ-2900,JJ-2900,0,MP-1000
227048,DW-4100,DW-4100,0,
227059,CP-0500,AA-2000,0,BM-1000
227098,BR-1100,RG-1200,0,SM-2600
227228,DS-3300,TC-1100,0,TC-1100
227237,TD-1400,RL-0600,0,
227258,JC-5600,MU-0200,0,BS-1300
227299,TD-1400,AT-0400,0,TS-3500
227365,AW-2100,AW-2100,0,AM-1600
227425,KH-2100,KH-2100,0,
227428,JM-4800,JM-4800,0,
227484,VT-0200,CM-0600,0,
227524,VT-0200,LF-0300,0,
227581,KO-0700,CC-1500,0,
227626,TJ-2700,KN-0200,0,PW-0900
227723,DB-2600,MS-5300,0,
227758,KJ-0700,NG-0500,28,GW-1500
227784,WP-0500,,0,
227794,DB-2600,RT-1400,0,OU-0100
227805,PB-1000,JF-1200,0,AH-2700
227840,EM-0200,GE-0200,37,LG-0300
227863,BJ-0600,RW-3100,0,RW-3100
227927,DG-2100,DG-2100,0,DF-1600
227981,TB-1000,TB-1000,0,MB-1200
228066,KC-1500,TH-2200,38,EH-0900
228077,JH-1700,KM-2800,0,JP-2000
228084,KJ-1100,KJ-1100,0,KM-2800
228117,JH-1700,AW-0300,6,AW-0300
228121,JR-2600,SS-2100,0,KK-0400
228129,SD-0400,MW-0200,0,TH-2200
228144,MW-2700,KR-0200,0,MM-3400
228223,MB-4500,JA-0900,0,JA-0900
228274,MB-4500,JA-0900,0,JA-0900
228275,TG-1600,TG-1600,0,
228308,RC-0800,SK-0500,80,CH-0300
228338,PH-0600,TG-1300,0,ST-0100
228440,AS-2500,DH-0700,66,MB-2700
228549,EP-0100,EP-0100,0,JC-4400
228695,MS-0600,MS-0600,0,
228771,BL-0600,CN-0100,0,JP-3600
228874,WP-0100,WP-0100,0,AA-2000
228876,TM-0200,RH-1300,0,
229008,GF-0400,WA-0100,33,GS-1100
229013,CC-1300,CC-1300,0,
229022,EG-0400,CC-5200,0,ZT-0100
229034,GF-0400,AM-1500,0,SR-0600
229148,CR-1200,DN-1000,0,
229188,BT-1000,,0,BS-2000
229209,CB-3600,TJ-0800,26,TJ-0800
229237,SA-0600,JS-6400,0,AP-0500
229279,DC-0700,DC-0700,0,
229283,JS-1200,JS-1200,0,
229317,JS-1200,JT-0100,0,JW-1900
229395,DR-1300,MF-1800,0,
229438,EJ-0200,EJ-0200,0,CI-0400
229497,SJ-0200,NH-0300,7,DF-1900
229519,JM-1100,OP-0100,0,RM-1400
229669,GF-0400,RW-2600,0,KB-0900
229767,CB-3600,QH-0100,0,RG-2000
229801,AJ-1200,AJ-1200,0,
229846,CH-2900,RB-2200,0,
229863,BV-0200,KD-0100,0,KD-0100
229907,AW-2100,JO-0500,0,
229953,KO-0700,CB-1400,0,
229967,AW-2100,AW-2100,0,
230190,VH-0200,DC-2200,0,OT-0200
230283,RD-1800,RD-1800,0,
230300,MW-2700,OR-0200,0,MS-4800
230394,PM-0200,MG-1700,0,SO-0500
230465,DC-0700,DD-0400,0,RB-3000
230466,DC-0700,TW-0100,0,DF-1900
230479,DC-0700,MR-0400,37,RM-1400
230506,MM-4800,MM-4800,0,
230546,DC-4400,NB-0800,0,
230556,MM-4800,KG-0400,0,NB-0100
230612,SW-0800,TF-0400,0,
230625,JJ-4000,KP-0400,0,RO-0700
230660,TB-0400,DW-3300,0,DW-3300
230820,CA-0100,JB-8400,5,
230844,KC-2000,BS-2100,0,AC-2500
230920,CC-0700,CC-0700,0,
230932,KH-2100,KM-3000,0,
230934,KC-2000,TV-0200,0,
231089,DB-3800,RO-0100,0,JT-3400
231154,RC-0100,DW-0400,0,SB-1700
231173,DB-2600,AT-0500,0,
231196,JJ-5200,,0,TN-0400
231205,MB-0400,LP-0600,0,KH-1600
231286,JW-4600,JR-1300,0,
231309,MB-0400,MB-0400,0,
231316,DB-2600,,0,DL-1300
231425,BM-0100,WS-0800,-2,JC-5500
231470,DS-3600,AA-1500,0,TJ-0500
231506,AS-1600,AC-1600,0,
231580,AS-1600,PD-0100,0,MW-0800
231600,MH-2500,MH-2500,0,
231645,AS-1600,AS-1600,0,
231673,VT-0200,BS-1500,0,
231687,VT-0200,PK-0200,2,AL-0100
231704,VT-0200,CD-0700,24,RC-1700
231715,MV-0300,BS-4000,0,DR-2000
231738,JV-0500,TL-0500,0,
231770,MV-0300,,0,KR-0500
231941,JD-1400,EH-0400,0,EJ-0300
232009,CP-0500,RJ-1800,0,PL-0200
232102,SW-0800,TF-0400,0,
232225,DB-2600,BB-2000,0,
232239,DB-2600,TT-1600,0,LM-1600
232274,RS-3500,RS-3500,0,BP-0700
232314,DW-3300,,0,
232438,DM-2200,DM-2200,0,
232588,TJ-2700,KE-0200,0,SC-0900
232619,BW-0100,BW-0100,0,CF-0600
232668,DC-0700,,0,CT-1100
232716,TD-1400,RS-1900,3,DP-1500
232733,RD-1800,AP-0500,0,JS-3100
232808,DS-3100,VC-0100,0,
232873,AB-2900,AB-2900,0,
232882,GF-0400,DH-4100,0,DH-4100
232893,AB-2900,AB-2900,0,
232931,GF-0400,WW-0200,0,
232954,EM-0200,KM-1200,0,CC-2600
233023,SM-3600,KC-1100,0,CW-1200
233041,LB-0400,WP-0500,0,RT-1400
233051,CM-3100,CM-3100,0,RC-0800
233078,CC-4300,OU-0100,0,NG-0500
233185,RC-0100,EW-0300,0,JA-0900
233238,TG-1600,SP-1100,0,SM-2600
233255,LT-0600,SO-0300,0,EH-0700
233354,RM-0700,BE-0400,0,
233442,CS-1700,JP-2500,0,BY-0400
233467,AP-0400,MF-1800,0,CC-1800
233669,SM-2400,JC-4400,0,WS-0100
233707,SM-2400,SM-2400,0,
233709,SM-2400,BH-0400,8,TB-2600
233715,KC-2000,RS-3200,0,RL-1200
233805,PP-0300,AS-0400,0,
233853,TM-1900,,0,
233889,TB-2300,LS-0200,0,AS-0400
233907,KH-2100,RC-1900,0,RC-1900
233960,JL-1400,IT-0100,0,DT-1900
233986,RC-1600,RG-1800,0,DC-0900
234064,GW-0400,SM-3200,0,
234182,MH-1600,SL-0800,0,CO-0500
234251,KW-0500,RB-2000,1,LH-1400
234256,AW-2100,DD-1500,0,BS-2000
234312,TH-1100,KK-0100,0,LJ-0800
234340,CP-0500,CP-0500,0,
234341,MS-0500,WD-0500,0,AT-0400
234352,RJ-1800,RJ-1800,0,AT-0400
234371,TP-1000,TP-1000,0,BS-1300
234428,AJ-1200,JP-1700,0,
234454,TD-1400,TL-0100,0,
234576,CB-0900,CB-0900,0,
234581,RL-0400,TP-1600,1,
234600,QM-0500,JH-2100,0,NC-0700
234609,BF-0100,TP-1600,77,BM-1300
234676,JH-2300,CB-0900,0,
234680,MF-0600,MT-0200,0,
234717,VM-0400,VM-0400,0,
234747,PB-0800,PB-0800,0,
234781,AP-0400,AP-0400,0,
234798,DC-0700,BM-1000,0,RM-3800
234850,JW-1900,MR-1000,0,PT-0300
234851,DC-0700,MB-4400,0,BM-1000
234858,DC-0700,DC-0700,0,MP-1000
234874,TG-1600,DB-5800,0,TK-0200
234908,CC-0700,CC-0700,0,
234968,TG-1600,BW-0600,0,TK-0200
234971,KC-2000,,0,
234984,TG-1600,LJ-0900,0,
235065,JG-3800,TD-0200,0,CC-5200
235106,AR-1700,YB-0100,0,
235136,WD-0700,,0,ZT-0100
235172,WW-0200,RH-3100,0,
235246,JH-1700,KW-1400,6,BW-2200
235282,BJ-1400,SC-0900,0,KE-0200
235370,AS-3400,CH-1600,49,LB-0900
235407,KO-0700,WW-0300,0,DS-3100
235443,AS-2500,MG-1500,0,TH-0600
235662,DB-3800,JV-0500,4,JA-0100
235774,JF-1700,CS-2800,0,JP-2500
235780,CP-1500,CP-1500,0,
235850,CW-2200,MR-2300,11,JC-1100
235923,CS-1700,BB-3600,0,MR-2300
235938,DF-1400,,0,SQ-0100
236063,MB-4500,JP-0600,16,TC-2000
236071,DM-2200,,0,
236072,JT-2800,PP-1100,0,
236094,CC-4300,DD-1900,0,BD-0700
236121,RB-3700,,0,CR-1300
236194,TB-2300,TA-1000,0,RB-3000
236199,CD-1500,JD-0400,5,BS-0500
236303,DF-1300,MR-0400,0,RM-1400
236312,SG-0100,VL-0100,0,PK-0200
236320,WD-0700,MR-1600,0,KG-0400
236334,MV-0300,,0,AH-1000
236339,AR-1700,AR-1700,0,
236406,MV-0300,NB-0100,-2,KP-0400
236442,MV-0300,TM-1500,0,
236446,SG-0100,AT-0700,0,JW-1600
236457,RW-2200,NB-0100,20,
236517,TG-1600,JP-3800,46,LF-0300
236520,KH-2100,CH-0300,0,JA-0900
236570,DH-0600,DH-0600,0,RN-0600
236626,WM-0300,JW-3200,0,SK-0500
236694,CM-0600,MM-2400,4,DM-3500
236742,JM-4800,CG-0200,0,RM-0500
236758,BB-2400,BB-2400,0,JP-2000
236814,BW-0100,BJ-1200,0,
236833,BM-0700,BM-0700,0,
236837,BW-0100,JM-2100,0,JM-2100
236844,CP-1500,FG-0200,0,
236886,CP-1500,AS-2700,0,MG-1500
236891,BW-0100,JM-1700,0,
236902,RM-0700,CT-1200,0,
236966,KW-0500,JA-2400,0,
236998,MS-1400,KE-0200,0,CR-0500
237022,ED-0900,ED-0900,0,
237112,PM-0200,,0,LS-0100
237157,MJ-0100,RW-0200,0,
237191,VM-0400,TE-0600,0,RM-1400
237195,JD-0400,VM-0400,0,
237202,DR-1300,DR-1300,0,
237231,PB-0800,PB-0800,0,
237421,WW-0200,WW-0200,0,
237469,RM-3100,EH-0800,7,RC-1900
237529,EH-0800,EH-0800,0,VC-0100
237559,GF-0400,GF-0400,0,
237575,WP-0500,AW-1800,0,
237697,MB-2000,AP-1200,0,KC-1100
237876,RS-2100,FW-0400,0,
237881,KC-2000,BB-0200,0,TP-2300
237894,TB-1000,JC-4400,0,DB-5800
237926,DA-0800,DA-0800,0,
237970,KC-2700,,0,AD-1700
238054,BM-0100,MM-0800,0,RB-0300
238098,SM-3600,SM-3600,0,
238117,MB-4500,DD-1900,0,SR-0600
238140,MB-4500,DW-2400,0,SR-0600
238169,CW-2200,DE-1100,0,JS-0200
238363,AB-3800,BM-1300,9,CH-3800
238455,LG-0500,JP-1200,0,CC-0500
238467,DM-2200,DM-2200,0,
238566,DM-2200,JR-3400,0,GE-0200
238570,MB-0400,MB-0400,0,BD-0700
238601,MS-0200,AM-1500,0,SR-0600
238731,MV-0300,SQ-0100,0,DB-4200
238808,JL-1400,DT-1900,2,AS-1300
238873,TM-0200,BS-1300,0,JJ-2700
238972,JD-1400,JD-1400,0,AB-3300
238998,SS-2100,,0,NV-0100
239036,JD-1400,JD-1400,0,AB-3300
239405,GF-0400,GF-0400,0,
239464,JJ-4800,JM-3200,0,NW-0200
239507,DB-2600,AJ-0700,0,SR-1000
239572,JH-1700,DN-0800,0,GE-0200
239632,JM-4800,RA-0400,0,CS-0300
239638,VT-0200,NF-0200,0,
239676,JP-3200,DS-4700,0,JV-0500
239700,VT-0200,MM-6100,0,IG-0200
239720,VT-0200,VT-0200,0,
239777,TB-2300,CB-1900,0,WS-0800
239913,MM-2800,MM-2800,0,MS-5300
239930,EM-0200,KM-1200,0,JK-0300
239940,MM-2800,MM-2800,0,
239942,EM-0200,TB-0400,0,JK-0300
240010,MM-2800,MM-2800,0,
240099,JL-2800,,0,LC-0300
240109,DS-3300,DS-3300,0,
240115,DB-3800,LN-0200,0,JP-3800
240120,JL-2800,RG-1200,0,
240212,JL-2800,JL-2800,0,SP-1100
240340,RM-0700,JS-1200,0,MM-0800
240368,KD-1400,BB-0500,0,BF-0500
240405,KW-0500,DL-1400,0,BG-1700
240462,SJ-0200,RK-0700,0,OH-0500
240480,KW-0500,KW-0500,0,
240549,JM-1100,AW-1500,0,DB-2300
240666,BL-0600,AO-0200,27,KV-0100
240765,CP-2100,SS-0700,3,TK-0200
240828,RP-0400,RP-0400,0,
240833,CP-2100,BH-0400,0,TW-0900
240885,ZC-0200,ZC-0200,0,LM-0400
240900,MB-4500,DB-5800,0,DB-5800
240906,DC-0700,DC-0700,0,
240963,AJ-0900,EW-0300,0,GW-0600
240980,CS-3700,DW-1400,0,
241027,DH-0600,CB-1800,0,CB-3200
241057,DC-0700,DC-0700,0,CH-0300
241075,BJ-1400,BM-1600,0,AK-0100
241150,SG-0100,VL-0100,0,EH-0400
241158,BJ-1400,KG-0400,0,AK-0100
241348,MA-1000,TN-0400,0,RW-3100
241358,TN-0400,TN-0400,0,
241417,SB-1900,CD-0700,0,AL-0100
241453,JH-1700,JH-1700,0,PK-0200
241547,TD-2200,JD-1775,0,SR-1000
241560,DO-0300,DW-3800,0,RC-1700
241726,KW-0500,RM-3800,0,AA-2000
241728,KH-0400,KH-0400,0,
241789,JD-1400,CK-0300,2,AS-0400
241804,JL-2800,JL-2800,0,MR-2300
241911,KB-1300,JO-0500,0,
241914,CH-2800,MK-0700,0,CM-1200
241921,KB-1300,KB-1300,0,
241976,KB-1300,DP-1600,6,OT-0200
241999,TH-2700,BW-0500,11,CW-2400
242004,DS-0400,AT-0400,0,LJ-1400
242066,TH-2300,TH-2300,0,JB-2600
242130,MC-2100,SJ-0200,0,IB-0200
242199,RF-0500,,0,JB-0100
242343,LJ-0900,TW-0700,5,RS-0900
242345,PP-0300,LM-0200,0,JB-7200
242394,BJ-1400,BJ-1400,0,
242436,TD-1400,DS-1200,1,CM-3300
242454,KR-1100,NS-0700,0,
242470,TD-1400,EH-0400,0,KN-0200
242559,RB-3900,SS-0700,0,SS-0700
242562,KC-2000,BB-0200,0,JT-0900
242710,RB-3900,KM-3000,0,JC-4400
242713,KC-2000,JT-0900,0,DB-3300
242733,LG-0500,ND-0400,0,AK-0100
242747,RL-0400,MW-0700,0,DR-3100
242777,RM-0200,RM-0200,0,
242839,SG-0100,BD-0700,0,MS-1700
242861,TF-0400,SW-0800,0,BD-0700
242875,AT-0700,RM-4400,0,RM-4400
