pid,punter,pgro,pnet,ptb,pr,pry,pfc
400349,SK-0600,49,48,0,JJ-2800,1,0
400380,SK-0600,45,25,1,,0,0
400417,CK-0900,39,30,0,ER-0100,9,0
400461,JF-0800,59,39,1,,0,0
400529,JF-0800,49,47,0,RB-4900,2,0
400534,TM-3300,58,31,0,DH-3200,27,0
400557,JF-0800,39,41,0,RB-4900,-2,0
400563,TM-3300,47,27,1,,0,0
400591,JF-0800,39,39,0,,0,0
400595,TM-3300,37,13,0,DH-3200,24,0
400605,TM-3300,38,38,0,,0,0
400617,DS-1500,41,21,1,,0,0
400623,DZ-0100,43,43,0,MM-4800,0,1
400629,DS-1500,50,24,0,JC-5600,26,0
400633,DZ-0100,52,32,1,,0,0
400664,DZ-0100,32,32,0,MM-4800,0,1
400709,DZ-0100,45,44,0,MM-4800,1,0
400734,DZ-0100,43,43,0,,0,0
400769,JB-0500,32,26,0,CS-2600,6,0
400785,JB-0500,46,46,0,,0,0
400814,DJ-1700,39,39,0,,0,1
400830,DJ-1700,41,21,1,,0,0
400837,JB-0500,44,44,0,,0,0
400858,DJ-1700,46,12,0,CM-3400,34,0
400879,DJ-1700,37,37,0,,0,0
400912,DC-3200,39,39,0,AR-0200,0,0
400923,DC-3200,36,16,1,,0,0
400927,GP-0100,43,43,0,BW-0100,0,0
400944,GP-0100,36,36,0,,0,0
400950,DC-3200,50,39,0,SM-3600,11,0
400954,GP-0100,39,39,0,,0,0
400969,GP-0100,47,37,0,BW-0100,10,0
400973,DC-3200,39,39,0,AR-0200,0,1
401004,DC-3200,26,26,0,AR-0200,0,0
401028,GP-0100,41,41,0,BW-0100,0,1
401032,DC-3200,48,40,0,AR-0200,8,0
401036,GP-0100,5,5,0,,0,0
401043,DC-3200,35,35,0,,0,0
401047,GP-0100,44,39,0,BW-0100,5,0
401058,GP-0100,31,14,0,BW-0100,17,0
401073,SL-0400,58,44,0,DJ-0200,14,0
401077,SR-0800,41,40,0,JH-3700,1,0
401081,SL-0400,59,39,1,,0,0
401086,SR-0800,49,49,0,JH-3700,0,1
401095,SL-0400,47,47,0,,0,0
401112,SR-0800,30,30,0,JH-3700,0,1
401137,SR-0800,35,15,1,,0,0
401170,SR-0800,40,40,0,JH-3700,0,0
401178,SL-0400,45,34,0,DJ-0200,11,0
401182,SR-0800,45,45,0,JH-3700,0,0
401190,SL-0400,58,50,0,DJ-0200,8,0
401194,SR-0800,45,45,0,,0,0
401206,SR-0800,58,56,0,JH-3700,2,0
401210,SL-0400,53,43,0,DJ-0200,10,0
401221,SL-0400,38,38,0,DJ-0200,0,1
401279,JR-3700,54,54,0,,0,0
401285,BG-1100,47,34,0,JF-2800,13,0
401306,JR-3700,32,32,0,,0,0
401315,JR-3700,41,37,0,SB-1400,4,0
401319,BG-1100,39,39,0,JF-2800,0,0
401324,JR-3700,60,40,1,,0,0
401331,BG-1100,54,49,0,JF-2800,5,0
401335,JR-3700,62,26,0,SB-1400,36,0
401348,JR-3700,36,36,0,SB-1400,0,1
401359,BG-1100,54,44,0,JF-2800,10,0
401365,JR-3700,50,26,0,SB-1400,24,0
401369,BG-1100,34,34,0,JF-2800,0,1
401381,JR-3700,45,45,0,SB-1400,0,1
401389,BG-1100,27,27,0,,0,0
401396,RH-2500,35,0,0,JE-0100,35,0
401409,RH-2500,37,36,0,JE-0100,1,0
401420,RH-2500,36,36,0,,0,0
401462,RH-2500,41,38,0,JE-0100,3,0
401474,RH-2500,21,21,0,,0,0
401544,CH-1100,36,36,0,,0,0
401549,RH-2500,38,38,0,WW-0200,0,0
401560,SW-0500,46,46,0,,0,0
401596,BM-3600,37,37,0,JL-1200,0,1
401601,BM-3600,51,51,0,JL-1200,0,0
401612,BM-3600,36,36,0,,0,0
401625,BM-3600,31,31,0,JL-1200,0,0
401631,SW-0500,34,34,0,FJ-0100,0,1
401636,BM-3600,41,41,0,JL-1200,0,0
401640,SW-0500,42,42,0,JR-1200,0,0
401649,BM-3600,44,43,0,JL-1200,1,0
401694,BM-3600,49,49,0,,0,0
401703,SW-0500,49,22,0,FJ-0100,27,0
401723,BM-3600,45,47,0,JL-1200,-2,0
401728,SW-0500,43,43,0,FJ-0100,0,1
401748,MK-1200,51,32,0,DH-2700,19,0
401765,MK-1200,40,40,0,DH-2700,0,1
401771,BM-0700,38,38,0,,0,0
401775,MK-1200,61,28,0,DH-2700,33,0
401787,MK-1200,45,45,0,DH-2700,0,1
401803,BM-0700,30,10,0,EW-0500,20,0
401827,BM-0700,46,46,0,EW-0500,0,1
401834,BM-0700,37,37,0,EW-0500,0,1
401839,MK-1200,40,38,0,DH-2700,2,0
401908,MS-0600,48,47,0,ER-0500,1,0
401915,BK-0700,44,44,0,DS-3300,0,1
401959,MS-0600,46,-25,0,ER-0500,71,0
401974,BK-0700,46,-31,0,DS-3300,77,0
401990,BK-0700,50,30,1,,0,0
402031,MS-0600,57,52,0,ER-0500,5,0
402039,BK-0700,39,19,1,,0,0
402085,BM-0700,45,25,1,,0,0
402099,BM-0700,36,36,0,QC-0400,0,1
402210,BM-0700,36,36,0,,0,0
402214,KH-2600,36,36,0,,0,0
402221,DZ-0100,46,44,0,TW-2700,2,0
402261,DZ-0100,56,50,0,TW-2700,6,0
402342,DZ-0100,44,44,0,TW-2700,0,1
402346,JK-0100,42,33,0,JC-5600,9,0
402350,DZ-0100,39,41,0,TW-2700,-2,0
402359,JK-0100,45,25,1,,0,0
402365,MT-2300,40,40,0,AB-0800,0,1
402370,AL-0500,49,49,0,JJ-3900,0,0
402377,MT-2300,33,33,0,,0,0
402381,AL-0500,52,40,0,JJ-3900,12,0
402396,AL-0500,50,50,0,,0,0
402407,MT-2300,44,44,0,AB-0800,0,0
402419,AL-0500,38,34,0,JJ-3900,4,0
402453,MT-2300,45,45,0,AB-0800,0,1
402458,AL-0500,52,42,0,JJ-3900,10,0
402504,MT-2300,24,24,0,,0,0
402518,MS-0600,63,46,0,BW-0100,17,0
402522,DC-3200,53,33,1,,0,0
402554,DC-3200,50,50,0,,0,0
402573,DC-3200,41,41,0,DS-3300,0,1
402619,MS-0600,57,57,0,BW-0100,0,1
402623,DC-3200,44,26,0,DS-3300,18,0
402637,MS-0600,36,36,0,BW-0100,0,1
402662,DC-3200,-31,-31,0,,0,0
402672,MS-0600,40,40,0,BW-0100,0,1
402679,DC-3200,53,53,0,DS-3300,0,1
402687,CK-0900,44,39,0,SL-0900,5,0
402692,DS-1500,44,44,0,JJ-2800,0,0
402696,CK-0900,35,35,0,SL-0900,0,1
402700,DS-1500,30,30,0,JJ-2800,0,1
402708,CK-0900,19,19,0,,0,0
402725,CK-0900,54,43,0,SL-0900,11,0
402729,DS-1500,45,45,0,JJ-2800,0,1
402748,DS-1500,41,38,0,JJ-2800,3,0
402756,CK-0900,46,46,0,SL-0900,0,1
402797,DS-1500,45,45,0,JJ-2800,0,1
402802,CK-0900,52,52,0,,0,0
402836,DS-1500,43,38,0,JJ-2800,5,0
402889,DJ-2800,51,51,0,JS-3000,0,0
402893,PM-0300,53,43,0,DA-0900,10,0
402897,DJ-2800,37,37,0,TR-1100,0,1
402906,PM-0300,36,36,0,DA-0900,0,1
402910,DJ-2800,46,35,0,TR-1100,11,0
402927,DJ-2800,32,32,0,AF-1000,0,1
402938,DJ-2800,50,50,0,,0,0
402943,PM-0300,50,44,0,DA-0900,6,0
402961,PM-0300,28,28,0,DA-0900,0,1
403023,CH-1100,32,17,0,SS-3000,15,0
403028,DJ-1700,41,41,0,WW-0200,0,1
403040,DJ-1700,43,19,0,WW-0200,24,0
403049,DJ-1700,37,34,0,WW-0200,3,0
403058,DJ-1700,51,40,0,WW-0200,11,0
403064,DJ-1700,25,25,0,WW-0200,0,1
403073,CH-1100,26,26,0,,0,0
403086,CH-1100,48,40,0,SS-3000,8,0
403107,DJ-1700,44,44,0,WW-0200,0,1
403112,CH-1100,29,29,0,,0,0
403122,DJ-1700,30,30,0,WW-0200,0,1
403126,CH-1100,36,30,0,SS-3000,6,0
403130,DJ-1700,24,24,0,WW-0200,0,1
403150,DJ-1700,41,26,0,WW-0200,15,0
403159,CH-1100,53,33,1,,0,0
403171,JB-0500,43,43,0,FJ-0100,0,1
403175,BM-3600,35,32,0,CM-3400,3,0
403184,JB-0500,29,29,0,,0,0
403188,BM-3600,55,57,0,CM-3400,-2,0
403210,BM-3600,46,44,0,CM-3400,2,0
403218,JB-0500,38,38,0,,0,0
403229,JB-0500,49,45,0,FJ-0100,4,0
403236,BM-3600,55,50,0,CM-3400,5,0
403255,BM-3600,38,38,0,CM-3400,0,1
403259,JB-0500,46,36,0,FJ-0100,10,0
403263,BM-3600,37,37,0,,0,0
403276,BM-3600,54,47,0,CM-3400,7,0
403293,JB-0500,46,43,0,FJ-0100,3,0
403315,BM-3600,40,40,0,KM-2600,0,0
403342,SL-0400,49,49,0,JL-1200,0,1
403349,SW-0500,38,38,0,,0,0
403374,SW-0500,45,45,0,JH-3700,0,1
403379,SL-0400,43,43,0,,0,0
403396,SL-0400,61,61,0,JL-1200,0,0
403414,SW-0500,49,50,0,JH-3700,-1,0
403435,SL-0400,61,57,0,JL-1200,4,0
403453,SL-0400,51,51,0,JL-1200,0,1
403501,MM-1900,53,43,0,EW-0500,10,0
403506,MK-1200,51,39,0,PC-0900,12,0
403512,MM-1900,33,33,0,EW-0500,0,1
403516,MK-1200,41,41,0,,0,0
403546,MK-1200,40,38,0,PC-0900,2,0
403568,MM-1900,49,50,0,EW-0500,-1,0
403596,MK-1200,53,64,0,TN-0400,-11,0
403613,MK-1200,45,-28,0,PC-0900,73,0
403648,TM-3300,35,21,0,DB-1800,14,0
403659,BF-0300,33,33,0,LM-1500,0,1
403680,TM-3300,49,35,0,DB-1800,14,0
403714,BF-0300,51,48,0,RB-4900,3,0
403718,TM-3300,53,55,0,TG-0900,-2,0
403744,BF-0300,46,40,0,RB-4900,6,0
403754,BF-0300,51,50,0,RB-4900,1,0
403786,BF-0300,44,40,0,RB-4900,4,0
403800,BF-0300,55,46,0,RB-4900,9,0
403843,JF-0800,44,44,0,SB-1400,0,1
403847,BG-1100,52,52,0,,0,0
403857,BG-1100,47,36,0,DH-3200,11,0
403869,JF-0800,37,37,0,,0,0
403882,BG-1100,45,45,0,KD-1100,0,0
403886,JF-0800,28,28,0,,0,0
403890,BG-1100,41,41,0,DH-3200,0,1
403894,JF-0800,33,33,0,,0,0
403921,JF-0800,35,34,0,SB-1400,1,0
403934,JF-0800,30,30,0,,0,0
403940,BG-1100,48,48,0,,0,0
403957,JF-0800,34,34,0,SB-1400,0,1
403961,BG-1100,51,35,0,DH-3200,16,0
403979,BG-1100,27,27,0,DH-3200,0,1
403985,BG-1100,43,43,0,DH-3200,0,1
404011,HS-0200,41,42,0,DJ-0200,-1,0
404021,SR-0800,30,30,0,AR-0200,0,1
404027,HS-0200,57,28,0,DJ-0200,29,0
404032,SR-0800,27,27,0,AR-0200,0,1
404059,SR-0800,40,40,0,AR-0200,0,0
404068,HS-0200,28,28,0,,0,0
404093,HS-0200,50,30,1,,0,0
404097,SR-0800,46,47,0,SM-3600,-1,0
404101,HS-0200,53,50,0,DJ-0200,3,0
404111,SR-0800,23,23,0,AR-0200,0,1
404118,HS-0200,48,47,0,JM-0200,1,0
404122,SR-0800,25,25,0,,0,0
404126,HS-0200,25,25,0,JM-0200,0,1
404134,SR-0800,49,38,0,AR-0200,11,0
404152,SR-0800,36,36,0,,0,0
404173,MB-2100,40,40,0,,0,0
404180,SK-0600,47,40,0,ER-0500,7,0
404184,MB-2100,37,37,0,CC-0700,0,1
404194,SK-0600,51,31,1,,0,0
404208,MB-2100,30,30,0,CC-0700,0,0
404212,SK-0600,29,29,0,,0,0
404218,MB-2100,33,33,0,CC-0700,0,1
404243,MB-2100,40,37,0,ER-0100,3,0
404278,MB-2100,43,43,0,CC-0700,0,1
404297,MB-2100,31,31,0,CC-0700,0,1
404301,SK-0600,50,52,0,ER-0500,-2,0
404306,MB-2100,53,39,0,CC-0700,14,0
404340,BM-3600,48,37,0,JJ-3900,11,0
404344,MT-2300,39,39,0,FJ-0100,0,1
404348,BM-3600,61,-9,0,JJ-3900,70,0
404355,BM-3600,43,29,0,JJ-3900,14,0
404380,BM-3600,28,28,0,,0,0
404412,BM-3600,56,36,1,,0,0
404430,BM-3600,52,55,0,JJ-3900,-3,0
404482,DZ-0100,50,18,0,DH-2700,32,0
404486,BM-0700,26,26,0,,0,0
404490,DZ-0100,45,45,0,,0,0
404495,BM-0700,39,39,0,JC-5600,0,1
404499,DZ-0100,42,44,0,DH-2700,-2,0
404536,DZ-0100,38,38,0,,0,0
404561,BM-0700,12,12,0,,0,0
404573,BM-0700,50,50,0,,0,0
404578,DZ-0100,48,41,0,DH-2700,7,0
404582,BM-0700,25,25,0,,0,0
404623,DZ-0100,49,49,0,,0,0
404636,MM-1900,51,50,0,JF-2800,1,0
404699,JR-3700,39,28,0,PC-0900,11,0
404727,JR-3700,32,32,0,PC-0900,0,0
404731,MM-1900,51,47,0,NB-0800,4,0
404736,JR-3700,39,16,0,PC-0900,23,0
404752,JR-3700,53,-29,0,PC-0900,82,0
404759,JR-3700,41,41,0,,0,0
404775,JR-3700,38,38,0,PC-0900,0,1
404788,MM-1900,29,29,0,NB-0800,0,1
404798,MM-1900,58,53,0,NB-0800,5,0
404811,NH-0700,52,40,0,DA-0900,12,0
404850,NH-0700,28,28,0,DA-0900,0,1
404858,DJ-2800,42,27,0,DN-1400,15,0
404862,NH-0700,45,45,0,,0,0
404889,DJ-2800,51,51,0,DN-1400,0,0
404893,NH-0700,52,44,0,DA-0900,8,0
404897,DJ-2800,42,42,0,DN-1400,0,1
404901,NH-0700,50,42,0,DA-0900,8,0
404930,DJ-2800,49,29,1,,0,0
404937,NH-0700,45,45,0,,0,0
404945,DJ-2800,39,39,0,,0,0
404949,NH-0700,52,54,0,QB-0300,-2,0
404974,JK-0100,31,28,0,JJ-2800,3,0
404981,CK-0900,55,35,1,,0,0
404985,JK-0100,46,44,0,JJ-2800,2,0
405004,JK-0100,52,32,0,JJ-2800,20,0
405017,JK-0100,37,34,0,JJ-2800,3,0
405032,JK-0100,50,41,0,JJ-2800,9,0
405073,CK-0900,59,51,0,TW-2700,8,0
405106,CK-0900,23,23,0,,0,0
405136,AL-0500,51,51,0,JS-3000,0,0
405141,PM-0300,60,52,0,NC-0200,8,0
405149,PM-0300,43,43,0,,0,1
405153,AL-0500,59,54,0,JS-3000,5,0
405180,AL-0500,52,45,0,JS-3000,7,0
405184,PM-0300,51,39,0,NC-0200,12,0
405189,AL-0500,59,52,0,JS-3000,7,0
405194,PM-0300,57,45,0,NC-0200,12,0
405199,AL-0500,55,51,0,JS-3000,4,0
405206,PM-0300,52,53,0,NC-0200,-1,0
405246,PM-0300,25,22,0,BJ-2200,3,0
405250,AL-0500,54,47,0,JS-3000,7,0
405272,AL-0500,33,33,0,JS-3000,0,1
405278,PM-0300,36,33,0,BJ-2200,3,0
405286,AL-0500,37,37,0,,0,0
405303,SW-0500,47,38,0,DB-1800,9,0
405309,BF-0300,50,42,0,JL-1200,8,0
405315,SW-0500,41,41,0,,0,0
405319,BF-0300,66,53,0,JL-1200,13,0
405329,SW-0500,22,22,0,DB-1800,0,1
405333,BF-0300,59,51,0,JL-1200,8,0
405353,BF-0300,43,43,0,JL-1200,0,1
405358,SW-0500,34,34,0,DB-1800,0,0
405362,BF-0300,53,33,1,,0,0
405366,SW-0500,38,28,0,DB-1800,10,0
405376,SW-0500,35,35,0,,0,0
405388,BF-0300,45,34,0,JL-1200,11,0
405411,SW-0500,37,37,0,DB-1800,0,0
405455,BF-0300,46,41,0,JL-1200,5,0
405485,SL-0400,46,44,0,DS-3300,2,0
405493,MS-0600,35,35,0,,0,0
405497,SL-0400,54,45,0,DS-3300,9,0
405529,SL-0400,69,49,1,,0,0
405551,MS-0600,56,47,0,JH-3700,9,0
405565,MS-0600,34,34,0,JH-3700,0,1
405570,SL-0400,44,38,0,DS-3300,6,0
405633,AP-1800,64,64,0,KK-0100,0,0
405644,BK-0700,50,30,1,,0,0
405650,AP-1800,43,41,0,KK-0100,2,0
405676,BK-0700,55,55,0,,0,0
405689,AP-1800,34,28,0,KK-0100,6,0
405707,AP-1800,41,38,0,KK-0100,3,0
405724,AP-1800,28,28,0,CF-0500,0,1
405738,BK-0700,51,51,0,,0,0
405744,AP-1800,49,45,0,KK-0100,4,0
405753,BK-0700,37,37,0,,0,0
405761,AP-1800,50,50,0,,0,1
405804,BG-1100,46,46,0,CM-3400,0,1
405808,JB-0500,56,53,0,SB-1400,3,0
405813,BG-1100,42,34,0,CM-3400,8,0
405836,JB-0500,41,41,0,SB-1400,0,1
405847,BG-1100,62,43,0,CM-3400,19,0
405852,JB-0500,51,37,0,SB-1400,14,0
405870,JB-0500,57,51,0,SB-1400,6,0
405874,BG-1100,60,42,0,CM-3400,18,0
405885,JB-0500,37,17,1,,0,0
405903,JB-0500,40,39,0,SB-1400,1,0
405953,JF-0800,30,30,0,,0,0
405977,JF-0800,41,41,0,,0,0
405984,SR-0800,57,55,0,DH-3200,2,0
406010,JF-0800,43,13,0,DJ-0200,30,0
406069,SR-0800,46,38,0,CW-1200,8,0
406084,SR-0800,39,39,0,,0,0
406117,MK-1200,35,35,0,LM-1500,0,1
406154,MK-1200,49,39,0,RB-4900,10,0
406179,TM-3300,47,38,0,EW-0500,9,0
406200,MK-1200,32,32,0,RB-4900,0,1
406207,TM-3300,42,42,0,EW-0500,0,1
406284,SP-0500,47,37,0,EW-0500,10,0
406305,SP-0500,53,53,0,,0,0
406314,MK-1200,32,32,0,DH-0700,0,1
406333,SP-0500,50,33,0,EW-0500,17,0
406369,MK-1200,48,50,0,DH-0700,-2,0
406406,MK-1200,46,46,0,,0,0
406454,BM-0700,36,21,0,SB-1400,15,0
406469,BM-0700,32,32,0,SB-1400,0,0
406499,BM-0700,41,38,0,SB-1400,3,0
406522,BG-1100,44,44,0,,0,0
406527,BM-0700,52,54,0,SB-1400,-2,0
406532,BG-1100,33,26,0,DH-2700,7,0
406557,BG-1100,56,54,0,DH-2700,2,0
406579,BG-1100,33,33,0,,0,0
406603,SK-0600,54,34,1,,0,0
406627,SK-0600,48,40,0,QC-0400,8,0
406645,SK-0600,41,41,0,QC-0400,0,1
406653,KH-2600,43,23,1,,0,0
406658,KH-2600,51,51,0,,0,0
406673,KH-2600,48,49,0,CC-0700,-1,0
406679,SK-0600,49,40,0,QC-0400,9,0
406683,KH-2600,43,40,0,ER-0100,3,0
406688,SK-0600,57,49,0,QC-0400,8,0
406726,KH-2600,47,35,0,CC-0700,12,0
406754,MT-2300,42,42,0,TR-1100,0,1
406785,MT-2300,42,42,0,TR-1100,0,1
406803,MT-2300,52,50,0,TR-1100,2,0
406810,PM-0300,28,28,0,JJ-3900,0,1
406857,PM-0300,29,29,0,JJ-3900,0,1
406883,MT-2300,38,32,0,TR-1100,6,0
406907,PM-0300,41,41,0,JJ-3900,0,1
406924,AP-1800,35,35,0,,0,0
406946,DC-3200,70,70,0,,0,0
406961,DC-3200,34,34,0,MT-0900,0,1
406966,AP-1800,37,35,0,DS-0700,2,0
406970,DC-3200,40,40,0,,0,0
406998,DC-3200,59,59,0,,0,0
407008,AP-1800,51,31,1,,0,0
407015,DC-3200,42,42,0,,0,0
407034,DC-3200,36,36,0,MT-0900,0,1
407044,AP-1800,54,34,1,,0,0
407048,DC-3200,45,1,0,MT-0900,44,0
407108,BF-0300,32,32,0,WW-0200,0,1
407118,CH-1100,31,31,0,DB-1800,0,1
407122,BF-0300,51,46,0,WW-0200,5,0
407157,BF-0300,50,50,0,WW-0200,0,1
407203,BF-0300,43,43,0,,0,0
407213,CH-1100,35,35,0,DB-1800,0,1
407222,BF-0300,33,33,0,WW-0200,0,1
407229,CH-1100,38,38,0,DB-1800,0,1
407251,DJ-1700,41,14,0,TW-2700,27,0
407261,DJ-1700,51,45,0,TW-2700,6,0
407292,JK-0100,-10,-41,0,,0,0
407309,DJ-1700,36,36,0,,0,0
407314,JK-0100,35,20,0,CS-2600,15,0
407320,JK-0100,40,40,0,,0,0
407338,JK-0100,50,40,0,CS-2600,10,0
407343,DJ-1700,46,26,1,,0,0
407353,DJ-1700,56,44,0,TW-2700,12,0
407359,JK-0100,45,45,0,CS-2600,0,1
407363,DJ-1700,43,43,0,TW-2700,0,0
407387,JK-0100,32,22,0,CS-2600,10,0
407403,JK-0100,45,26,0,CS-2600,19,0
407408,DJ-1700,23,23,0,,0,0
407428,TM-3300,46,46,0,CM-3400,0,1
407436,JB-0500,36,36,0,RB-4900,0,1
407480,TM-3300,22,22,0,,0,0
407489,JB-0500,32,28,0,RB-4900,4,0
407547,JB-0500,44,44,0,,0,0
407573,TM-3300,48,48,0,,0,0
407680,JR-3700,42,42,0,DN-1400,0,1
407684,NH-0700,55,58,0,NB-0800,-3,0
407701,NH-0700,50,32,0,NB-0800,18,0
407741,JR-3700,32,32,0,DN-1400,0,1
407754,JR-3700,35,35,0,,0,0
407785,MS-0600,40,40,0,DH-3200,0,1
407791,JF-0800,32,32,0,,0,0
407828,MS-0600,33,33,0,DH-3200,0,1
407832,JF-0800,37,37,0,,0,0
407845,JF-0800,30,30,0,DS-3300,0,1
407852,MS-0600,30,30,0,DH-3200,0,1
407857,JF-0800,31,31,0,,0,0
407881,MS-0600,47,34,0,DH-3200,13,0
407895,MS-0600,34,34,0,DH-3200,0,1
407901,JF-0800,46,46,0,,0,0
407930,BK-0700,39,40,0,BJ-2200,-1,0
407953,AL-0500,57,57,0,,0,0
407957,BK-0700,46,46,0,,0,0
407981,BK-0700,35,37,0,BJ-2200,-2,0
407985,AL-0500,60,50,0,AP-0400,10,0
407990,BK-0700,40,40,0,,0,0
408012,AL-0500,53,53,0,AP-0400,0,1
408016,BK-0700,57,57,0,BJ-2200,0,0
408096,MM-1900,33,33,0,,0,0
408114,SR-0800,41,34,0,PC-0900,7,0
408118,MM-1900,35,35,0,DJ-0200,0,1
408124,SR-0800,48,48,0,,0,0
408129,MM-1900,49,49,0,,0,0
408148,MM-1900,57,48,0,DJ-0200,9,0
408194,SR-0800,44,44,0,PC-0900,0,1
408203,MM-1900,45,45,0,DJ-0200,0,1
408262,DS-1500,55,55,0,,0,0
408270,MB-2100,48,28,1,,0,0
408277,DS-1500,43,37,0,ER-0500,6,0
408295,MB-2100,26,26,0,,0,0
408303,DS-1500,40,40,0,ER-0500,0,1
408310,MB-2100,39,39,0,LS-2200,0,1
408331,MB-2100,42,42,0,,0,0
408345,MB-2100,50,36,0,SL-0900,14,0
408349,DS-1500,48,33,0,ER-0500,15,0
408353,MB-2100,24,24,0,,0,0
408360,DS-1500,35,35,0,ER-0500,0,1
408371,MB-2100,40,-3,0,MM-4800,43,0
408395,BM-0700,41,37,0,BJ-2200,4,0
408411,BM-0700,39,39,0,,0,0
408415,AL-0500,46,44,0,DH-2700,2,0
408470,AL-0500,39,39,0,,0,0
408490,AL-0500,33,31,0,DH-2700,2,0
408499,BM-0700,33,33,0,,0,0
408503,AL-0500,39,39,0,,0,0
408518,BM-0700,63,63,0,,0,0
408531,AL-0500,34,14,1,,0,0
408553,JB-0500,53,40,0,EW-0500,13,0
408581,MK-1200,39,19,1,,0,0
408617,JB-0500,43,43,0,EW-0500,0,1
408630,MK-1200,70,70,0,,0,0
408677,JB-0500,34,34,0,,0,0
408694,JB-0500,47,23,0,EW-0500,24,0
408733,DJ-1700,54,54,0,DB-1800,0,0
408737,BF-0300,31,31,0,,0,0
408743,BF-0300,47,35,0,CS-2600,12,0
408750,DJ-1700,30,30,0,,0,0
408777,BF-0300,49,49,0,CS-2600,0,0
408787,DJ-1700,41,34,0,TG-0900,7,0
408799,BF-0300,62,50,0,CS-2600,12,0
408803,DJ-1700,33,33,0,,0,0
408808,BF-0300,53,46,0,CS-2600,7,0
408840,BF-0300,31,31,0,CS-2600,0,1
408844,DJ-1700,47,51,0,DB-1800,-4,0
408915,NH-0700,39,9,0,DR-1200,30,0
408920,CK-0900,58,48,0,DN-1400,10,0
408925,NH-0700,26,26,0,,0,0
408935,NH-0700,42,43,0,DR-1200,-1,0
408948,NH-0700,49,29,0,DR-1200,20,0
408993,CK-0900,48,48,0,DN-1400,0,1
408997,NH-0700,30,30,0,DR-1200,0,1
409003,CK-0900,52,43,0,DN-1400,9,0
409007,NH-0700,52,40,0,DR-1200,12,0
409019,NH-0700,49,49,0,DR-1200,0,1
409040,CK-0900,34,34,0,,0,0
409113,SW-0500,55,49,0,BW-2700,6,0
409139,AP-1800,35,35,0,,0,0
409143,SW-0500,46,46,0,BW-2700,0,1
409147,AP-1800,40,40,0,,0,0
409157,AP-1800,28,26,0,DR-1100,2,0
409177,AP-1800,44,41,0,DR-1100,3,0
409240,DS-1500,55,47,0,QC-0400,8,0
409252,KH-2600,26,26,0,MM-4800,0,1
409258,DS-1500,38,32,0,QC-0400,6,0
409262,KH-2600,42,17,0,SL-0900,25,0
409276,KH-2600,50,45,0,SL-0900,5,0
409302,DS-1500,33,33,0,QC-0400,0,1
409315,DS-1500,40,40,0,QC-0400,0,1
409320,KH-2600,48,48,0,SL-0900,0,1
409348,DS-1500,51,45,0,QC-0400,6,0
409377,DJ-2800,21,21,0,,0,0
409441,TM-3300,37,27,0,DA-0900,10,0
409449,DJ-2800,35,35,0,RB-4900,0,1
409474,DJ-2800,43,30,0,RB-4900,13,0
409488,DJ-2800,45,40,0,RB-4900,5,0
409505,TM-3300,40,20,1,,0,0
409517,TM-3300,35,15,1,,0,0
409533,BK-0700,58,42,0,FJ-0100,16,0
409561,BM-3600,53,35,0,AP-0400,18,0
409574,BM-3600,33,33,0,AP-0400,0,1
409603,BM-3600,45,45,0,AP-0400,0,1
409633,BK-0700,25,25,0,,0,0
409637,BM-3600,36,36,0,AP-0400,0,1
409655,BM-3600,43,31,0,AP-0400,12,0
409681,BK-0700,36,27,0,FJ-0100,9,0
409718,HS-0200,43,43,0,ER-0500,0,1
409728,HS-0200,38,38,0,ER-0500,0,1
409735,MB-2100,45,45,0,SM-3600,0,0
409739,HS-0200,27,27,0,,0,0
409743,MB-2100,51,43,0,SM-3600,8,0
409777,HS-0200,44,44,0,ER-0500,0,1
409787,MB-2100,16,16,0,,0,0
409800,MB-2100,65,65,0,,0,0
409861,SL-0400,37,37,0,DS-0700,0,1
409867,DC-3200,46,43,0,JH-3700,3,0
409871,SL-0400,56,37,0,DS-0700,19,0
409881,SL-0400,40,40,0,DS-0700,0,0
409890,DC-3200,50,51,0,JH-3700,-1,0
409894,SL-0400,52,44,0,DS-0700,8,0
409908,SL-0400,55,54,0,DS-0700,1,0
409920,SL-0400,55,49,0,DS-0700,6,0
409926,DC-3200,40,40,0,JH-3700,0,1
409931,SL-0400,57,55,0,ML-0700,2,0
409935,DC-3200,52,56,0,JH-3700,-4,0
409940,SL-0400,49,49,0,ML-0700,0,1
409976,SL-0400,44,34,0,ML-0700,10,0
409981,SL-0400,36,31,0,ML-0700,5,0
409985,DC-3200,61,61,0,,0,0
410006,SL-0400,50,54,0,ML-0700,-4,0
410013,DC-3200,34,34,0,JH-3700,0,1
410032,JR-3700,33,33,0,SB-1400,0,1
410036,BG-1100,59,48,0,NB-0800,11,0
410040,JR-3700,44,44,0,SB-1400,0,1
410047,BG-1100,51,51,0,,0,0
410051,JR-3700,47,46,0,SB-1400,1,0
410069,BG-1100,56,47,0,NB-0800,9,0
410075,JR-3700,49,49,0,SB-1400,0,0
410079,BG-1100,64,37,0,NB-0800,27,0
410137,JR-3700,49,33,0,SB-1400,16,0
410142,BG-1100,43,43,0,NB-0800,0,1
410172,JR-3700,37,37,0,SB-1400,0,1
410184,JR-3700,39,38,0,SB-1400,1,0
410188,BG-1100,46,46,0,,0,0
