pid,fgxp,fkicker,dist,good
320383,FG,MB-4600,32,1
320425,FG,MB-4600,58,0
320437,XP,MB-4600,20,1
320463,FG,MB-4600,26,0
320476,XP,NR-0100,20,1
320511,XP,RB-2200,20,1
320529,FG,RB-2200,47,1
320553,FG,JK-0200,40,0
320582,FG,RB-2200,53,1
320624,XP,RB-2200,20,1
320633,XP,JK-0200,20,1
320674,XP,RL-0900,20,1
320682,XP,SG-1100,20,1
320726,FG,RL-0900,23,1
320728,XP,SG-1100,20,1
320739,FG,RL-0900,21,1
320757,FG,RL-0900,29,1
320769,XP,SG-1100,20,1
320780,FG,RL-0900,38,1
320801,XP,RL-0900,20,1
320812,XP,RL-0900,20,1
320843,FG,JH-0900,43,1
320852,FG,JE-0200,48,0
320864,FG,JH-0900,53,1
320885,XP,JH-0900,20,1
320902,FG,JH-0900,38,1
320921,XP,JH-0900,20,1
320937,XP,JH-0900,20,1
320967,XP,JH-0900,20,1
320975,XP,JH-0900,20,1
320989,XP,JE-0200,20,1
321030,FG,MC-3000,48,1
321060,FG,MC-3000,36,1
321071,XP,DR-0600,20,1
321099,FG,MC-3000,52,0
321108,XP,MC-3000,20,1
321119,XP,DR-0600,20,1
321125,FG,MC-3000,32,1
321143,XP,MC-3000,20,1
321153,FG,MC-3000,45,1
321158,XP,MC-3000,20,1
321172,FG,OM-0100,46,1
321182,XP,OM-0100,20,1
321187,XP,JC-0900,20,1
321203,FG,JC-0900,30,1
321209,XP,OM-0100,20,1
321211,XP,JC-0900,20,1
321236,XP,OM-0100,20,1
321256,FG,OM-0100,43,0
321261,FG,OM-0100,52,0
321275,XP,OM-0100,20,1
321290,XP,OM-0100,20,1
321307,XP,JC-0900,20,1
321321,FG,OM-0100,34,1
321356,XP,NK-0200,20,1
321364,XP,RL-1300,20,1
321423,FG,RL-1300,57,0
321424,XP,NK-0200,20,1
321432,XP,RL-1300,20,1
321453,XP,RL-1300,20,1
321466,FG,NK-0200,36,1
321481,XP,RL-1300,20,1
321492,XP,RL-1300,20,1
321524,XP,JN-0600,20,1
321535,XP,MA-0700,20,1
321577,XP,MA-0700,20,1
321597,FG,JN-0600,49,1
321607,FG,JN-0600,32,1
321629,FG,MA-0700,33,1
321641,FG,JN-0600,22,1
321662,FG,MA-0700,27,1
321672,XP,MN-0800,20,1
321683,FG,SS-3100,46,1
321700,FG,MN-0800,29,1
321721,XP,MN-0800,20,1
321731,FG,SS-3100,40,1
321743,FG,SS-3100,22,1
321750,FG,MN-0800,54,0
321761,FG,SS-3100,40,1
321827,FG,MN-0800,30,1
321847,FG,SS-3100,46,1
321872,XP,JB-7100,20,1
321890,XP,PD-0200,20,0
321906,XP,JB-7100,20,1
321913,XP,JB-7100,20,1
321933,FG,PD-0200,19,1
321949,XP,PD-0200,20,1
321960,FG,JB-7100,39,1
321991,FG,JB-7100,26,1
322022,FG,JB-7100,22,1
322034,FG,PD-0200,25,1
322054,XP,KB-2300,20,1
322093,XP,KB-2300,20,1
322103,FG,SJ-0300,64,0
322111,FG,KB-2300,40,1
322121,FG,KB-2300,43,0
322131,FG,SJ-0300,22,1
322156,XP,SJ-0300,20,1
322164,XP,KB-2300,20,1
322185,XP,SJ-0300,20,1
322206,FG,AV-0400,50,0
322218,FG,AV-0400,21,1
322233,XP,SG-0800,20,1
322245,FG,AV-0400,25,1
322264,XP,AV-0400,20,1
322293,FG,SG-0800,34,1
322312,XP,AV-0400,20,1
322322,XP,SG-0800,20,1
322335,XP,SG-0800,20,1
322356,XP,NF-0300,20,1
322366,XP,DA-0300,20,1
322377,XP,NF-0300,20,1
322419,XP,NF-0300,20,1
322427,XP,NF-0300,20,1
322438,FG,DA-0300,36,1
322447,XP,NF-0300,20,1
322467,FG,NF-0300,22,1
322483,XP,DA-0300,20,1
322517,XP,JR-1100,20,1
322534,XP,JR-1100,20,1
322542,XP,JR-1100,20,1
322563,XP,JR-1100,20,1
322574,XP,JR-1100,20,1
322577,XP,MS-5200,20,1
322608,FG,JR-1100,22,1
322672,XP,MA-0700,20,1
322723,XP,JK-0200,20,1
322736,FG,JK-0200,29,1
322764,FG,MA-0700,36,1
322778,FG,MA-0700,47,1
322798,FG,JK-0200,31,1
322812,XP,MA-0700,20,1
322826,FG,JF-0900,38,1
322924,XP,JF-0900,20,1
322958,FG,RL-0900,34,1
322987,XP,PD-0200,20,1
322995,FG,JR-1100,28,1
323002,XP,PD-0200,20,1
323013,FG,JR-1100,35,1
323026,XP,PD-0200,20,1
323042,FG,JR-1100,30,1
323068,XP,JR-1100,20,1
323097,XP,PD-0200,20,1
323113,XP,JR-1100,20,1
323130,FG,PD-0200,52,0
323141,FG,JE-0200,44,1
323158,FG,DR-0600,38,1
323190,FG,JE-0200,50,1
323202,FG,DR-0600,36,1
323221,XP,JE-0200,20,1
323224,XP,JE-0200,20,1
323238,FG,DR-0600,39,1
323255,FG,DR-0600,53,0
323263,XP,JE-0200,20,1
323329,XP,JC-0900,20,1
323358,XP,JC-0900,20,1
323378,FG,RB-2200,36,1
323400,XP,JC-0900,20,1
323408,FG,RB-2200,49,1
323425,XP,RB-2200,20,1
323449,XP,JC-0900,20,1
323489,XP,MC-3000,20,1
323523,FG,MC-3000,39,1
323546,FG,MC-3000,24,1
323557,XP,MC-3000,20,1
323573,XP,MC-3000,20,1
323603,XP,MC-3000,20,1
323638,XP,DA-0300,20,1
323660,XP,SS-3100,20,0
323702,FG,DA-0300,53,0
323714,FG,SS-3100,23,1
323743,XP,SS-3100,20,1
323751,XP,DA-0300,20,1
323769,FG,SS-3100,21,1
323781,XP,DA-0300,20,1
323797,XP,OM-0100,20,1
323817,XP,JW-3300,20,1
323838,XP,JW-3300,20,1
323845,FG,JW-3300,49,1
323870,FG,JW-3300,21,1
323881,XP,JW-3300,20,1
323896,XP,JW-3300,20,1
323933,FG,JW-3300,44,1
323986,FG,SG-1100,34,1
324007,FG,SG-1100,19,1
324039,FG,SG-1100,22,1
324055,FG,SG-1100,35,1
324065,FG,SG-1100,35,1
324070,FG,SG-1100,21,1
324076,FG,SG-1100,33,1
324092,XP,MS-5200,20,1
324111,FG,SJ-0300,37,1
324151,FG,RG-1500,32,1
324183,FG,RG-1500,53,0
324240,FG,SJ-0300,52,1
324245,XP,RG-1500,20,1
324257,XP,RG-1500,20,1
324273,XP,NF-0300,20,1
324285,XP,LT-1100,20,1
324300,FG,NF-0300,44,1
324322,XP,LT-1100,20,1
324339,XP,NF-0300,20,1
324343,FG,LT-1100,40,1
324362,XP,NF-0300,20,1
324382,FG,LT-1100,26,1
324390,XP,NF-0300,20,1
324437,XP,JH-0900,20,1
324457,FG,NR-0100,23,1
324483,XP,NR-0100,20,1
324504,XP,NR-0100,20,1
324524,XP,NR-0100,20,1
324536,XP,JH-0900,20,1
324548,XP,NR-0100,20,1
324585,XP,JH-0900,20,1
324590,XP,NK-0200,20,1
324612,FG,NK-0200,33,1
324650,XP,NK-0200,20,1
324665,XP,AV-0400,20,1
324678,FG,AV-0400,42,0
324749,FG,AV-0400,29,0
324775,XP,JB-7100,20,1
324786,FG,JB-7100,20,1
324821,XP,JB-7100,20,1
324839,FG,JB-7100,54,0
324879,XP,JB-7100,20,1
324928,XP,SG-1100,20,1
324941,FG,NR-0100,54,0
324944,XP,NR-0100,20,1
324959,FG,SG-1100,41,1
324966,XP,NR-0100,20,1
324981,FG,SG-1100,38,1
324993,XP,NR-0100,20,1
325002,XP,NR-0100,20,1
325023,XP,SG-1100,20,1
325029,XP,SG-1100,20,1
325039,XP,NR-0100,20,1
325096,FG,MC-3000,49,0
325106,XP,MC-3000,20,1
325113,FG,JK-0200,26,1
325135,XP,MC-3000,20,1
325162,XP,MC-3000,20,1
325177,XP,MC-3000,20,1
325183,FG,MC-3000,49,0
325198,XP,JK-0200,20,1
325234,XP,JK-0200,20,1
325239,FG,MC-3000,47,1
325268,FG,PD-0200,35,0
325285,FG,PD-0200,28,1
325297,XP,PD-0200,20,1
325306,XP,MS-5200,20,1
325326,FG,PD-0200,39,1
325346,XP,MS-5200,20,1
325362,XP,PD-0200,20,1
325369,XP,PD-0200,20,1
325385,FG,MS-5200,34,1
325401,FG,MS-5200,41,1
325412,XP,MS-5200,20,1
325428,FG,MS-5200,47,1
325432,FG,PD-0200,51,1
325443,FG,PD-0200,33,1
325459,FG,AV-0400,49,0
325476,FG,AV-0400,38,0
325488,FG,DR-0600,43,0
325493,FG,DR-0600,47,1
325504,FG,DR-0600,45,0
325516,FG,AV-0400,27,1
325539,XP,AV-0400,20,1
325553,XP,DR-0600,20,1
325592,FG,AV-0400,24,1
325626,FG,JF-0900,47,0
325631,XP,JF-0900,20,1
325647,FG,DA-0300,34,1
325682,XP,DA-0300,20,1
325715,XP,DA-0300,20,1
325747,FG,OM-0100,52,1
325752,XP,KB-2300,20,1
325801,XP,OM-0100,20,1
325808,XP,KB-2300,20,1
325821,FG,KB-2300,36,1
325865,FG,KB-2300,53,1
325886,FG,KB-2300,23,1
325899,XP,RL-1300,20,1
325922,FG,SJ-0300,42,1
325932,FG,RL-1300,30,1
325939,XP,SJ-0300,20,1
325946,FG,SJ-0300,30,1
325952,XP,RL-1300,20,1
325972,FG,SJ-0300,42,1
325983,FG,SJ-0300,49,1
325998,FG,RL-1300,38,1
326021,XP,RL-1300,20,1
326049,FG,SJ-0300,52,1
326073,XP,MN-0800,20,1
326100,FG,MN-0800,25,1
326119,XP,JR-1100,20,1
326144,FG,MN-0800,19,1
326156,FG,JR-1100,37,1
326173,FG,JR-1100,33,1
326192,FG,JR-1100,48,1
326223,FG,MN-0800,28,1
326240,FG,MN-0800,38,1
326253,FG,JS-1100,48,1
326272,XP,JS-1100,20,1
326286,FG,NK-0200,23,1
326297,XP,JS-1100,20,1
326320,XP,NK-0200,20,1
326339,XP,JS-1100,20,1
326378,XP,NK-0200,20,1
326413,XP,MB-4600,20,1
326446,XP,MB-4600,20,1
326496,FG,MB-4600,23,1
326503,XP,MB-4600,20,1
326515,XP,MB-4600,20,1
326548,XP,MA-0700,20,1
326558,FG,NF-0300,51,0
326566,XP,SS-3100,20,1
326596,FG,SS-3100,50,0
326611,XP,NF-0300,20,1
326619,FG,SS-3100,45,1
326650,XP,NF-0300,20,1
326659,FG,SS-3100,39,1
326668,XP,NF-0300,20,1
326674,FG,SS-3100,44,1
326680,XP,NF-0300,20,1
326694,XP,SS-3100,20,1
326749,FG,LT-1100,28,1
326789,XP,LT-1100,20,1
326806,FG,JH-0900,42,1
326818,FG,JH-0900,52,0
326825,FG,LT-1100,46,1
326839,FG,LT-1100,20,1
326859,XP,JH-0900,20,1
326889,XP,JW-3300,20,1
326904,FG,JN-0600,28,1
326931,FG,JW-3300,49,1
327004,FG,JW-3300,35,1
327015,FG,JN-0600,38,1
327028,FG,JN-0600,46,1
327049,XP,RG-1500,20,1
327057,FG,JB-7100,44,0
327064,FG,RG-1500,31,1
327077,XP,JB-7100,20,1
327109,XP,JB-7100,20,1
327121,XP,RG-1500,20,1
327128,FG,JB-7100,40,1
327140,XP,JB-7100,20,1
327170,FG,RG-1500,47,1
327176,FG,JB-7100,23,1
327198,FG,JB-7100,46,1
327217,FG,RG-1500,48,1
327227,XP,SG-0800,20,1
327239,XP,SG-0800,20,1
327250,XP,RL-0900,20,1
327260,XP,SG-0800,20,1
327277,XP,SG-0800,20,1
327300,XP,SG-0800,20,1
327316,XP,SG-0800,20,1
327324,FG,RL-0900,52,1
327336,XP,SG-0800,20,1
327340,XP,SG-0800,20,1
327392,XP,JE-0200,20,1
327398,XP,JE-0200,20,1
327411,XP,RB-2200,20,1
327419,FG,JE-0200,21,1
327438,FG,JE-0200,39,1
327447,FG,RB-2200,56,1
327460,XP,JE-0200,20,1
327471,XP,RB-2200,20,1
327487,FG,RB-2200,37,1
327492,XP,JE-0200,20,1
327541,FG,JH-0900,47,1
327547,FG,JH-0900,41,1
327568,XP,MC-3000,20,1
327585,XP,MC-3000,20,1
327590,FG,JH-0900,45,1
327612,FG,MC-3000,20,1
327621,XP,MC-3000,20,1
327635,FG,JH-0900,52,1
327645,XP,MC-3000,20,1
327658,FG,MC-3000,20,1
327670,XP,JH-0900,20,1
327682,XP,JH-0900,20,1
327695,FG,MC-3000,26,1
327715,XP,NF-0300,20,1
327748,XP,NF-0300,20,1
327762,XP,NF-0300,20,1
327776,FG,MN-0800,40,1
327803,FG,NF-0300,46,1
327823,FG,NF-0300,27,1
327836,XP,NF-0300,20,1
327872,FG,MA-0700,34,1
327882,XP,MA-0700,20,1
327899,XP,AV-0400,20,1
327906,FG,MA-0700,30,1
327919,XP,AV-0400,20,1
327930,XP,AV-0400,20,1
327966,XP,AV-0400,20,1
327978,FG,AV-0400,24,1
328022,XP,JS-1100,20,1
328041,FG,JS-1100,46,1
328053,FG,JS-1100,33,1
328066,XP,RL-0900,20,1
328085,FG,JS-1100,22,1
328101,FG,JS-1100,23,1
328115,XP,RL-0900,20,1
328125,FG,JS-1100,20,1
328152,XP,JS-1100,20,1
328160,XP,JS-1100,20,1
328190,FG,RG-1500,24,1
328202,FG,JE-0200,23,1
328214,XP,JE-0200,20,1
328233,FG,RG-1500,44,1
328256,FG,JE-0200,22,1
328265,XP,RG-1500,20,1
328289,XP,JE-0200,20,1
328291,XP,RG-1500,20,1
328294,XP,JE-0200,20,1
328310,XP,JE-0200,20,1
328325,XP,RG-1500,20,1
328346,XP,RG-1500,20,1
328357,FG,RG-1500,39,1
328386,XP,KB-2300,20,1
328407,XP,PD-0200,20,1
328415,FG,KB-2300,41,1
328424,FG,KB-2300,46,0
328437,XP,PD-0200,20,1
328459,FG,PD-0200,25,1
328493,FG,PD-0200,27,1
328502,XP,PD-0200,20,1
328514,XP,KB-2300,20,1
328525,XP,RL-1300,20,1
328537,XP,LT-1100,20,1
328553,XP,RL-1300,20,1
328575,XP,RL-1300,20,1
328590,FG,RL-1300,46,1
328618,FG,LT-1100,48,1
328635,FG,RL-1300,26,1
328648,XP,RL-1300,20,1
328652,XP,RL-1300,20,1
328671,XP,LT-1100,20,1
328721,FG,JK-0200,45,1
328746,XP,OM-0100,20,1
328757,FG,OM-0100,46,1
328770,FG,JK-0200,29,1
328776,FG,OM-0100,57,0
328787,XP,OM-0100,20,1
328799,XP,OM-0100,20,1
328812,XP,OM-0100,20,1
328859,FG,SJ-0300,25,1
328871,XP,DR-0600,20,1
328893,FG,SJ-0300,54,1
328905,FG,DR-0600,30,1
328949,XP,SJ-0300,20,1
328960,XP,DR-0600,20,1
328974,FG,DR-0600,33,0
328978,XP,SJ-0300,20,1
329018,XP,JW-3300,20,1
329020,XP,JB-7100,20,1
329029,FG,JB-7100,46,0
329040,XP,JW-3300,20,1
329059,FG,JW-3300,23,1
329102,FG,JB-7100,33,1
329123,XP,JB-7100,20,1
329154,XP,JB-7100,20,1
329165,FG,JB-7100,52,0
329192,XP,SG-1100,20,1
329211,FG,SG-1100,26,0
329224,FG,RB-2200,28,1
329237,XP,SG-1100,20,1
329247,FG,RB-2200,23,1
329263,XP,SG-1100,20,1
329274,XP,SG-1100,20,1
329297,XP,SG-1100,20,1
329341,XP,MB-4600,20,1
329352,FG,MB-4600,35,1
329373,FG,MB-4600,27,1
329382,FG,MB-4600,48,1
329394,FG,SS-3100,43,1
329414,FG,MB-4600,39,1
329425,XP,SS-3100,20,1
329460,FG,SS-3100,38,1
329501,XP,NR-0100,20,1
329527,XP,JN-0600,20,1
329538,FG,JN-0600,19,1
329543,XP,JN-0600,20,1
329552,XP,NR-0100,20,1
329573,FG,JN-0600,55,0
329576,XP,NR-0100,20,1
329596,XP,JN-0600,20,1
329619,XP,NR-0100,20,1
329641,XP,JN-0600,20,1
329649,FG,NR-0100,19,1
329672,FG,NR-0100,32,0
329723,FG,NK-0200,27,1
329731,XP,MS-5200,20,1
329740,XP,NK-0200,20,0
329748,FG,NK-0200,46,1
329763,XP,NK-0200,20,1
329767,FG,NK-0200,41,1
329776,XP,NK-0200,20,1
329789,XP,MS-5200,20,1
329814,FG,NK-0200,41,1
329843,XP,SG-0800,20,1
329859,XP,DA-0300,20,1
329871,XP,SG-0800,20,1
329881,XP,DA-0300,20,1
329898,FG,SG-0800,23,1
329908,XP,DA-0300,20,1
329921,XP,SG-0800,20,1
329950,FG,SG-0800,32,0
329961,XP,DA-0300,20,1
329989,XP,SG-0800,20,1
330098,FG,JR-1100,44,0
330134,FG,JR-1100,24,1
330147,FG,MC-3000,47,1
330155,FG,NF-0300,26,1
330168,FG,NF-0300,51,1
330174,XP,NF-0300,20,1
330180,XP,MC-3000,20,1
330186,XP,NF-0300,20,1
330199,XP,NF-0300,20,1
330224,XP,MC-3000,20,1
330247,XP,MC-3000,20,1
330275,XP,NF-0300,20,1
330283,FG,MC-3000,52,1
330293,FG,NF-0300,25,1
330315,XP,JW-3300,20,1
330331,XP,JW-3300,20,1
330373,XP,JW-3300,20,1
330406,FG,MA-0700,41,1
330453,XP,MA-0700,20,1
330476,XP,JW-3300,20,1
330500,FG,SS-3100,27,1
330519,FG,SS-3100,28,1
330556,FG,SS-3100,33,1
330569,FG,RL-0900,38,1
330581,XP,SS-3100,20,1
330594,FG,RL-0900,43,1
330606,FG,RL-0900,24,1
330620,FG,RL-0900,33,1
330642,FG,RL-0900,36,1
330662,XP,RL-1300,20,1
330674,FG,JH-0900,37,1
330687,XP,RL-1300,20,1
330693,XP,JH-0900,20,1
330695,XP,RL-1300,20,1
330712,XP,RL-1300,20,1
330725,XP,RL-1300,20,1
330738,XP,RL-1300,20,1
330798,XP,KB-2300,20,1
330814,XP,RB-2200,20,1
330860,FG,KB-2300,45,1
330867,FG,RB-2200,53,0
330882,XP,RB-2200,20,1
330903,XP,RB-2200,20,1
330913,XP,KB-2300,20,1
330921,XP,RB-2200,20,1
330937,FG,KB-2300,50,1
330970,XP,AV-0400,20,1
330981,FG,JS-1100,46,0
330991,XP,AV-0400,20,1
331009,XP,JS-1100,20,1
331026,XP,AV-0400,20,1
331042,XP,JS-1100,20,1
331065,FG,JS-1100,47,1
331074,XP,AV-0400,20,1
331114,XP,MN-0800,20,1
331125,FG,JF-0900,53,1
331144,FG,JF-0900,44,1
331150,FG,MN-0800,29,1
331162,XP,JF-0900,20,1
331171,XP,MN-0800,20,1
331190,FG,MN-0800,40,1
331214,FG,MN-0800,35,1
331227,XP,MN-0800,20,1
331235,FG,MN-0800,26,1
331254,XP,MN-0800,20,1
331273,FG,JC-0900,38,1
331285,FG,NK-0200,25,1
331312,FG,NK-0200,45,0
331323,XP,JC-0900,20,1
331330,XP,NK-0200,20,1
331356,XP,NK-0200,20,1
331399,XP,NK-0200,20,1
331435,XP,JB-7100,20,1
331442,XP,DA-0300,20,1
331454,XP,JB-7100,20,1
331462,FG,DA-0300,31,1
331476,FG,JB-7100,40,0
331482,XP,JB-7100,20,1
331488,XP,DA-0300,20,1
331517,XP,DA-0300,20,1
331531,XP,JB-7100,20,1
331539,FG,DA-0300,48,0
331631,FG,JK-0200,19,1
331648,XP,JK-0200,20,1
331656,XP,JK-0200,20,1
331687,XP,JN-0600,20,1
331697,XP,JN-0600,20,1
331707,XP,JK-0200,20,1
331728,XP,JK-0200,20,1
331772,FG,MB-4600,27,1
331783,FG,MB-4600,53,0
331789,XP,OM-0100,20,1
331797,XP,MB-4600,20,1
331812,FG,MB-4600,31,1
331823,XP,OM-0100,20,1
331848,XP,MB-4600,20,1
331865,XP,OM-0100,20,1
331912,XP,MB-4600,20,1
331926,XP,NR-0100,20,1
331940,XP,NR-0100,20,1
331950,FG,PD-0200,37,1
331982,XP,PD-0200,20,1
332025,XP,NR-0100,20,1
332037,FG,NR-0100,33,1
332052,FG,PD-0200,22,1
332065,FG,NR-0100,19,1
332092,XP,SJ-0300,20,1
332107,XP,JE-0200,20,1
332125,FG,SJ-0300,58,0
332146,XP,SJ-0300,20,1
332161,FG,SJ-0300,38,1
332168,XP,SJ-0300,20,1
332176,FG,JE-0200,29,1
332183,FG,SJ-0300,35,0
332189,FG,JE-0200,44,1
332204,XP,JE-0200,20,1
332211,FG,SJ-0300,44,1
332226,XP,SJ-0300,20,1
332257,XP,RG-1500,20,1
332293,XP,LT-1100,20,1
332310,FG,RG-1500,35,1
332329,FG,RG-1500,46,1
332342,FG,RG-1500,41,1
332395,XP,LT-1100,20,1
332410,XP,LT-1100,20,1
332438,XP,SG-1100,20,1
332466,FG,SG-1100,43,0
332478,XP,JR-1100,20,1
332484,FG,JR-1100,21,1
332506,XP,JR-1100,20,1
332531,FG,SG-1100,24,1
332543,XP,JR-1100,20,1
332602,FG,SG-0800,21,1
332624,XP,MS-5200,20,1
332641,FG,MS-5200,29,1
332654,XP,SG-0800,20,1
332681,XP,MS-5200,20,1
332694,XP,SG-0800,20,1
332704,XP,MS-5200,20,1
332719,FG,SG-0800,38,1
332750,XP,SG-0800,20,1
332783,FG,RG-1500,48,0
332790,FG,SS-3100,47,0
332805,FG,SS-3100,37,0
332843,XP,SS-3100,20,1
332853,XP,SS-3100,20,1
332871,FG,RG-1500,30,1
332880,XP,RG-1500,20,1
332895,FG,SS-3100,23,1
332911,FG,RG-1500,22,1
332921,XP,SS-3100,20,1
332937,FG,RG-1500,21,1
332968,XP,JS-1100,20,1
332988,FG,JK-0200,49,1
333001,FG,JS-1100,21,1
333017,FG,JK-0200,39,1
333030,XP,JS-1100,20,1
333051,FG,JS-1100,20,1
333058,XP,JS-1100,20,1
333075,XP,JS-1100,20,1
333093,FG,JS-1100,33,1
333116,FG,NF-0300,50,0
333123,XP,JH-0900,20,1
333141,FG,JH-0900,19,1
333148,XP,NF-0300,20,1
333157,FG,JH-0900,36,1
333174,XP,JH-0900,20,1
333183,XP,NF-0300,20,1
333213,XP,JH-0900,20,1
333225,XP,NF-0300,20,1
333234,FG,JH-0900,35,0
333268,XP,NF-0300,20,1
333281,XP,RL-0900,20,1
333301,XP,RL-0900,20,1
333305,XP,RL-0900,20,1
333309,XP,JF-0900,20,1
333318,FG,RL-0900,51,1
333334,XP,RL-0900,20,1
333374,XP,JF-0900,20,1
333388,FG,JF-0900,41,1
333393,FG,RL-0900,46,0
333408,XP,RL-0900,20,1
333454,XP,DA-0300,20,1
333492,FG,LT-1100,19,1
333523,FG,LT-1100,23,1
333532,FG,DA-0300,29,1
333556,XP,LT-1100,20,1
333568,FG,LT-1100,23,1
333582,FG,DA-0300,39,1
333605,FG,DA-0300,57,0
333654,XP,MC-3000,20,1
333662,XP,MC-3000,20,1
333673,FG,MC-3000,43,0
333679,XP,SJ-0300,20,1
333691,FG,MC-3000,44,1
333699,XP,MC-3000,20,1
333707,FG,SJ-0300,44,0
333713,XP,MC-3000,20,1
333729,FG,MC-3000,52,0
333745,XP,MC-3000,20,1
333776,FG,JR-1100,23,1
333787,XP,SG-0800,20,1
333794,XP,SG-0800,20,1
333801,XP,JR-1100,20,1
333810,FG,SG-0800,48,0
333824,FG,JR-1100,44,1
333834,FG,SG-0800,42,1
333848,XP,SG-0800,20,1
333865,XP,SG-0800,20,1
333889,FG,SG-0800,28,1
333931,FG,RB-2200,44,1
333975,FG,RB-2200,29,0
333996,FG,NK-0200,20,1
334010,XP,RB-2200,20,1
334023,XP,RB-2200,20,1
334041,XP,NK-0200,20,1
334068,XP,NK-0200,20,1
334112,XP,SG-1100,20,1
334135,FG,SG-1100,27,1
334142,FG,JW-3300,40,0
334168,XP,JW-3300,20,1
334185,FG,SG-1100,38,1
334195,FG,SG-1100,32,1
334222,FG,JW-3300,50,1
334231,FG,SG-1100,46,1
334263,XP,KB-2300,20,1
334283,XP,MB-4600,20,1
334298,XP,KB-2300,20,1
334317,XP,KB-2300,20,1
334323,XP,MB-4600,20,1
334354,XP,KB-2300,20,1
334410,FG,JB-7100,23,1
334429,XP,JB-7100,20,1
334437,FG,NR-0100,50,0
334442,XP,JB-7100,20,1
334453,XP,JB-7100,20,1
334469,XP,NR-0100,20,1
334477,FG,JB-7100,41,1
334518,XP,NR-0100,20,1
334533,XP,JB-7100,20,1
334548,XP,JB-7100,20,0
334556,XP,NR-0100,20,1
334570,XP,RL-1300,20,1
334592,FG,RL-1300,48,1
334609,XP,RL-1300,20,1
334627,FG,RL-1300,46,1
334635,XP,RL-1300,20,1
334669,XP,JN-0600,20,1
334787,XP,PD-0200,20,1
334796,FG,MN-0800,35,1
334803,XP,PD-0200,20,1
334827,FG,MN-0800,41,1
334839,FG,PD-0200,49,1
334881,FG,MN-0800,38,1
334886,XP,PD-0200,20,1
334892,FG,MN-0800,35,1
334902,XP,JE-0200,20,1
334916,XP,JE-0200,20,1
334955,XP,JC-0900,20,1
334964,XP,JE-0200,20,1
334975,FG,JE-0200,37,1
334992,FG,JE-0200,37,1
335003,XP,JE-0200,20,1
335011,XP,JE-0200,20,1
335059,XP,AV-0400,20,1
335067,XP,AV-0400,20,1
335079,XP,AV-0400,20,1
335095,XP,AV-0400,20,1
335097,XP,MS-5200,20,1
335112,XP,AV-0400,20,1
335133,XP,AV-0400,20,1
335193,XP,MS-5200,20,1
335228,XP,OM-0100,20,1
335235,XP,MA-0700,20,1
335250,FG,OM-0100,23,1
335272,XP,OM-0100,20,1
335293,XP,OM-0100,20,1
335297,XP,OM-0100,20,1
335335,XP,MA-0700,20,1
335348,FG,OM-0100,36,1
335366,XP,KB-2300,20,1
335404,FG,JE-0200,41,1
335410,FG,KB-2300,41,1
335419,FG,JE-0200,47,1
335458,XP,KB-2300,20,1
335471,XP,JE-0200,20,1
335482,XP,KB-2300,20,1
335496,XP,KB-2300,20,1
335545,XP,JN-0600,20,1
335556,FG,SG-1100,24,1
335567,XP,SG-1100,20,1
335579,XP,JN-0600,20,1
335594,FG,JN-0600,29,1
335610,FG,JN-0600,38,1
335620,FG,SG-1100,35,1
335656,XP,NR-0100,20,1
335670,XP,MG-1200,20,1
335690,XP,MG-1200,20,1
335700,XP,NR-0100,20,1
335721,XP,MG-1200,20,1
335732,FG,NR-0100,54,0
335742,XP,MG-1200,20,1
335755,XP,NR-0100,20,1
335766,FG,MG-1200,31,1
335778,FG,NR-0100,26,1
335802,XP,MB-4600,20,1
335822,FG,MA-0700,33,1
335824,XP,MB-4600,20,1
335845,FG,MB-4600,33,1
335865,XP,MB-4600,20,1
335880,FG,MB-4600,28,1
335901,FG,MB-4600,34,1
335927,XP,MB-4600,20,1
335952,FG,MS-5200,27,1
335986,FG,MS-5200,39,1
336001,FG,JF-0900,23,1
336012,XP,MS-5200,20,1
336020,FG,MS-5200,50,0
336041,XP,JF-0900,20,1
336062,FG,JF-0900,22,1
336090,FG,JF-0900,29,1
336102,FG,MS-5200,18,1
336115,FG,MS-5200,44,0
336139,FG,PD-0200,35,1
336188,FG,PD-0200,49,1
336282,XP,MC-3000,20,1
336302,XP,JW-3300,20,1
336308,XP,MC-3000,20,1
336318,XP,JW-3300,20,1
336335,FG,MC-3000,44,1
336361,FG,MC-3000,50,1
336374,XP,MC-3000,20,1
336390,FG,JW-3300,48,0
336399,FG,MC-3000,25,1
336424,FG,MC-3000,46,1
336448,FG,JS-1100,36,1
336478,XP,JR-1100,20,1
336511,XP,JS-1100,20,1
336538,XP,JS-1100,20,0
336545,XP,JS-1100,20,0
336562,XP,JR-1100,20,1
336589,XP,JS-1100,20,1
336612,XP,SG-0800,20,1
336635,FG,SG-0800,26,1
336650,XP,MN-0800,20,1
336668,XP,SG-0800,20,1
336729,FG,MN-0800,33,1
336739,FG,SG-0800,34,1
336747,FG,MN-0800,35,0
336775,FG,JK-0200,37,0
336875,FG,JK-0200,53,1
336885,FG,JB-7100,23,1
336896,FG,JK-0200,37,1
336907,XP,JK-0200,20,1
336915,XP,JB-7100,20,1
336926,XP,RB-2200,20,1
336963,XP,JC-0900,20,1
336975,FG,RB-2200,37,1
336993,XP,JC-0900,20,1
337013,FG,RB-2200,37,1
