GameID,Season,Week,Visiting,Home,OverUnder,Spread,VisitingPoints,HomePoints
570,2002,4,NYJ,JAC,41.5,3,3,28
571,2002,4,MIA,KC,44,-3,30,48
572,2002,4,TEN,OAK,43.5,7,25,52
573,2002,4,HOU,PHI,35,19.5,17,35
574,2002,4,CLE,PIT,43,6,13,16
575,2002,4,NE,SD,41,-3,14,21
576,2002,4,DAL,STL,44,12,13,10
577,2002,4,MIN,SEA,44,3,23,48
578,2002,4,DEN,BAL,35.5,-7,23,34
579,2002,5,TB,ATL,39,-1,20,6
580,2002,5,OAK,BUF,53,-3,49,31
581,2002,5,ARI,CAR,36,3.5,16,13
582,2002,5,NYG,DAL,35,0,21,17
583,2002,5,SD,DEN,40.5,5,9,26
584,2002,5,CIN,IND,43.5,13.5,21,28
585,2002,5,PHI,JAC,41.5,-3,25,28
586,2002,5,NE,MIA,43.5,3,13,26
587,2002,5,PIT,NO,43,3,29,32
588,2002,5,KC,NYJ,45,-2.5,29,25
589,2002,5,STL,SF,40.5,7,13,37
590,2002,5,WAS,TEN,45,5,31,14
591,2002,5,BAL,CLE,36,6.5,26,21
592,2002,5,GB,CHI,44,1.5,34,21
593,2002,6,PIT,CIN,41.5,-6,34,7
594,2002,6,CAR,DAL,34,2,13,14
595,2002,6,BUF,HOU,44,-7.5,31,24
596,2002,6,BAL,IND,44,6.5,20,22
597,2002,6,DET,MIN,49,4.5,24,31
598,2002,6,GB,NE,48,5.5,28,10
599,2002,6,ATL,NYG,35,5.5,17,10
600,2002,6,KC,SD,46.5,3,34,35
601,2002,6,OAK,STL,48.5,-8,13,28
602,2002,6,CLE,TB,36,7,3,17
603,2002,6,JAC,TEN,43.5,-2,14,23
604,2002,6,NO,WAS,46,-1,43,27
605,2002,6,MIA,DEN,41,3.5,24,22
606,2002,6,SF,SEA,42.5,-3,28,21
607,2002,7,DAL,ARI,36.5,3.5,6,9
608,2002,7,CAR,ATL,36,5,0,30
609,2002,7,JAC,BAL,39,1.5,10,17
610,2002,7,HOU,CLE,36,9,17,34
611,2002,7,CHI,DET,45,-3,20,23
612,2002,7,WAS,GB,48,7.5,9,30
613,2002,7,DEN,KC,49.5,-3,37,34
614,2002,7,BUF,MIA,47,4,23,10
615,2002,7,SF,NO,50.5,2.5,27,35
616,2002,7,MIN,NYJ,48,3,7,20
617,2002,7,SD,OAK,45.5,7,27,21
618,2002,7,TB,PHI,37,3.5,10,20
619,2002,7,SEA,STL,44.5,5,20,37
620,2002,7,IND,PIT,46,4,10,28
621,2002,8,PIT,BAL,37.5,-2,31,18
622,2002,8,DET,BUF,49.5,7,17,24
623,2002,8,TB,CAR,32,-8,12,9
624,2002,8,TEN,CIN,41.5,-5,30,24
625,2002,8,SEA,DAL,37.5,2.5,17,14
626,2002,8,HOU,JAC,38,10.5,21,19
627,2002,8,OAK,KC,56,-2.5,10,20
628,2002,8,CHI,MIN,44.5,1,7,25
629,2002,8,DEN,NE,45,3,24,16
630,2002,8,ATL,NO,46,4,37,35
631,2002,8,CLE,NYJ,41.5,3,24,21
632,2002,8,ARI,SF,40.5,8.5,28,38
633,2002,8,IND,WAS,46.5,0,21,26
634,2002,8,NYG,PHI,38.5,7,3,17
635,2002,9,STL,ARI,43,-3,27,14
636,2002,9,BAL,ATL,40.5,7.5,17,20
637,2002,9,NE,BUF,47,2,38,7
638,2002,9,PHI,CHI,39,-6.5,19,13
639,2002,9,PIT,CLE,43,-3,23,20
640,2002,9,DAL,DET,38,3,7,9
641,2002,9,CIN,HOU,37,3,38,3
642,2002,9,TEN,IND,45.5,3,23,15
643,2002,9,SF,OAK,48.5,3,23,20
644,2002,9,NYJ,SD,41,7.5,44,13
645,2002,9,WAS,SEA,42,3,14,3
646,2002,9,MIN,TB,36.5,7,24,38
647,2002,9,JAC,NYG,35,3,17,24
648,2002,9,MIA,GB,41.5,4,10,24
649,2002,10,SEA,ARI,37,3.5,27,6
650,2002,10,CIN,BAL,37.5,5.5,27,38
651,2002,10,NO,CAR,41,-4.5,34,24
652,2002,10,NE,CHI,40.5,-3.5,33,30
653,2002,10,DET,GB,41,10,14,40
654,2002,10,WAS,JAC,40.5,3,7,26
655,2002,10,NYG,MIN,44,-1,27,20
656,2002,10,IND,PHI,42.5,9,35,13
657,2002,10,ATL,PIT,42.5,5,34,34
658,2002,10,KC,SF,51,6.5,13,17
659,2002,10,SD,STL,44,5.5,24,28
660,2002,10,HOU,TEN,40,10,10,17
661,2002,10,MIA,NYJ,40,2,10,13
662,2002,10,OAK,DEN,46.5,5,34,10
663,2002,11,NO,ATL,51,3,17,24
664,2002,11,CLE,CIN,40.5,-3.5,27,20
665,2002,11,NYJ,DET,43,-3,31,14
666,2002,11,JAC,HOU,37,-6,24,21
667,2002,11,DAL,IND,40.5,7,3,20
668,2002,11,BUF,KC,51,3.5,16,17
669,2002,11,BAL,MIA,35,4.5,7,26
670,2002,11,GB,MIN,50,-6.5,21,31
671,2002,11,WAS,NYG,36.5,3.5,17,19
672,2002,11,ARI,PHI,37.5,11,14,38
673,2002,11,SF,SD,42.5,-2.5,17,20
674,2002,11,DEN,SEA,42.5,-5,31,9
675,2002,11,CAR,TB,34.5,9,10,23
676,2002,11,PIT,TEN,44,-3,23,31
677,2002,11,NE,OAK,48,3.5,20,27
678,2002,11,CHI,STL,44,10,16,21
679,2002,12,OAK,ARI,44,-8,41,20
680,2002,12,TEN,BAL,38,-2,12,13
681,2002,12,ATL,CAR,37,-3.5,41,0
682,2002,12,DET,CHI,38,5.5,17,20
683,2002,12,JAC,DAL,34.5,-2.5,19,21
684,2002,12,NYG,HOU,34,-5.5,14,16
685,2002,12,SD,MIA,36.5,3,3,30
686,2002,12,MIN,NE,46,7.5,17,24
687,2002,12,CLE,NO,47.5,5.5,24,15
688,2002,12,BUF,NYJ,45.5,3,13,31
689,2002,12,CIN,PIT,43,10.5,21,29
690,2002,12,KC,SEA,43.5,-3,32,39
691,2002,12,GB,TB,39,3,7,21
692,2002,12,STL,WAS,41,-4,17,20
693,2002,12,IND,DEN,43,6.5,23,20
694,2002,12,PHI,SF,38,7,38,17
695,2002,13,WAS,DAL,35,-1,20,27
696,2002,13,NE,DET,43.5,-5.5,20,12
697,2002,13,MIA,BUF,38,-2.5,21,38
698,2002,13,BAL,CIN,38.5,-3,27,23
699,2002,13,CAR,CLE,34.5,8,13,6
700,2002,13,CHI,GB,38.5,9.5,20,30
701,2002,13,HOU,IND,40,11,3,19
702,2002,13,PIT,JAC,43.5,-3,25,23
703,2002,13,ARI,KC,46,9.5,0,49
704,2002,13,ATL,MIN,47.5,-3.5,30,24
705,2002,13,TEN,NYG,34,3,32,29
706,2002,13,STL,PHI,38.5,-2.5,3,10
707,2002,13,DEN,SD,41,-3,27,30
708,2002,13,SEA,SF,44,9,24,31
709,2002,13,TB,NO,40,0,20,23
710,2002,13,NYJ,OAK,48,6,20,26
711,2002,14,DET,ARI,39.5,1,20,23
712,2002,14,NO,BAL,41.5,-2.5,37,25
713,2002,14,CIN,CAR,36.5,3.5,31,52
714,2002,14,SF,DAL,39.5,-4.5,31,27
715,2002,14,CLE,JAC,40.5,2,21,20
716,2002,14,STL,KC,44.5,5,10,49
717,2002,14,BUF,NE,44.5,4.5,17,27
718,2002,14,DEN,NYJ,43.5,-1,13,19
719,2002,14,HOU,PIT,38,13.5,24,6
720,2002,14,OAK,SD,46,-3,27,7
721,2002,14,PHI,SEA,38,-3,27,20
722,2002,14,ATL,TB,38,4,10,34
723,2002,14,IND,TEN,43,2,17,27
724,2002,14,NYG,WAS,37.5,2.5,27,21
725,2002,14,MIN,GB,43.5,9.5,22,26
726,2002,14,CHI,MIA,37,9.5,9,27
727,2002,15,SEA,ATL,45,9.5,30,24
728,2002,15,SD,BUF,41.5,3,13,20
729,2002,15,NYJ,CHI,36.5,-6.5,13,20
730,2002,15,JAC,CIN,43.5,-3,29,15
731,2002,15,IND,CLE,41,-2,28,23
732,2002,15,KC,DEN,47,3.5,24,31
733,2002,15,TB,DET,37.5,-8.5,23,20
734,2002,15,BAL,HOU,35,-3,23,19
735,2002,15,OAK,MIA,43,1.5,17,23
736,2002,15,MIN,NO,50,7,32,31
737,2002,15,DAL,NYG,34.5,5,7,37
738,2002,15,WAS,PHI,37.5,7.5,21,34
739,2002,15,CAR,PIT,39,8.5,14,30
740,2002,15,GB,SF,44.5,3,20,14
741,2002,15,ARI,STL,43,11,28,30
742,2002,15,NE,TEN,43.5,2,7,24
743,2002,16,SF,ARI,41,-4,17,14
744,2002,16,PHI,DAL,37,-6.5,27,3
745,2002,16,MIA,MIN,45.5,-3,17,20
746,2002,16,DET,ATL,43.5,10.5,15,36
747,2002,16,CLE,BAL,40.5,2.5,14,13
748,2002,16,CHI,CAR,36,3,14,24
749,2002,16,NO,CIN,48,-7,13,20
750,2002,16,BUF,GB,43,6.5,0,10
751,2002,16,NYG,IND,41.5,5,44,27
752,2002,16,TEN,JAC,43,-3,28,10
753,2002,16,SD,KC,44,1.5,22,24
754,2002,16,DEN,OAK,47.5,4,16,28
755,2002,16,STL,SEA,46,1,10,30
756,2002,16,HOU,WAS,36.5,6.5,10,26
757,2002,16,NYJ,NE,41.5,3.5,30,17
758,2002,16,PIT,TB,39.5,4,17,7
759,2002,17,PHI,NYG,37.5,-1.5,7,10
760,2002,17,KC,OAK,47.5,7.5,0,24
761,2002,17,CIN,BUF,44.5,7,9,27
762,2002,17,ATL,CLE,40.5,-2.5,16,24
763,2002,17,ARI,DEN,42,11,7,37
764,2002,17,MIN,DET,47.5,-3.5,38,36
765,2002,17,TEN,HOU,35.5,-8.5,13,3
766,2002,17,JAC,IND,40.5,8,13,20
767,2002,17,MIA,NE,38,0,24,27
768,2002,17,CAR,NO,44,7,10,6
769,2002,17,GB,NYJ,40.5,1.5,17,42
770,2002,17,BAL,PIT,38,7.5,31,34
771,2002,17,SEA,SD,43,3,31,28
772,2002,17,DAL,WAS,36.5,6.5,14,20
773,2002,17,TB,CHI,33.5,-6.5,15,0
774,2002,17,SF,STL,39,2.5,20,31
775,2002,18,ATL,GB,40,6.5,27,7
776,2002,18,IND,NYJ,41.5,6,0,41
777,2002,18,CLE,PIT,42.5,7.5,33,36
778,2002,18,NYG,SF,40,3,38,39
779,2002,19,ATL,PHI,38.5,7.5,6,20
780,2002,19,PIT,TEN,43.5,4,31,34
781,2002,19,NYJ,OAK,47.5,5.5,10,30
782,2002,19,SF,TB,39.5,6,6,31
783,2002,20,TEN,OAK,46.5,7.5,24,41
784,2002,20,TB,PHI,34,4,27,10
785,2002,21,OAK,TB,43.5,-3.5,21,48
786,2003,1,NYJ,WAS,41,3,13,16
787,2003,1,NE,BUF,46,0,0,31
788,2003,1,JAC,CAR,34.5,4,23,24
789,2003,1,DEN,CIN,43.5,-6,30,10
790,2003,1,IND,CLE,46,0,9,6
791,2003,1,ATL,DAL,36.5,2,27,13
792,2003,1,ARI,DET,38.5,4,24,42
793,2003,1,MIN,GB,47,5,30,25
794,2003,1,SD,KC,47,5.5,14,27
795,2003,1,HOU,MIA,34.5,14,21,20
796,2003,1,STL,NYG,46,0,13,23
797,2003,1,BAL,PIT,39,5,15,34
798,2003,1,CHI,SF,40.5,6.5,7,49
799,2003,1,NO,SEA,47.5,3,10,27
800,2003,1,OAK,TEN,46,3,20,25
801,2003,1,TB,PHI,36,3,17,0
802,2003,2,SEA,ARI,44.5,-4.5,38,0
803,2003,2,WAS,ATL,39.5,3,33,31
804,2003,2,CLE,BAL,40.5,2,13,33
805,2003,2,DET,GB,46,6.5,6,31
806,2003,2,TEN,IND,44,2,7,33
807,2003,2,BUF,JAC,43,-2.5,38,17
808,2003,2,PIT,KC,48,3,20,41
809,2003,2,HOU,NO,40.5,8,10,31
810,2003,2,MIA,NYJ,37,-3,21,10
811,2003,2,CIN,OAK,45,12,20,23
812,2003,2,NE,PHI,38,4.5,31,10
813,2003,2,DEN,SD,43,-3,37,13
814,2003,2,SF,STL,47,3,24,27
815,2003,2,CAR,TB,34.5,9.5,12,9
816,2003,2,CHI,MIN,45,8.5,13,24
817,2003,2,DAL,NYG,37,7.5,35,32
818,2003,3,GB,ARI,43,-7.5,13,20
819,2003,3,TB,ATL,35.5,-4,31,10
820,2003,3,PIT,CIN,46,-4.5,17,10
821,2003,3,MIN,DET,47,-3.5,23,13
822,2003,3,KC,HOU,43.5,-7.5,42,14
823,2003,3,JAC,IND,43,7.5,13,23
824,2003,3,NYJ,NE,37.5,6.5,16,23
825,2003,3,BAL,SD,39,-1,24,10
826,2003,3,CLE,SF,44,7,13,12
827,2003,3,STL,SEA,47.5,3,23,24
828,2003,3,NO,TEN,44,4.5,12,27
829,2003,3,NYG,WAS,43,2.5,24,21
830,2003,3,BUF,MIA,40,3,7,17
831,2003,3,OAK,DEN,45,5,10,31
832,2003,4,KC,BAL,44,-3,17,10
833,2003,4,PHI,BUF,40,3,23,13
834,2003,4,ATL,CAR,36,6,3,23
835,2003,4,CIN,CLE,40.5,4.5,21,14
836,2003,4,DET,DEN,43.5,12,16,20
837,2003,4,JAC,HOU,38,-3,20,24
838,2003,4,SF,MIN,44.5,2,7,35
839,2003,4,DAL,NYJ,36.5,3,17,6
840,2003,4,SD,OAK,42.5,7,31,34
841,2003,4,TEN,PIT,44,3,30,13
842,2003,4,ARI,STL,45.5,10.5,13,37
843,2003,4,NE,WAS,42.5,3,17,20
844,2003,4,IND,NO,42.5,-1.5,55,21
845,2003,4,GB,CHI,41.5,-4,38,23
846,2003,5,MIN,ATL,43,-4,39,26
847,2003,5,CIN,BUF,40,8,16,22
848,2003,5,NO,CAR,37.5,6.5,13,19
849,2003,5,OAK,CHI,42.5,-4,21,24
850,2003,5,ARI,DAL,37,7,7,24
851,2003,5,SEA,GB,45.5,2,13,35
852,2003,5,SD,JAC,42,3,21,27
853,2003,5,DEN,KC,45.5,3,23,24
854,2003,5,TEN,NE,40.5,-1,30,38
855,2003,5,MIA,NYG,37.5,0,23,10
856,2003,5,WAS,PHI,39,5.5,25,27
857,2003,5,DET,SF,41,7,17,24
858,2003,5,CLE,PIT,42,7,33,13
859,2003,5,IND,TB,37,4,38,35
860,2003,6,BAL,ARI,37,-5.5,26,18
861,2003,6,OAK,CLE,44,3,7,13
862,2003,6,PHI,DAL,37.5,1,21,23
863,2003,6,PIT,DEN,44.5,6.5,14,17
864,2003,6,KC,GB,48,1.5,40,34
865,2003,6,CAR,IND,38,5,23,20
866,2003,6,MIA,JAC,38,-3,24,10
867,2003,6,NYG,NE,41,3,6,17
868,2003,6,CHI,NO,42,5.5,13,20
869,2003,6,BUF,NYJ,37.5,-2.5,3,30
870,2003,6,HOU,TEN,39.5,9.5,17,38
871,2003,6,TB,WAS,37.5,-3,35,13
872,2003,6,SF,SEA,45,3.5,19,20
873,2003,6,ATL,STL,45.5,11,0,36
874,2003,7,NO,ATL,41,-1.5,45,17
875,2003,7,WAS,BUF,39,3,7,24
876,2003,7,TEN,CAR,37.5,1.5,37,17
877,2003,7,BAL,CIN,36.5,-2,26,34
878,2003,7,SD,CLE,41,5,26,20
879,2003,7,DAL,DET,39,-3,38,7
880,2003,7,NYJ,HOU,37.5,-3,19,14
881,2003,7,NE,MIA,37.5,5.5,19,13
882,2003,7,DEN,MIN,44,3.5,20,28
883,2003,7,PHI,NYG,37.5,3,14,10
884,2003,7,TB,SF,39,-3.5,7,24
885,2003,7,CHI,SEA,41.5,11,17,24
886,2003,7,GB,STL,49,4,24,34
887,2003,7,KC,OAK,47,-3.5,17,10
888,2003,8,SF,ARI,41,-6.5,13,16
889,2003,8,DEN,BAL,38,1.5,6,26
890,2003,8,DET,CHI,37,3,16,24
891,2003,8,SEA,CIN,42,-1.5,24,27
892,2003,8,HOU,IND,42.5,13,21,30
893,2003,8,TEN,JAC,44,-3.5,30,17
894,2003,8,NYG,MIN,44,5.5,29,17
895,2003,8,CLE,NE,37.5,5,3,9
896,2003,8,CAR,NO,39,2,23,20
897,2003,8,NYJ,PHI,36.5,3,17,24
898,2003,8,STL,PIT,46,1.5,33,21
899,2003,8,DAL,TB,36.5,6.5,0,16
900,2003,8,BUF,KC,43.5,6.5,5,38
901,2003,8,MIA,SD,37.5,-3,26,10
902,2003,9,CIN,ARI,39,-3,14,17
903,2003,9,PHI,ATL,39.5,-4.5,23,16
904,2003,9,JAC,BAL,37,7,17,24
905,2003,9,SD,CHI,40,2.5,7,20
906,2003,9,WAS,DAL,38,4,14,21
907,2003,9,OAK,DET,39,-2.5,13,23
908,2003,9,CAR,HOU,37,-6.5,10,14
909,2003,9,IND,MIA,39,3,23,17
910,2003,9,NYG,NYJ,38.5,-2.5,31,28
911,2003,9,STL,SF,44.5,-4,10,30
912,2003,9,PIT,SEA,44.5,4.5,16,23
913,2003,9,NO,TB,39,8,17,14
914,2003,9,GB,MIN,48.5,4.5,30,27
915,2003,9,NE,DEN,35.5,2.5,30,26
916,2003,10,TB,CAR,34,-3,24,27
917,2003,10,HOU,CIN,39.5,5,27,34
918,2003,10,BUF,DAL,37,4,6,10
919,2003,10,CHI,DET,37.5,2,10,12
920,2003,10,IND,JAC,44.5,-6,23,28
921,2003,10,CLE,KC,43.5,9.5,20,41
922,2003,10,ATL,NYG,41.5,10.5,27,7
923,2003,10,NYJ,OAK,38,-3,27,24
924,2003,10,ARI,PIT,40.5,7,15,28
925,2003,10,MIN,SD,43.5,-5.5,28,42
926,2003,10,MIA,TEN,40,5,7,31
927,2003,10,SEA,WAS,40,-3,20,27
928,2003,10,BAL,STL,43,7,22,33
929,2003,10,PHI,GB,43.5,4.5,17,14
930,2003,11,HOU,BUF,37.5,7,12,10
931,2003,11,WAS,CAR,36.5,6,17,20
932,2003,11,STL,CHI,42,-6,23,21
933,2003,11,KC,CIN,47,-6,19,24
934,2003,11,ARI,CLE,37.5,6,6,44
935,2003,11,SD,DEN,44,8,8,37
936,2003,11,NYJ,IND,43,6,31,38
937,2003,11,BAL,MIA,33.5,5.5,6,9
938,2003,11,ATL,NO,43.5,8.5,20,23
939,2003,11,MIN,OAK,45.5,-4.5,18,28
940,2003,11,NYG,PHI,38,3.5,10,28
941,2003,11,DET,SEA,40.5,10.5,14,35
942,2003,11,GB,TB,40,4,20,13
943,2003,11,JAC,TEN,45,10,3,10
944,2003,11,DAL,NE,35,4,0,12
945,2003,11,PIT,SF,41.5,4,14,30
946,2003,12,STL,ARI,43,-7.5,30,27
947,2003,12,TEN,ATL,44,-6.5,38,31
948,2003,12,SEA,BAL,36.5,3,41,44
949,2003,12,IND,BUF,37.5,-3,17,14
950,2003,12,PIT,CLE,40.5,3,13,6
951,2003,12,CAR,DAL,33,3,20,24
952,2003,12,CHI,DEN,39.5,10.5,19,10
953,2003,12,SF,GB,42,4.5,10,20
954,2003,12,NE,HOU,37,-6,23,20
955,2003,12,OAK,KC,45,11,24,27
956,2003,12,DET,MIN,47.5,10.5,14,24
957,2003,12,JAC,NYJ,42.5,4,10,13
958,2003,12,NO,PHI,39,5.5,20,33
959,2003,12,CIN,SD,43,-3,34,27
960,2003,12,WAS,MIA,35,6.5,23,24
961,2003,12,NYG,TB,37.5,5.5,13,19
962,2003,13,MIA,DAL,34.5,3,40,21
963,2003,13,GB,DET,44,-6.5,14,22
964,2003,13,SF,BAL,37,3,6,44
965,2003,13,PHI,CAR,36,1.5,25,16
966,2003,13,ARI,CHI,36,4.5,3,28
967,2003,13,ATL,HOU,40.5,3,13,17
968,2003,13,NE,IND,43.5,4,38,34
969,2003,13,BUF,NYG,35,3,24,7
970,2003,13,DEN,OAK,42,-3,22,8
971,2003,13,CIN,PIT,41.5,3,24,20
972,2003,13,KC,SD,48.5,-7,28,24
973,2003,13,CLE,SEA,41.5,5.5,7,34
974,2003,13,MIN,STL,51,6,17,48
975,2003,13,NO,WAS,41,1,24,20
976,2003,13,TB,JAC,37,-3.5,10,17
977,2003,13,TEN,NYJ,42,-1,17,24
978,2003,14,CIN,BAL,40,3.5,13,31
979,2003,14,NYJ,BUF,36,3,6,17
980,2003,14,KC,DEN,45.5,2.5,27,45
981,2003,14,SD,DET,43.5,3,14,7
982,2003,14,CHI,GB,39,7,21,34
983,2003,14,HOU,JAC,39,6,0,27
984,2003,14,SEA,MIN,51.5,1.5,7,34
985,2003,14,MIA,NE,35.5,3,0,12
986,2003,14,TB,NO,40.5,2,14,7
987,2003,14,WAS,NYG,37,3,20,7
988,2003,14,DAL,PHI,36.5,5.5,10,36
989,2003,14,OAK,PIT,40.5,5,7,27
990,2003,14,ARI,SF,41.5,10,14,50
991,2003,14,IND,TEN,46,3.5,29,27
992,2003,14,CAR,ATL,41,-1,14,20
993,2003,14,STL,CLE,43,-4,26,20
994,2003,15,CAR,ARI,38.5,-6.5,20,17
995,2003,15,MIN,CHI,40.5,-3,10,13
996,2003,15,SF,CIN,41.5,2.5,38,41
997,2003,15,CLE,DEN,43,10.5,20,23
998,2003,15,ATL,IND,48,7.5,7,38
999,2003,15,DET,KC,44.5,14,17,45
1000,2003,15,JAC,NE,35,6.5,13,27
1001,2003,15,PIT,NYJ,39,3,0,6
1002,2003,15,BAL,OAK,39.5,-6.5,12,20
1003,2003,15,GB,SD,46,-5,38,21
1004,2003,15,SEA,STL,51.5,7,22,27
1005,2003,15,HOU,TB,37,10.5,3,16
1006,2003,15,BUF,TEN,38.5,6,26,28
1007,2003,15,DAL,WAS,35.5,-1,27,0
1008,2003,15,NYG,NO,39,7,7,45
1009,2003,15,PHI,MIA,37,2,34,27
1010,2003,16,KC,MIN,54.5,-3,20,45
1011,2003,16,NE,NYJ,35,-3,21,16
1012,2003,16,ATL,TB,38,7,30,28
1013,2003,16,MIA,BUF,34,1.5,20,3
1014,2003,16,DET,CAR,37,10,14,20
1015,2003,16,WAS,CHI,35,4,24,27
1016,2003,16,BAL,CLE,36,-3,35,0
1017,2003,16,NYG,DAL,35.5,10.5,3,19
1018,2003,16,TEN,HOU,40,-6,27,24
1019,2003,16,NO,JAC,42,1.5,19,20
1020,2003,16,SF,PHI,41,7.5,31,28
1021,2003,16,SD,PIT,39.5,6,24,40
1022,2003,16,ARI,SEA,43.5,14,10,28
1023,2003,16,CIN,STL,53,6.5,10,27
1024,2003,16,DEN,IND,48,6.5,31,17
1025,2003,16,GB,OAK,44,-5,41,7
1026,2003,17,BUF,NE,34,8,0,31
1027,2003,17,SEA,SF,44.5,0,24,17
1028,2003,17,PHI,WAS,41,-7,31,7
1029,2003,17,MIN,ARI,45.5,-7.5,17,18
1030,2003,17,JAC,ATL,44,3,14,21
1031,2003,17,CLE,CIN,41,7.5,22,14
1032,2003,17,STL,DET,45,-10,20,30
1033,2003,17,DEN,GB,43,6.5,3,31
1034,2003,17,IND,HOU,45,-7,20,17
1035,2003,17,CHI,KC,45,9.5,3,31
1036,2003,17,NYJ,MIA,37.5,4,21,23
1037,2003,17,DAL,NO,38.5,-2,7,13
1038,2003,17,CAR,NYG,34,-5,37,24
1039,2003,17,OAK,SD,46,4,14,21
1040,2003,17,TB,TEN,41,7,13,33
1041,2003,17,PIT,BAL,38,7.5,10,13
1042,2003,18,TEN,BAL,39.5,-1,20,17
1043,2003,18,DAL,CAR,34,3,10,29
1044,2003,18,SEA,GB,44,7.5,27,33
1045,2003,18,DEN,IND,49,3,10,41
1046,2003,19,TEN,NE,35,6,14,17
1047,2003,19,CAR,STL,45,7,29,23
1048,2003,19,IND,KC,51,3,38,31
1049,2003,19,GB,PHI,42,5.5,17,20
1050,2003,20,IND,NE,43,3,14,24
1051,2003,20,CAR,PHI,36.5,4,14,3
1052,2003,21,CAR,NE,37.5,7,29,32
1053,2004,1,IND,NE,44,3,24,27
1054,2004,1,TEN,MIA,37,-3,17,7
1055,2004,1,JAC,BUF,35,3,13,10
1056,2004,1,DET,CHI,39,3,20,16
1057,2004,1,BAL,CLE,37,-3,3,20
1058,2004,1,SD,HOU,43,4.5,27,20
1059,2004,1,DAL,MIN,44,5,17,35
1060,2004,1,SEA,NO,45,-2.5,21,7
1061,2004,1,CIN,NYJ,42,4.5,24,31
1062,2004,1,NYG,PHI,42,9,17,31
1063,2004,1,OAK,PIT,41.5,4,21,24
1064,2004,1,ATL,SF,44,-3.5,21,19
1065,2004,1,ARI,STL,45,10.5,10,17
1066,2004,1,TB,WAS,38.5,2,10,16
1067,2004,1,KC,DEN,47.5,3,24,34
1068,2004,1,GB,CAR,43.5,3,24,14
1069,2004,2,NE,ARI,41,-8,23,12
1070,2004,2,STL,ATL,46,2.5,17,34
1071,2004,2,PIT,BAL,35.5,3.5,13,30
1072,2004,2,CLE,DAL,39,4.5,12,19
1073,2004,2,HOU,DET,43.5,3,16,28
1074,2004,2,CHI,GB,41,8.5,21,10
1075,2004,2,DEN,JAC,39,-3,6,7
1076,2004,2,CAR,KC,46.5,6,28,17
1077,2004,2,SF,NO,42,7.5,27,30
1078,2004,2,WAS,NYG,41,-3,14,20
1079,2004,2,BUF,OAK,37.5,3.5,10,13
1080,2004,2,NYJ,SD,46,-3,34,28
1081,2004,2,SEA,TB,37,-3,10,6
1082,2004,2,IND,TEN,46.5,1,31,17
1083,2004,2,MIA,CIN,39,5,13,16
1084,2004,2,MIN,PHI,48.5,3,16,27
1085,2004,3,ARI,ATL,42.5,10,3,6
1086,2004,3,BAL,CIN,34.5,-3,23,9
1087,2004,3,SD,DEN,46.5,10,13,23
1088,2004,3,PHI,DET,44,-4.5,30,13
1089,2004,3,GB,IND,48.5,6,31,45
1090,2004,3,HOU,KC,47.5,7.5,24,21
1091,2004,3,PIT,MIA,33,1,13,3
1092,2004,3,CHI,MIN,44.5,9,22,27
1093,2004,3,CLE,NYG,37,3,10,27
1094,2004,3,SF,SEA,43.5,10.5,0,34
1095,2004,3,NO,STL,47.5,7,28,25
1096,2004,3,JAC,TEN,35.5,6,15,12
1097,2004,3,TB,OAK,34,3,20,30
1098,2004,3,DAL,WAS,35.5,1.5,21,18
1099,2004,4,NO,ARI,39.5,-3,10,34
1100,2004,4,NE,BUF,34.5,-5.5,31,17
1101,2004,4,ATL,CAR,38.5,3.5,27,10
1102,2004,4,PHI,CHI,39,-9,19,9
1103,2004,4,WAS,CLE,35,-3,13,17
1104,2004,4,NYG,GB,44,7,14,7
1105,2004,4,OAK,HOU,42,-2,17,30
1106,2004,4,IND,JAC,43,-3.5,24,17
1107,2004,4,NYJ,MIA,37,-6,17,9
1108,2004,4,CIN,PIT,38.5,4.5,17,28
1109,2004,4,TEN,SD,41,-3,17,38
1110,2004,4,DEN,TB,35,-3,16,13
1111,2004,4,STL,SF,44,-3.5,24,14
1112,2004,4,KC,BAL,41.5,5.5,27,24
1113,2004,5,DET,ATL,41,6.5,17,10
1114,2004,5,NYG,DAL,38,3.5,26,10
1115,2004,5,CAR,DEN,37.5,5.5,17,20
1116,2004,5,MIN,HOU,49.5,-4,34,28
1117,2004,5,OAK,IND,52,9,14,35
1118,2004,5,MIA,NE,34.5,12.5,10,24
1119,2004,5,TB,NO,36,3,20,17
1120,2004,5,BUF,NYJ,37.5,6.5,14,16
1121,2004,5,CLE,PIT,37,6,23,34
1122,2004,5,JAC,SD,36.5,-2.5,21,34
1123,2004,5,ARI,SF,36.5,1,28,31
1124,2004,5,STL,SEA,43.5,7,33,27
1125,2004,5,BAL,WAS,34,-1,17,10
1126,2004,5,TEN,GB,43.5,3,48,27
1127,2004,6,SD,ATL,42,5,20,21
1128,2004,6,MIA,BUF,30.5,5.5,13,20
1129,2004,6,WAS,CHI,34,1,13,10
1130,2004,6,CIN,CLE,41,3,17,34
1131,2004,6,PIT,DAL,38.5,3,24,20
1132,2004,6,GB,DET,44.5,2,38,10
1133,2004,6,KC,JAC,44,-2,16,22
1134,2004,6,SEA,NE,42,4,20,30
1135,2004,6,SF,NYJ,43,10,14,22
1136,2004,6,DEN,OAK,42.5,-1.5,31,3
